scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no04,target,2022/10/18 07:00:00,0700,18.854147578839566,40707.47944444444,211.59869444444445
no04,target,2022/10/18 07:15:00,0715,18.820908814657113,55834.375555555554,291.13460000000003
no04,target,2022/10/18 07:30:00,0730,15.947636067931935,75393.86111111111,332.86794444444445
no04,target,2022/10/18 07:45:00,0745,18.67244092348854,54893.61444444445,283.6383166666667
no04,target,2022/10/18 08:00:00,0800,23.20256153922096,46896.04555555555,299.73456111111113
no04,target,2022/10/18 08:15:00,0815,20.24397351629034,59530.814999999995,330.54502777777776
no04,target,2022/10/18 08:30:00,0830,24.845746649320986,47802.566666666666,328.7727888888889
no04,target,2022/10/18 08:45:00,0845,23.120728500024878,50421.17166666666,322.21378333333337
no04,target,2022/10/18 09:00:00,0900,20.65141222340642,54572.91888888889,311.7564888888889
no04,target,2022/10/18 09:15:00,0915,25.431341240397987,35251.348333333335,247.30553888888892
no04,target,2022/10/18 09:30:00,0930,28.744420956351014,35070.095555555556,279.3329166666667
no04,target,2022/10/18 09:45:00,0945,24.94955423238393,41543.00888888889,287.11789999999996
no04,target,2022/10/18 10:00:00,1000,18.764433893750784,58110.505,302.03145555555557
no04,target,2022/10/18 10:15:00,1015,18.63669009909261,53054.34166666667,273.1548111111111
no04,target,2022/10/18 10:30:00,1030,26.995266327614594,32059.57333333333,238.90825555555557
no04,target,2022/10/18 10:45:00,1045,30.07865583444917,29326.690555555557,244.71056111111113
no04,target,2022/10/18 11:00:00,1100,25.428843151467667,38323.63277777778,270.4168388888889
no04,target,2022/10/18 11:15:00,1115,27.021461617973905,33551.849444444444,250.82792222222224
no04,target,2022/10/18 11:30:00,1130,29.526807425313784,26719.555,219.0640222222222
no04,target,2022/10/18 11:45:00,1145,30.12046436570654,32193.800555555557,268.8871611111111
no04,target,2022/10/18 12:00:00,1200,28.201413602883225,29928.37833333333,234.35461666666666
no04,target,2022/10/18 12:15:00,1215,31.002818172227737,26857.47666666667,231.12950555555557
no04,target,2022/10/18 12:30:00,1230,28.926671216790982,27336.741666666665,219.56175555555558
no04,target,2022/10/18 12:45:00,1245,29.95370927003846,29035.56611111111,241.49755
no04,target,2022/10/18 13:00:00,1300,31.138923035363746,28326.126111111113,244.8001111111111
no04,target,2022/10/18 13:15:00,1315,31.563692024035042,28749.63611111111,251.94101666666666
no04,target,2022/10/18 13:30:00,1330,28.41581276290398,26498.715,209.05661666666666
no04,target,2022/10/18 13:45:00,1345,31.79452015047621,27492.205555555556,242.78026111111114
no04,target,2022/10/18 14:00:00,1400,29.704854099434183,28489.769444444442,234.90963333333335
no04,target,2022/10/18 14:15:00,1415,30.79932846653897,28527.52611111111,243.9247611111111
no04,target,2022/10/18 14:30:00,1430,29.206864303296598,32454.14166666667,263.09107222222224
no04,target,2022/10/18 14:45:00,1445,30.87410369845344,29101.025,249.37938333333335
no04,target,2022/10/18 15:00:00,1500,29.898360996821655,31482.658888888887,261.12677777777776
no04,target,2022/10/18 15:15:00,1515,24.894166710083095,37964.805,261.1336055555555
no04,target,2022/10/18 15:30:00,1530,27.988496172197518,31342.960555555557,243.47502222222224
no04,target,2022/10/18 15:45:00,1545,27.98690180708347,32197.776666666665,249.98742222222225
no04,target,2022/10/18 16:00:00,1600,29.029338575408133,31769.646111111113,255.90448333333336
no04,target,2022/10/18 16:15:00,1615,27.393510252328795,35279.06555555556,267.3452055555556
no04,target,2022/10/18 16:30:00,1630,27.76070939221217,30588.01222222222,235.6498222222222
no04,target,2022/10/18 16:45:00,1645,29.026634656549657,30661.369444444445,247.14700555555555
no04,target,2022/10/18 17:00:00,1700,28.110612678166458,36941.72888888889,288.44424444444445
no04,target,2022/10/18 17:15:00,1715,23.727522631099863,48120.846666666665,316.2941333333333
no04,target,2022/10/18 17:30:00,1730,29.071644161823244,34845.775555555556,281.0695055555555
no04,target,2022/10/18 17:45:00,1745,27.60463340427138,36111.028333333335,276.3620444444444
no04,target,2022/10/18 18:00:00,1800,26.457028084367174,40022.195,293.70118333333335
no04,target,2022/10/18 18:15:00,1815,26.61653443413779,35191.30944444445,259.0130388888889
no04,target,2022/10/18 18:30:00,1830,24.334245417997487,33590.20888888889,225.81252777777777
