route_id,tolerance,start_speed_kmh,end_speed_kmh,width_kmh,n_points,relative_range,min_ttt,max_ttt
D30_313,0.05,42.5,47.5,5.0,3,0.04131994261119088,129.47368421052624,134.82352941176464
D30_313,0.05,45.0,50.0,5.0,3,0.03773581171086827,127.20000457763672,132.0
D30_314,0.05,22.5,27.5,5.0,3,0.037735871049093164,173.4545454545455,180.0000038146973
D30_314,0.05,27.5,30.0,2.5,2,0.032467532467532714,168.0,173.4545454545455
D30_314,0.05,40.0,45.0,5.0,3,0.025,120.0,123.0
D30_314,0.05,42.5,47.5,5.0,3,0.038251366120220856,115.5789473684208,120.0
D30_321,0.05,22.5,25.0,2.5,2,0.022222222222222223,180.0,184.0
D30_321,0.05,25.0,27.5,2.5,2,0.037735849056603696,173.45454545454547,180.0
D30_321,0.05,27.5,30.0,2.5,2,0.03246753246753255,168.0,173.45454545454547
D30_321,0.05,37.5,40.0,2.5,2,0.0,120.0,120.0
D30_321,0.05,45.0,47.5,2.5,2,0.04219409282700725,99.78947368421024,104.0
D30_321,0.05,47.5,50.0,2.5,2,0.039473684210523295,96.0,99.78947368421024
D30_322,0.05,25.0,32.5,7.5,4,0.020942412704280544,176.30769230769235,180.00000076293935
D30_322,0.05,32.5,35.0,2.5,2,0.0494505494505497,168.0,176.30769230769235
D30_322,0.05,42.5,45.0,2.5,2,0.04844290657439346,136.0,142.5882352941175
D30_322,0.05,45.0,47.5,2.5,2,0.04530744336569897,130.10526315789434,136.0
D30_322,0.05,47.5,50.0,2.5,2,0.04251011508431302,124.80000076293943,130.10526315789434
D30_323,0.05,27.5,37.5,10.0,5,0.036363636363636646,179.9999999999998,186.5454545454544
D30_323,0.05,30.0,40.0,10.0,5,0.03448277615952792,174.0,180.00000305175786
D30_323,0.05,40.0,42.5,2.5,2,0.03138075313807472,168.70588235294127,174.0
D30_323,0.05,42.5,45.0,2.5,2,0.028694404591105324,164.0,168.70588235294127
D30_323,0.05,45.0,47.5,2.5,2,0.02635046113307151,159.78947368421026,164.0
D30_323,0.05,47.5,50.0,2.5,2,0.04029605198567729,153.6000000953673,159.78947368421026
D30_324,0.05,30.0,32.5,2.5,2,0.028248587570621098,163.38461538461544,168.0
D30_324,0.05,32.5,37.5,5.0,3,0.047337278106509256,156.0,163.38461538461544
D30_324,0.05,37.5,40.0,2.5,2,0.04,150.0,156.0
D30_324,0.05,42.5,45.0,2.5,2,0.048442906574393874,136.0,142.58823529411757
D30_324,0.05,45.0,47.5,2.5,2,0.045307443365697364,130.10526315789454,136.0
D30_324,0.05,47.5,50.0,2.5,2,0.04251010871114051,124.80000152587893,130.10526315789454
D30_331,0.05,30.0,32.5,2.5,2,0.035481522724926474,127.47692460280194,132.0
D30_331,0.05,42.5,45.0,2.5,2,0.034759358288763635,88.0,91.0588235294112
D30_331,0.05,45.0,50.0,5.0,3,0.047619047619047616,84.0,88.0
D30_332,0.05,20.0,22.5,2.5,2,0.0,180.0,180.0
D30_332,0.05,27.5,30.0,2.5,2,0.03787878787878797,144.0,149.45454545454547
D30_332,0.05,30.0,32.5,2.5,2,0.03311258278145652,139.38461538461544,144.0
