route_id,pattern_group,pattern_id,design_speed_kmh,n_speed_points,d_min_over_speed,d_max_over_speed,d_range_over_speed,d_relative_range,TTT_min_over_speed,TTT_max_over_speed,TTT_range_over_speed,TTT_relative_range,FTT_min_over_speed,FTT_max_over_speed,V_d_opt_min_kmh,V_d_opt_max_kmh,V_TTT_opt_min_kmh,V_TTT_opt_max_kmh,V_d_opt_repr_kmh,V_TTT_opt_repr_kmh,delta_V_opt_kmh,optbased_5pct_exists,optbased_5pct_start_speed,optbased_5pct_end_speed,optbased_5pct_width_kmh,optbased_5pct_n_points,optbased_5pct_min_ttt,optbased_5pct_max_ttt_in_interval,optbased_5pct_relative_range,rangebased_5pct_exists,rangebased_5pct_start_speed,rangebased_5pct_end_speed,rangebased_5pct_width_kmh,rangebased_5pct_n_points,rangebased_5pct_min_ttt_in_interval,rangebased_5pct_max_ttt_in_interval,rangebased_5pct_relative_range,optbased_10pct_exists,optbased_10pct_start_speed,optbased_10pct_end_speed,optbased_10pct_width_kmh,optbased_10pct_n_points,optbased_10pct_min_ttt,optbased_10pct_max_ttt_in_interval,optbased_10pct_relative_range,rangebased_10pct_exists,rangebased_10pct_start_speed,rangebased_10pct_end_speed,rangebased_10pct_width_kmh,rangebased_10pct_n_points,rangebased_10pct_min_ttt_in_interval,rangebased_10pct_max_ttt_in_interval,rangebased_10pct_relative_range
D50_324,basic,324,50.0,13,12.0,40.0,28.0,2.3333333333333335,168.0,384.0,216.0,1.2857142857142858,144.0,360.0,25.0,25.0,50.0,50.0,25.0,50.0,25.0,False,,,0.0,0,168.0,,,True,45.0,47.5,2.5,2,180.0,181.33333333333303,0.007407407407405723,True,45.0,50.0,5.0,3,168.0,181.33333333333303,0.07936507936507756,True,45.0,50.0,5.0,3,168.0,181.33333333333303,0.07936507936507756
D50_331,basic,331,50.0,13,0.0,50.66666793823242,50.66666793823242,,132.0,258.0,126.0,0.9545454545454546,90.0,225.0,25.0,25.0,50.0,50.0,25.0,50.0,25.0,False,,,0.0,0,132.0,,,True,25.0,32.5,7.5,4,176.30769230769226,180.0,0.020942408376963605,True,47.5,50.0,2.5,2,132.0,141.47368421052622,0.0717703349282289,True,25.0,37.5,12.5,6,164.0,180.0,0.0975609756097561
D50_332,basic,332,50.0,13,4.615384578704834,41.33333206176758,36.717947483062744,7.955555351222001,144.0,300.0,156.0,1.0833333333333333,114.0,285.0,32.5,32.5,50.0,50.0,32.5,50.0,17.5,True,45.0,50.0,5.0,3,144.0,150.66666666666663,0.04629629629629603,True,32.5,37.5,5.0,3,180.0,180.0,0.0,True,42.5,50.0,7.5,4,144.0,157.41176470588212,0.09313725490195918,True,32.5,40.0,7.5,4,168.0,180.0,0.07142857142857142
D50_333,basic,333,50.0,13,6.666666507720947,42.54545593261719,35.87878942489624,5.381818542046989,156.0,378.0,222.0,1.4230769230769231,138.0,345.0,22.5,22.5,50.0,50.0,22.5,50.0,27.5,False,,,0.0,0,156.0,,,True,40.0,45.0,5.0,3,180.0,183.0,0.016666666666666666,True,47.5,50.0,2.5,2,156.0,170.5263157894737,0.09311740890688269,True,37.5,45.0,7.5,4,180.0,192.0000038146973,0.0666666878594294
D50_334,basic,334,50.0,13,12.0,48.0,36.0,3.0,156.0,318.0,162.0,1.0384615384615385,114.0,285.0,25.0,25.0,50.0,50.0,25.0,50.0,25.0,False,,,0.0,0,156.0,,,True,37.5,45.0,7.5,4,174.66666666666669,180.0,0.030534351145038056,True,47.5,50.0,2.5,2,156.0,164.8421052631579,0.05668016194331981,True,35.0,45.0,10.0,5,174.66666666666669,190.2857142857141,0.08942202835332493
D50_H01,hce,H01,50.0,13,0.0,48.92307662963867,48.92307662963867,,180.0,492.0,312.0,1.7333333333333334,180.0,450.0,25.0,50.0,50.0,50.0,37.5,50.0,12.5,False,,,0.0,0,180.0,,,True,25.0,30.0,5.0,3,344.0,360.0,0.046511627906976744,False,,,0.0,0,180.0,,,True,25.0,30.0,5.0,3,344.0,360.0,0.046511627906976744
D50_H02,hce,H02,50.0,13,3.529411792755127,40.43077087402344,36.90135908126831,10.455384989934087,180.0,419.9999999999999,239.9999999999999,1.3333333333333326,156.0,390.0,42.5,42.5,45.0,50.0,42.5,47.5,5.0,True,42.5,50.0,7.5,4,180.0,187.0588250552904,0.039215694751613406,True,42.5,50.0,7.5,4,180.0,187.0588250552904,0.039215694751613406,True,42.5,50.0,7.5,4,180.0,187.0588250552904,0.039215694751613406,True,42.5,50.0,7.5,4,180.0,187.0588250552904,0.039215694751613406
D50_H03,hce,H03,50.0,13,10.909090995788574,49.71428680419922,38.805195808410645,3.557142920834677,228.0,540.0,312.0,1.368421052631579,204.0,510.0,27.5,27.5,50.0,50.0,27.5,50.0,22.5,False,,,0.0,0,228.0,,,True,30.0,32.5,2.5,2,360.0,360.0,0.0,True,45.0,50.0,5.0,3,228.0,250.1333333333331,0.09707602339181183,True,30.0,35.0,5.0,3,341.1428579057965,360.0,0.05527637954950448
D50_H04,hce,H04,50.0,13,4.079999923706055,48.0,43.920000076293945,10.76470610234702,188.1599999999997,488.4,300.24000000000024,1.5956632653061262,184.08,460.2000000000001,50.0,50.0,50.0,50.0,50.0,50.0,0.0,False,,,0.0,0,188.1599999999997,,,True,27.5,30.0,2.5,2,354.79999999999995,360.0,0.014656144306651764,False,,,0.0,0,188.1599999999997,,,True,25.0,30.0,5.0,3,354.79999999999995,380.1599999999996,0.0714768883878232
D50_H05,hce,H05,50.0,13,4.079999923706055,42.560001373291016,38.48000144958496,9.431373080671966,180.0,480.0,300.0,1.6666666666666667,175.92000000000002,439.8,50.0,50.0,50.0,50.0,50.0,50.0,0.0,False,,,0.0,0,180.0,,,True,27.5,30.0,2.5,2,329.2,344.9454545454546,0.04782944880150245,True,47.5,50.0,2.5,2,180.0,190.35789473684213,0.057543859649122925,True,27.5,30.0,2.5,2,329.2,344.9454545454546,0.04782944880150245
D50_H06,hce,H06,50.0,13,-1.7053025658242404e-13,41.20000076293945,41.200000762939624,,179.99999999999983,480.0,300.00000000000017,1.6666666666666692,180.0,450.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,False,,,0.0,0,179.99999999999983,,,True,25.0,27.5,2.5,2,360.0,372.0,0.03333333333333333,False,,,0.0,0,179.99999999999983,,,True,37.5,42.5,5.0,3,240.0,257.44000000000005,0.0726666666666669
D50_H07,hce,H07,50.0,13,-8.526512829121202e-14,38.74285888671875,38.742858886718835,,179.99999999999991,480.0,300.0000000000001,1.666666666666668,180.0,450.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,False,,,0.0,0,179.99999999999991,,,True,32.5,35.0,2.5,2,295.88571733747216,300.0,0.013904972161381148,False,,,0.0,0,179.99999999999991,,,True,30.0,35.0,5.0,3,295.88571733747216,314.8,0.06392428412134266
