case_index,route_id,pattern_group,pattern_id,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,d_min_s_per_veh,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,TTT_ratio_to_route_min,TTT_excess_pct_from_route_min
416,D30_H02,hce,H02,30.0,20.0,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,42.0,24.0,60.0,6.0,47538,49992,71231,71231,234.00000000000009,275.99999999999955,722.4898438453674,BuiltPC01,results\full_delay\case_0416__D30_H02__v20p0_delays.npy,results\optima\case_0416__D30_H02__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.9827586206896524,98.27586206896524
417,D30_H02,hce,H02,30.0,22.5,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,28.0,33.599998474121094,78.0,32.400001525878906,28175,28175,29445,31765,208.00000000000009,235.99999999999983,726.5218873023987,BuiltPC01,results\full_delay\case_0417__D30_H02__v22p5_delays.npy,results\optima\case_0417__D30_H02__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.695402298850574,69.54022988505739
418,D30_H02,hce,H02,30.0,25.0,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,7.199999809265137,42.0,91.1999969482422,52.79999923706055,2521,3155,3155,3155,187.2,194.4000007629395,728.0406906604767,BuiltPC01,results\full_delay\case_0418__D30_H02__v25p0_delays.npy,results\optima\case_0418__D30_H02__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3965517296188186,39.65517296188186
419,D30_H02,hce,H02,30.0,27.5,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,9.818181991577148,49.20000076293945,0.0,57.59999847412109,3555,3555,3753,4239,170.18181818181822,180.0,728.7586312294006,BuiltPC01,results\full_delay\case_0419__D30_H02__v27p5_delays.npy,results\optima\case_0419__D30_H02__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2931034482758625,29.310344827586256
420,D30_H02,hce,H02,30.0,30.0,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,24.0,44.400001525878906,0.0,52.79999923706055,18241,18241,19355,21481,156.0,180.0,699.2973923683167,BuiltPC01,results\full_delay\case_0420__D30_H02__v30p0_delays.npy,results\optima\case_0420__D30_H02__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2931034482758625,29.310344827586256
421,D30_H02,hce,H02,30.0,32.5,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,28.615385055541992,52.79999923706055,21.600000381469727,93.5999984741211,129,135,225,225,144.00000000000003,172.61538461538464,684.7776646614075,BuiltPC01,results\full_delay\case_0421__D30_H02__v32p5_delays.npy,results\optima\case_0421__D30_H02__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2400530503978786,24.00530503978786
422,D30_H02,hce,H02,30.0,35.0,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,32.57143020629883,49.20000076293945,20.399999618530277,90.0,1755,2145,3003,3155,133.71428571428575,166.28571428571416,685.6611545085907,BuiltPC01,results\full_delay\case_0422__D30_H02__v35p0_delays.npy,results\optima\case_0422__D30_H02__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1945812807881768,19.458128078817683
423,D30_H02,hce,H02,30.0,37.5,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,36.0,45.59999847412109,19.200000762939453,85.19999694824219,5775,5775,6545,7595,124.8,160.79999999999993,675.4429621696472,BuiltPC01,results\full_delay\case_0423__D30_H02__v37p5_delays.npy,results\optima\case_0423__D30_H02__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1551724137931032,15.51724137931032
424,D30_H02,hce,H02,30.0,40.0,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,39.0,43.20000076293945,19.200000762939453,82.80000305175781,8835,9765,9765,11067,117.00000000000004,156.0,686.328827381134,BuiltPC01,results\full_delay\case_0424__D30_H02__v40p0_delays.npy,results\optima\case_0424__D30_H02__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1206896551724141,12.068965517241415
425,D30_H02,hce,H02,30.0,42.5,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,41.64706039428711,39.59999847412109,18.0,79.19999694824219,12825,12825,12825,15175,110.11764705882356,151.76470588235276,694.5196375846863,BuiltPC01,results\full_delay\case_0425__D30_H02__v42p5_delays.npy,results\optima\case_0425__D30_H02__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.090263691683569,9.026369168356908
426,D30_H02,hce,H02,30.0,45.0,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,44.0,38.400001525878906,19.200000762939453,78.0,14283,14283,16629,16675,104.00000000000004,148.0,681.4112813472748,BuiltPC01,results\full_delay\case_0426__D30_H02__v45p0_delays.npy,results\optima\case_0426__D30_H02__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.063218390804598,6.321839080459801
427,D30_H02,hce,H02,30.0,47.5,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,46.105262756347656,36.0,18.0,75.5999984741211,16275,16275,17577,20289,98.5263157894737,144.6315789473682,680.271490573883,BuiltPC01,results\full_delay\case_0427__D30_H02__v47p5_delays.npy,results\optima\case_0427__D30_H02__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.039019963702358,3.901996370235805
428,D30_H02,hce,H02,30.0,50.0,120.0,1.2,100,1000000,0.467,0.4,0.433,467.00000000000006,400.00000000000006,433.00000000000006,45.59999847412109,3.5999999046325684,82.80000305175781,98.4000015258789,40,70,70,70,93.6,139.19999999999996,681.063779592514,BuiltPC01,results\full_delay\case_0428__D30_H02__v50p0_delays.npy,results\optima\case_0428__D30_H02__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
429,D30_H03,hce,H03,30.0,20.0,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,53.880001068115234,25.200000762939453,1.2000000476837158,8.399999618530273,53851,59127,206316,206316,306.0,359.8800007152558,711.7063894271851,BuiltPC01,results\full_delay\case_0429__D30_H03__v20p0_delays.npy,results\optima\case_0429__D30_H03__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.1119718139073704,111.19718139073704
430,D30_H03,hce,H03,30.0,22.5,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,44.0,34.79999923706055,10.800000190734863,64.80000305175781,13801,13801,15451,15499,272.0,315.9999999999999,696.332494020462,BuiltPC01,results\full_delay\case_0430__D30_H03__v22p5_delays.npy,results\optima\case_0430__D30_H03__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.8544600752148368,85.44600752148368
431,D30_H03,hce,H03,30.0,25.0,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,28.799999237060547,32.400001525878906,54.0,115.1999969482422,2882,3432,3432,3432,244.8,273.6000030517576,685.7179524898529,BuiltPC01,results\full_delay\case_0431__D30_H03__v25p0_delays.npy,results\optima\case_0431__D30_H03__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.605633804551083,60.563380455108295
432,D30_H03,hce,H03,30.0,27.5,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,25.003637313842773,50.400001525878906,0.0,96.0,1730,1730,2374,2552,222.54545454545456,247.54909090909075,690.4970636367798,BuiltPC01,results\full_delay\case_0432__D30_H03__v27p5_delays.npy,results\optima\case_0432__D30_H03__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4527528662868263,45.27528662868263
433,D30_H03,hce,H03,30.0,30.0,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,24.0,44.400001525878906,0.0,52.79999923706055,18241,18241,19355,21481,204.0,228.0,700.2222363948822,BuiltPC01,results\full_delay\case_0433__D30_H03__v30p0_delays.npy,results\optima\case_0433__D30_H03__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3380281555347562,33.80281555347562
434,D30_H03,hce,H03,30.0,32.5,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,8.307692527770996,49.20000076293945,0.0,57.59999847412109,2745,3105,3195,4017,188.30769230769235,196.61538461538444,685.9741048812866,BuiltPC01,results\full_delay\case_0434__D30_H03__v32p5_delays.npy,results\optima\case_0434__D30_H03__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461422222785,15.384614222227855
435,D30_H03,hce,H03,30.0,35.0,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,5.142857074737549,44.400001525878906,93.5999984741211,55.20000076293945,1717,2065,2119,2693,174.8571428571429,180.0,686.3939640522003,BuiltPC01,results\full_delay\case_0435__D30_H03__v35p0_delays.npy,results\optima\case_0435__D30_H03__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.056338017527439,5.6338017527439055
436,D30_H03,hce,H03,30.0,37.5,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,16.799999237060547,39.59999847412109,85.19999694824219,43.20000076293945,12085,12085,13215,14005,163.20000000000002,180.0,688.1819837093353,BuiltPC01,results\full_delay\case_0436__D30_H03__v37p5_delays.npy,results\optima\case_0436__D30_H03__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.056338017527439,5.6338017527439055
437,D30_H03,hce,H03,30.0,40.0,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,27.0,36.0,78.0,33.599998474121094,27615,27615,27615,29937,153.0,180.0,680.4984509944916,BuiltPC01,results\full_delay\case_0437__D30_H03__v40p0_delays.npy,results\optima\case_0437__D30_H03__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.056338017527439,5.6338017527439055
438,D30_H03,hce,H03,30.0,42.5,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,36.0,33.599998474121094,72.0,24.0,44615,46185,48235,50265,144.0,180.0,676.8876481056213,BuiltPC01,results\full_delay\case_0438__D30_H03__v42p5_delays.npy,results\optima\case_0438__D30_H03__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.056338017527439,5.6338017527439055
439,D30_H03,hce,H03,30.0,45.0,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,44.0,31.200000762939453,67.19999694824219,16.799999237060547,72830,72830,73230,82290,136.0,180.0,681.9823169708252,BuiltPC01,results\full_delay\case_0439__D30_H03__v45p0_delays.npy,results\optima\case_0439__D30_H03__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.056338017527439,5.6338017527439055
440,D30_H03,hce,H03,30.0,47.5,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,46.105262756347656,40.79999923706055,8.399999618530273,75.5999984741211,9315,9315,9729,12691,128.8421052631579,174.94736842105263,681.1013605594635,BuiltPC01,results\full_delay\case_0440__D30_H03__v47p5_delays.npy,results\optima\case_0440__D30_H03__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0266864240529847,2.6686424052984714
441,D30_H03,hce,H03,30.0,50.0,120.0,1.2,100,1000000,0.533,0.6,0.567,533.0000000000001,600.0,567.0,48.0,38.400001525878906,7.199999809265137,73.19999694824219,12771,15093,15093,15093,122.4,170.40000171661376,678.0480115413666,BuiltPC01,results\full_delay\case_0441__D30_H03__v50p0_delays.npy,results\optima\case_0441__D30_H03__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
442,D30_H04,hce,H04,30.0,20.0,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,36.0,24.0,66.0,73.19999694824219,3168,3872,3872,3872,276.12,312.12,690.6287024021149,BuiltPC01,results\full_delay\case_0442__D30_H04__v20p0_delays.npy,results\optima\case_0442__D30_H04__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.000769230769231,100.07692307692308
443,D30_H04,hce,H04,30.0,22.5,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,32.0,31.200000762939453,58.79999923706055,112.8000030517578,724,724,892,1000,245.44000000000003,277.44000000000005,683.6290946006775,BuiltPC01,results\full_delay\case_0443__D30_H04__v22p5_delays.npy,results\optima\case_0443__D30_H04__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.7784615384615388,77.84615384615388
444,D30_H04,hce,H04,30.0,25.0,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,21.600000381469727,52.79999923706055,0.0,99.5999984741211,396,690,690,690,220.896,242.49599999999995,682.7628552913666,BuiltPC01,results\full_delay\case_0444__D30_H04__v25p0_delays.npy,results\optima\case_0444__D30_H04__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.5544615384615381,55.44615384615381
445,D30_H04,hce,H04,30.0,27.5,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,20.81454467773437,48.0,0.0,46.79999923706055,10397,12131,12405,13575,200.8145454545455,221.6290909090909,681.3419711589813,BuiltPC01,results\full_delay\case_0445__D30_H04__v27p5_delays.npy,results\optima\case_0445__D30_H04__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4206993006993007,42.069930069930074
446,D30_H04,hce,H04,30.0,30.0,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,4.079999923706055,52.79999923706055,100.8000030517578,56.400001525878906,273,273,511,637,184.08,188.1599999999997,680.9944438934326,BuiltPC01,results\full_delay\case_0446__D30_H04__v30p0_delays.npy,results\optima\case_0446__D30_H04__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2061538461538444,20.615384615384436
447,D30_H04,hce,H04,30.0,32.5,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,10.079999923706056,40.79999923706055,90.0,50.400001525878906,3135,3135,3643,4481,169.92000000000002,180.0,668.855455160141,BuiltPC01,results\full_delay\case_0447__D30_H04__v32p5_delays.npy,results\optima\case_0447__D30_H04__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461538461537,15.384615384615374
448,D30_H04,hce,H04,30.0,35.0,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,22.21714210510254,37.20000076293945,75.5999984741211,38.400001525878906,15765,16535,16535,19105,157.78285714285715,180.0,671.567254781723,BuiltPC01,results\full_delay\case_0448__D30_H04__v35p0_delays.npy,results\optima\case_0448__D30_H04__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461538461537,15.384615384615374
449,D30_H04,hce,H04,30.0,37.5,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,32.73600006103516,33.599998474121094,69.5999984741211,27.600000381469727,34275,34275,38943,39547,147.264,180.0,661.7611827850342,BuiltPC01,results\full_delay\case_0449__D30_H04__v37p5_delays.npy,results\optima\case_0449__D30_H04__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461538461537,15.384615384615374
450,D30_H04,hce,H04,30.0,40.0,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,41.93999862670898,31.200000762939453,63.59999847412109,19.200000762939453,56005,65350,65350,71350,138.06,180.0,672.528392791748,BuiltPC01,results\full_delay\case_0450__D30_H04__v40p0_delays.npy,results\optima\case_0450__D30_H04__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461538461537,15.384615384615374
451,D30_H04,hce,H04,30.0,42.5,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,38.82352828979492,39.59999847412109,9.600000381469728,81.5999984741211,1025,1025,1025,1075,129.93882352941176,168.76235294117643,670.8962478637695,BuiltPC01,results\full_delay\case_0451__D30_H04__v42p5_delays.npy,results\optima\case_0451__D30_H04__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.081809954751131,8.180995475113107
452,D30_H04,hce,H04,30.0,45.0,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,41.27999877929688,38.400001525878906,10.800000190734863,80.4000015258789,4995,4995,5365,7707,122.72,164.0,675.5658428668976,BuiltPC01,results\full_delay\case_0452__D30_H04__v45p0_delays.npy,results\optima\case_0452__D30_H04__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0512820512820513,5.128205128205132
453,D30_H04,hce,H04,30.0,47.5,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,43.528419494628906,36.0,10.800000190734863,78.0,9207,9207,9207,12485,116.26105263157892,159.78947368421052,676.3720927238464,BuiltPC01,results\full_delay\case_0453__D30_H04__v47p5_delays.npy,results\optima\case_0453__D30_H04__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0242914979757085,2.429149797570851
454,D30_H04,hce,H04,30.0,50.0,120.0,1.2,100,1000000,0.467,0.5,0.567,467.00000000000006,500.00000000000006,567.0,45.55199813842773,34.79999923706055,10.800000190734863,76.80000305175781,11253,14105,14105,14105,110.448,156.0,673.8223991394043,BuiltPC01,results\full_delay\case_0454__D30_H04__v50p0_delays.npy,results\optima\case_0454__D30_H04__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
455,D30_H05,hce,H05,30.0,20.0,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,36.119998931884766,0.0,18.0,84.0,1302,1302,1302,1302,263.88000000000005,300.0,687.9650855064392,BuiltPC01,results\full_delay\case_0455__D30_H05__v20p0_delays.npy,results\optima\case_0455__D30_H05__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.9230768995642429,92.30768995642428
456,D30_H05,hce,H05,30.0,22.5,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,42.560001373291016,22.799999237060547,51.59999847412109,6.0,47532,47532,50688,55284,234.5600000000001,277.11999999999955,684.8516221046448,BuiltPC01,results\full_delay\case_0456__D30_H05__v22p5_delays.npy,results\optima\case_0456__D30_H05__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.776410234690807,77.64102346908071
457,D30_H05,hce,H05,30.0,25.0,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,28.895999908447266,21.600000381469727,57.59999847412109,19.200000762939453,6630,6630,6630,6630,211.104,240.0,685.6352169513702,BuiltPC01,results\full_delay\case_0457__D30_H05__v25p0_delays.npy,results\optima\case_0457__D30_H05__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.5384615196513944,53.84615196513944
458,D30_H05,hce,H05,30.0,27.5,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,11.912727355957031,38.400001525878906,88.80000305175781,49.20000076293945,3615,3915,4425,4961,191.9127272727273,203.8254545454546,685.9581508636475,BuiltPC01,results\full_delay\case_0458__D30_H05__v27p5_delays.npy,results\optima\case_0458__D30_H05__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3065734105984845,30.657341059848452
459,D30_H05,hce,H05,30.0,30.0,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,4.079999923706055,52.79999923706055,100.8000030517578,56.400001525878906,273,273,511,637,175.92000000000002,180.0,685.7096195220947,BuiltPC01,results\full_delay\case_0459__D30_H05__v30p0_delays.npy,results\optima\case_0459__D30_H05__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461397385458,15.384613973854577
460,D30_H05,hce,H05,30.0,32.5,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,17.612308502197266,48.0,0.0,48.0,8377,8377,10817,10817,162.38769230769233,180.0,684.8836634159088,BuiltPC01,results\full_delay\case_0460__D30_H05__v32p5_delays.npy,results\optima\case_0460__D30_H05__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461397385458,15.384613973854577
461,D30_H05,hce,H05,30.0,35.0,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,29.211427688598636,43.20000076293945,0.0,45.59999847412109,26305,26305,27035,30425,150.78857142857146,180.0,684.5448641777039,BuiltPC01,results\full_delay\case_0461__D30_H05__v35p0_delays.npy,results\optima\case_0461__D30_H05__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461397385458,15.384613973854577
462,D30_H05,hce,H05,30.0,37.5,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,38.400001525878906,39.59999847412109,99.5999984741211,0.0,8085,8085,8415,61038,140.73600000000002,179.13599999999994,681.1239449977875,BuiltPC01,results\full_delay\case_0462__D30_H05__v37p5_delays.npy,results\optima\case_0462__D30_H05__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1483076782678003,14.830767826780033
463,D30_H05,hce,H05,30.0,40.0,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,42.0,36.0,93.5999984741211,0.0,15975,23400,23400,28304,131.94000000000003,173.94000000000003,681.3961899280548,BuiltPC01,results\full_delay\case_0463__D30_H05__v40p0_delays.npy,results\optima\case_0463__D30_H05__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1149999863673483,11.499998636734832
464,D30_H05,hce,H05,30.0,42.5,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,44.52705764770508,45.59999847412109,15.600000381469728,76.80000305175781,11685,11685,11685,38686,124.1788235294118,168.705882352941,684.072506904602,BuiltPC01,results\full_delay\case_0464__D30_H05__v42p5_delays.npy,results\optima\case_0464__D30_H05__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0814479505784789,8.144795057847887
465,D30_H05,hce,H05,30.0,45.0,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,46.720001220703125,43.20000076293945,15.600000381469728,74.4000015258789,16169,16169,16169,18791,117.28000000000004,164.0,679.2860481739044,BuiltPC01,results\full_delay\case_0465__D30_H05__v45p0_delays.npy,results\optima\case_0465__D30_H05__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.051282038428453,5.128203842845291
466,D30_H05,hce,H05,30.0,47.5,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,48.682106018066406,40.79999923706055,15.600000381469728,73.19999694824219,18975,18975,20493,23435,111.10736842105266,159.78947368421052,682.6380414962769,BuiltPC01,results\full_delay\case_0466__D30_H05__v47p5_delays.npy,results\optima\case_0466__D30_H05__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0242914854521126,2.429148545211257
467,D30_H05,hce,H05,30.0,50.0,120.0,1.2,100,1000000,0.533,0.5,0.433,533.0000000000001,500.00000000000006,433.00000000000006,50.448001861572266,38.400001525878906,14.399999618530272,69.5999984741211,24273,24273,24273,24273,105.552,156.00000190734863,680.4138479232788,BuiltPC01,results\full_delay\case_0467__D30_H05__v50p0_delays.npy,results\optima\case_0467__D30_H05__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
468,D30_H06,hce,H06,30.0,20.0,120.0,1.2,100,1000000,0.467,0.6,0.433,467.00000000000006,600.0,433.00000000000006,30.0,24.0,12.0,78.0,9339,10351,10351,10351,270.0,300.0,695.9135081768036,BuiltPC01,results\full_delay\case_0468__D30_H06__v20p0_delays.npy,results\optima\case_0468__D30_H06__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.9531249999999982,95.31249999999983
469,D30_H06,hce,H06,30.0,22.5,120.0,1.2,100,1000000,0.467,0.6,0.433,467.00000000000006,600.0,433.00000000000006,17.440000534057617,45.59999847412109,28.799999237060547,103.1999969482422,1125,1125,1125,1915,240.00000000000009,257.44000000000005,691.2693350315094,BuiltPC01,results\full_delay\case_0469__D30_H06__v22p5_delays.npy,results\optima\case_0469__D30_H06__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.6760416666666655,67.60416666666656
470,D30_H06,hce,H06,30.0,25.0,120.0,1.2,100,1000000,0.467,0.6,0.433,467.00000000000006,600.0,433.00000000000006,24.0,40.79999923706055,62.400001525878906,24.0,400,462,462,462,216.0,239.99999999999991,690.5601432323456,BuiltPC01,results\full_delay\case_0470__D30_H06__v25p0_delays.npy,results\optima\case_0470__D30_H06__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.562499999999998,56.2499999999998
