case_index,route_id,pattern_group,pattern_id,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,d_min_s_per_veh,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,TTT_ratio_to_route_min,TTT_excess_pct_from_route_min
135,D10_333,basic,333,10.0,32.5,120.0,1.2,100,1000000,0.45,0.25,0.45,150.0,83.33333333333333,150.0,30.461538314819336,0.0,0.0,30.0,7990,7990,8950,11372,42.46153846153847,72.9230769230769,681.6178977489471,BuiltPC01,results\full_delay\case_0135__D10_333__v32p5_delays.npy,results\optima\case_0135__D10_333__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3210702341137217,32.10702341137217
136,D10_333,basic,333,10.0,35.0,120.0,1.2,100,1000000,0.45,0.25,0.45,150.0,83.33333333333333,150.0,27.428571701049805,0.0,0.0,33.599998474121094,2940,2940,4640,4640,39.42857142857143,66.85714285714292,677.1550807952881,BuiltPC01,results\full_delay\case_0136__D10_333__v35p0_delays.npy,results\optima\case_0136__D10_333__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2111801242236124,21.118012422361243
137,D10_333,basic,333,10.0,37.5,120.0,1.2,100,1000000,0.45,0.25,0.45,150.0,83.33333333333333,150.0,24.799999237060547,2.400000095367432,0.0,36.0,462,462,1514,1580,36.8,61.59999999999988,678.2480709552765,BuiltPC01,results\full_delay\case_0137__D10_333__v37p5_delays.npy,results\optima\case_0137__D10_333__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1159420289855133,11.59420289855133
138,D10_333,basic,333,10.0,40.0,120.0,1.2,100,1000000,0.45,0.25,0.45,150.0,83.33333333333333,150.0,25.5,2.400000095367432,0.0,34.79999923706055,1382,1382,1580,2826,34.5,60.0,678.3580338954926,BuiltPC01,results\full_delay\case_0138__D10_333__v40p0_delays.npy,results\optima\case_0138__D10_333__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0869565217391384,8.695652173913837
139,D10_333,basic,333,10.0,42.5,120.0,1.2,100,1000000,0.45,0.25,0.45,150.0,83.33333333333333,150.0,27.52941131591797,1.2000000476837158,0.0,33.599998474121094,2970,4172,4172,5124,32.47058823529412,60.0,679.2916893959045,BuiltPC01,results\full_delay\case_0139__D10_333__v42p5_delays.npy,results\optima\case_0139__D10_333__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0869565217391384,8.695652173913837
140,D10_333,basic,333,10.0,45.0,120.0,1.2,100,1000000,0.45,0.25,0.45,150.0,83.33333333333333,150.0,29.33333396911621,0.0,0.0,31.200000762939453,6630,6630,6630,8850,30.666666666666664,60.0,677.4757487773895,BuiltPC01,results\full_delay\case_0140__D10_333__v45p0_delays.npy,results\optima\case_0140__D10_333__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0869565217391384,8.695652173913837
141,D10_333,basic,333,10.0,47.5,120.0,1.2,100,1000000,0.45,0.25,0.45,150.0,83.33333333333333,150.0,29.052631378173828,0.0,0.0,0.0,30301,30301,31441,35259,29.052631578947366,58.105263157894335,678.829662322998,BuiltPC01,results\full_delay\case_0141__D10_333__v47p5_delays.npy,results\optima\case_0141__D10_333__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0526315789473688,5.263157894736881
142,D10_333,basic,333,10.0,50.0,120.0,1.2,100,1000000,0.45,0.25,0.45,150.0,83.33333333333333,150.0,27.600000381469727,0.0,0.0,0.0,29901,29901,29901,29901,27.599999999999994,55.1999999999996,673.7906351089478,BuiltPC01,results\full_delay\case_0142__D10_333__v50p0_delays.npy,results\optima\case_0142__D10_333__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
143,D10_334,basic,334,10.0,20.0,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,33.0,0.0,0.0,42.0,14520,14520,14520,16960,57.0,90.0,679.8096623420715,BuiltPC01,results\full_delay\case_0143__D10_334__v20p0_delays.npy,results\optima\case_0143__D10_334__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.9736842105263228,97.36842105263229
144,D10_334,basic,334,10.0,22.5,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,26.66666603088379,0.0,0.0,46.79999923706055,1972,1972,1972,2236,50.66666666666666,77.33333333333333,678.3002471923828,BuiltPC01,results\full_delay\case_0144__D10_334__v22p5_delays.npy,results\optima\case_0144__D10_334__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.695906432748544,69.5906432748544
145,D10_334,basic,334,10.0,25.0,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,26.399999618530277,0.0,0.0,45.59999847412109,2530,2530,2530,2530,45.6,72.0000015258789,677.5112009048462,BuiltPC01,results\full_delay\case_0145__D10_334__v25p0_delays.npy,results\optima\case_0145__D10_334__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.5789474018833147,57.894740188331475
146,D10_334,basic,334,10.0,27.5,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,28.363636016845703,109.1999969482422,0.0,32.400001525878906,3888,3888,4212,5148,41.45454545454545,69.81818181818178,678.5438282489777,BuiltPC01,results\full_delay\case_0146__D10_334__v27p5_delays.npy,results\optima\case_0146__D10_334__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.5311004784689042,53.11004784689042
147,D10_334,basic,334,10.0,30.0,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,26.0,0.0,0.0,34.79999923706055,1580,1580,2720,3100,38.0,64.0,679.7673931121826,BuiltPC01,results\full_delay\case_0147__D10_334__v30p0_delays.npy,results\optima\case_0147__D10_334__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4035087719298296,40.350877192982956
148,D10_334,basic,334,10.0,32.5,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,24.923076629638672,0.0,0.0,36.0,462,462,1428,1660,35.07692307692308,60.0,679.1752429008484,BuiltPC01,results\full_delay\case_0148__D10_334__v32p5_delays.npy,results\optima\case_0148__D10_334__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3157894736842153,31.578947368421527
149,D10_334,basic,334,10.0,35.0,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,27.428571701049805,0.0,0.0,33.599998474121094,2940,2940,4626,4648,32.57142857142857,60.0,681.340606212616,BuiltPC01,results\full_delay\case_0149__D10_334__v35p0_delays.npy,results\optima\case_0149__D10_334__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3157894736842153,31.578947368421527
150,D10_334,basic,334,10.0,37.5,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,29.600000381469727,0.0,0.0,31.200000762939453,6630,6630,8340,39755,30.4,60.0,675.9432761669159,BuiltPC01,results\full_delay\case_0150__D10_334__v37p5_delays.npy,results\optima\case_0150__D10_334__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3157894736842153,31.578947368421527
151,D10_334,basic,334,10.0,40.0,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,28.5,0.0,0.0,0.0,28137,28137,28537,32951,28.5,57.0,678.2872834205627,BuiltPC01,results\full_delay\case_0151__D10_334__v40p0_delays.npy,results\optima\case_0151__D10_334__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2500000000000044,25.000000000000444
152,D10_334,basic,334,10.0,42.5,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,26.823530197143555,0.0,0.0,0.0,23631,23631,27081,28137,26.823529411764707,53.64705882352921,676.4379675388336,BuiltPC01,results\full_delay\case_0152__D10_334__v42p5_delays.npy,results\optima\case_0152__D10_334__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1764705882352937,17.64705882352937
153,D10_334,basic,334,10.0,45.0,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,25.33333396911621,0.0,0.0,0.0,22791,22791,22791,25395,25.33333333333333,50.66666666666642,675.8366367816925,BuiltPC01,results\full_delay\case_0153__D10_334__v45p0_delays.npy,results\optima\case_0153__D10_334__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1111111111111096,11.111111111110962
154,D10_334,basic,334,10.0,47.5,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,24.0,0.0,0.0,0.0,20869,20869,21309,24347,24.0,47.9999999999996,676.5737106800079,BuiltPC01,results\full_delay\case_0154__D10_334__v47p5_delays.npy,results\optima\case_0154__D10_334__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0526315789473635,5.263157894736348
155,D10_334,basic,334,10.0,50.0,120.0,1.2,100,1000000,0.25,0.25,0.45,83.33333333333333,83.33333333333333,150.0,22.799999237060547,0.0,0.0,0.0,20469,20469,20469,20469,22.8,45.59999999999984,674.363379240036,BuiltPC01,results\full_delay\case_0155__D10_334__v50p0_delays.npy,results\optima\case_0155__D10_334__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
156,D10_H01,hce,H01,10.0,20.0,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,42.0,6.0,84.0,102.0,2,2,2,2,90.0,132.0,679.5849823951721,BuiltPC01,results\full_delay\case_0156__D10_H01__v20p0_delays.npy,results\optima\case_0156__D10_H01__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.2,120.00000000000001
157,D10_H01,hce,H01,10.0,22.5,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,44.0,0.0,19.200000762939453,43.20000076293945,25810,25810,27810,34210,80.0,123.99999999999952,683.7859864234924,BuiltPC01,results\full_delay\case_0157__D10_H01__v22p5_delays.npy,results\optima\case_0157__D10_H01__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.0666666666666584,106.66666666666585
158,D10_H01,hce,H01,10.0,25.0,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,36.0,0.0,24.0,48.0,7392,7392,7392,7392,71.99999999999999,108.0,676.6096498966217,BuiltPC01,results\full_delay\case_0158__D10_H01__v25p0_delays.npy,results\optima\case_0158__D10_H01__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.8,80.0
159,D10_H01,hce,H01,10.0,27.5,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,29.454545974731445,0.0,28.799999237060547,52.79999923706055,624,624,624,1392,65.45454545454547,94.90909090909092,681.3418278694153,BuiltPC01,results\full_delay\case_0159__D10_H01__v27p5_delays.npy,results\optima\case_0159__D10_H01__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.581818181818182,58.1818181818182
160,D10_H01,hce,H01,10.0,30.0,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,28.0,0.0,28.799999237060547,52.79999923706055,330,330,638,748,59.99999999999999,88.0,473.1673111915589,BuiltPC01,results\full_delay\case_0160__D10_H01__v30p0_delays.npy,results\optima\case_0160__D10_H01__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4666666666666666,46.66666666666666
161,D10_H01,hce,H01,10.0,32.5,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,29.538461685180664,0.0,25.200000762939453,49.20000076293945,990,990,1188,1650,55.38461538461539,84.9230769230769,482.66055488586426,BuiltPC01,results\full_delay\case_0161__D10_H01__v32p5_delays.npy,results\optima\case_0161__D10_H01__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.415384615384615,41.538461538461505
162,D10_H01,hce,H01,10.0,35.0,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,30.85714340209961,0.0,6.0,46.79999923706055,3494,3494,3942,6178,51.42857142857143,82.28571428571416,468.8135688304901,BuiltPC01,results\full_delay\case_0162__D10_H01__v35p0_delays.npy,results\optima\case_0162__D10_H01__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3714285714285694,37.14285714285695
163,D10_H01,hce,H01,10.0,37.5,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,32.0,0.0,4.800000190734863,44.400001525878906,6574,6574,7270,9874,48.0,80.0,474.19115257263184,BuiltPC01,results\full_delay\case_0163__D10_H01__v37p5_delays.npy,results\optima\case_0163__D10_H01__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3333333333333333,33.33333333333333
164,D10_H01,hce,H01,10.0,40.0,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,33.0,0.0,0.0,27.600000381469727,23125,23125,23125,28863,45.0,78.0,474.8392949104309,BuiltPC01,results\full_delay\case_0164__D10_H01__v40p0_delays.npy,results\optima\case_0164__D10_H01__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3,30.000000000000004
165,D10_H01,hce,H01,10.0,42.5,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,30.352941513061523,0.0,0.0,30.0,8030,8030,9020,11378,42.35294117647059,72.70588235294119,470.75392723083496,BuiltPC01,results\full_delay\case_0165__D10_H01__v42p5_delays.npy,results\optima\case_0165__D10_H01__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.211764705882353,21.176470588235308
166,D10_H01,hce,H01,10.0,45.0,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,28.0,0.0,0.0,32.400001525878906,4648,4648,4648,6480,40.0,68.0,458.4213128089905,BuiltPC01,results\full_delay\case_0166__D10_H01__v45p0_delays.npy,results\optima\case_0166__D10_H01__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1333333333333333,13.33333333333333
167,D10_H01,hce,H01,10.0,47.5,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,25.894737243652344,0.0,0.0,34.79999923706055,1568,1568,1568,2896,37.89473684210526,63.78947368421048,461.2163579463959,BuiltPC01,results\full_delay\case_0167__D10_H01__v47p5_delays.npy,results\optima\case_0167__D10_H01__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0631578947368412,6.315789473684119
168,D10_H01,hce,H01,10.0,50.0,120.0,1.2,100,1000000,0.5,0.5,0.5,166.66666666666666,166.66666666666666,166.66666666666666,24.0,0.0,0.0,36.0,462,462,462,462,35.99999999999999,60.0,452.9162936210632,BuiltPC01,results\full_delay\case_0168__D10_H01__v50p0_delays.npy,results\optima\case_0168__D10_H01__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
169,D10_H02,hce,H02,10.0,20.0,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,42.0,0.0,20.399999618530277,46.79999923706055,14336,14336,16592,17718,78.0,120.0,460.2854874134064,BuiltPC01,results\full_delay\case_0169__D10_H02__v20p0_delays.npy,results\optima\case_0169__D10_H02__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.0,100.0
170,D10_H02,hce,H02,10.0,22.5,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,33.33333206176758,0.0,26.399999618530277,51.59999847412109,1700,1700,2040,2280,69.33333333333333,102.6666666666666,433.5022599697113,BuiltPC01,results\full_delay\case_0170__D10_H02__v22p5_delays.npy,results\optima\case_0170__D10_H02__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.71111111111111,71.11111111111099
171,D10_H02,hce,H02,10.0,25.0,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,30.43199920654297,0.0,27.600000381469727,52.79999923706055,468,468,988,1152,62.39999999999999,92.83199999999988,430.27571392059326,BuiltPC01,results\full_delay\case_0171__D10_H02__v25p0_delays.npy,results\optima\case_0171__D10_H02__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.547199999999998,54.71999999999979
172,D10_H02,hce,H02,10.0,27.5,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,32.029090881347656,0.0,24.0,49.20000076293945,1404,1638,2002,3380,56.727272727272734,88.7563636363636,432.8149228096008,BuiltPC01,results\full_delay\case_0172__D10_H02__v27p5_delays.npy,results\optima\case_0172__D10_H02__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4792727272727266,47.927272727272666
173,D10_H02,hce,H02,10.0,30.0,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,33.36000061035156,0.0,4.800000190734863,45.59999847412109,6180,6180,6390,9602,51.99999999999999,85.35999999999981,430.9572513103485,BuiltPC01,results\full_delay\case_0173__D10_H02__v30p0_delays.npy,results\optima\case_0173__D10_H02__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4226666666666636,42.26666666666637
174,D10_H02,hce,H02,10.0,32.5,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,34.48615264892578,0.0,3.5999999046325684,43.20000076293945,9768,9768,10712,13852,48.0,82.48615384615384,435.9384424686432,BuiltPC01,results\full_delay\case_0174__D10_H02__v32p5_delays.npy,results\optima\case_0174__D10_H02__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3747692307692307,37.47692307692307
175,D10_H02,hce,H02,10.0,35.0,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,32.57143020629883,0.0,0.0,27.600000381469727,13418,13418,14318,15928,44.57142857142858,77.14285714285712,437.22292470932007,BuiltPC01,results\full_delay\case_0175__D10_H02__v35p0_delays.npy,results\optima\case_0175__D10_H02__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2857142857142854,28.571428571428537
176,D10_H02,hce,H02,10.0,37.5,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,29.600000381469727,0.0,0.0,31.200000762939453,6540,6540,8120,9380,41.6,71.19999999999963,438.0085740089417,BuiltPC01,results\full_delay\case_0176__D10_H02__v37p5_delays.npy,results\optima\case_0176__D10_H02__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1866666666666605,18.666666666666053
177,D10_H02,hce,H02,10.0,40.0,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,27.0,0.0,0.0,33.599998474121094,2640,2640,3300,4646,39.0,66.0,435.95023226737976,BuiltPC01,results\full_delay\case_0177__D10_H02__v40p0_delays.npy,results\optima\case_0177__D10_H02__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1,10.000000000000009
178,D10_H02,hce,H02,10.0,42.5,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,24.705883026123047,1.2000000476837158,0.0,36.0,420,462,1424,1600,36.70588235294117,61.41176470588208,427.2167053222656,BuiltPC01,results\full_delay\case_0178__D10_H02__v42p5_delays.npy,results\optima\case_0178__D10_H02__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0235294117647014,2.352941176470136
179,D10_H02,hce,H02,10.0,45.0,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,25.33333396911621,1.2000000476837158,0.0,34.79999923706055,1388,1388,1580,1772,34.666666666666664,60.0,428.825989484787,BuiltPC01,results\full_delay\case_0179__D10_H02__v45p0_delays.npy,results\optima\case_0179__D10_H02__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
180,D10_H02,hce,H02,10.0,47.5,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,27.157894134521484,0.0,0.0,33.599998474121094,2840,2840,4260,4876,32.84210526315789,60.0,421.8963925838471,BuiltPC01,results\full_delay\case_0180__D10_H02__v47p5_delays.npy,results\optima\case_0180__D10_H02__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
181,D10_H02,hce,H02,10.0,50.0,120.0,1.2,100,1000000,0.467,0.4,0.433,155.66666666666666,133.33333333333334,144.33333333333331,28.799999237060547,0.0,0.0,31.200000762939453,6000,6000,6630,7260,31.2,60.0,429.1589891910553,BuiltPC01,results\full_delay\case_0181__D10_H02__v50p0_delays.npy,results\optima\case_0181__D10_H02__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
182,D10_H03,hce,H03,10.0,20.0,120.0,1.2,100,1000000,0.533,0.6,0.567,177.66666666666666,200.0,189.0,54.0,0.0,4.800000190734863,26.399999618530277,62172,62172,66830,70814,102.0,156.0,430.9182584285736,BuiltPC01,results\full_delay\case_0182__D10_H03__v20p0_delays.npy,results\optima\case_0182__D10_H03__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.2413793103448305,124.13793103448305
183,D10_H03,hce,H03,10.0,22.5,120.0,1.2,100,1000000,0.533,0.6,0.567,177.66666666666666,200.0,189.0,42.66666793823242,4.800000190734863,81.5999984741211,102.0,20,20,60,142,90.66666666666666,133.3333333333331,431.3005051612854,BuiltPC01,results\full_delay\case_0183__D10_H03__v22p5_delays.npy,results\optima\case_0183__D10_H03__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.9157088122605355,91.57088122605354
184,D10_H03,hce,H03,10.0,25.0,120.0,1.2,100,1000000,0.533,0.6,0.567,177.66666666666666,200.0,189.0,43.58399963378906,8.399999618530273,78.0,100.8000030517578,18,18,72,80,81.6,125.1840030517576,432.4105842113495,BuiltPC01,results\full_delay\case_0184__D10_H03__v25p0_delays.npy,results\optima\case_0184__D10_H03__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.7986207335022668,79.86207335022668
185,D10_H03,hce,H03,10.0,27.5,120.0,1.2,100,1000000,0.533,0.6,0.567,177.66666666666666,200.0,189.0,38.18181991577149,0.0,22.799999237060547,45.59999847412109,11892,11892,13048,15918,74.18181818181817,112.3636363636362,426.8334057331085,BuiltPC01,results\full_delay\case_0185__D10_H03__v27p5_delays.npy,results\optima\case_0185__D10_H03__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.6144200626959246,61.44200626959246
186,D10_H03,hce,H03,10.0,30.0,120.0,1.2,100,1000000,0.533,0.6,0.567,177.66666666666666,200.0,189.0,32.0,0.0,27.600000381469727,50.400001525878906,2520,2520,3928,3978,67.99999999999999,100.0,429.03305315971375,BuiltPC01,results\full_delay\case_0186__D10_H03__v30p0_delays.npy,results\optima\case_0186__D10_H03__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4367816091954042,43.67816091954042
187,D10_H03,hce,H03,10.0,32.5,120.0,1.2,100,1000000,0.533,0.6,0.567,177.66666666666666,200.0,189.0,26.769229888916016,0.0,31.200000762939453,54.0,108,108,396,528,62.76923076923077,89.53846153846126,436.6485230922699,BuiltPC01,results\full_delay\case_0187__D10_H03__v32p5_delays.npy,results\optima\case_0187__D10_H03__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2864721485411117,28.64721485411117
188,D10_H03,hce,H03,10.0,35.0,120.0,1.2,100,1000000,0.533,0.6,0.567,177.66666666666666,200.0,189.0,26.26285743713379,0.0,30.0,52.79999923706055,216,216,432,522,58.28571428571428,84.54857142857145,427.8737118244171,BuiltPC01,results\full_delay\case_0188__D10_H03__v35p0_delays.npy,results\optima\case_0188__D10_H03__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2147783251231545,21.47783251231545
189,D10_H03,hce,H03,10.0,37.5,120.0,1.2,100,1000000,0.533,0.6,0.567,177.66666666666666,200.0,189.0,27.71199989318848,0.0,27.600000381469727,50.400001525878906,504,504,810,954,54.4,82.1120000000001,431.7525386810303,BuiltPC01,results\full_delay\case_0189__D10_H03__v37p5_delays.npy,results\optima\case_0189__D10_H03__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1797701149425317,17.97701149425317
190,D10_H03,hce,H03,10.0,40.0,120.0,1.2,100,1000000,0.533,0.6,0.567,177.66666666666666,200.0,189.0,28.979999542236328,0.0,6.0,48.0,1434,1434,3144,3492,50.99999999999999,79.98,430.38549971580505,BuiltPC01,results\full_delay\case_0190__D10_H03__v40p0_delays.npy,results\optima\case_0190__D10_H03__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1491379310344843,14.913793103448425
