route_id,tolerance,start_speed_kmh,end_speed_kmh,width_kmh,n_points,relative_range,min_ttt,max_ttt
D10_323,0.1,42.5,45.0,2.5,2,0.07008760951188915,62.66666666666667,67.05882352941173
D10_323,0.1,45.0,50.0,5.0,3,0.04444444444444452,60.0,62.66666666666667
D10_324,0.1,25.0,30.0,5.0,3,0.10000000000000063,72.0,79.20000000000005
D10_324,0.1,30.0,32.5,2.5,2,0.08333333333333348,66.46153846153845,72.0
D10_324,0.1,32.5,37.5,5.0,3,0.038461538461538325,64.0,66.46153846153845
D10_324,0.1,35.0,47.5,12.5,6,0.08571428571428612,60.0,65.14285714285717
D10_324,0.1,40.0,50.0,10.0,5,0.0416666666666696,57.59999999999984,60.0
D10_331,0.1,25.0,32.5,7.5,4,0.0833333333333337,55.384615384615365,60.0
D10_331,0.1,32.5,35.0,2.5,2,0.07692307692308023,51.42857142857125,55.384615384615365
D10_331,0.1,35.0,37.5,2.5,2,0.07142857142856777,48.0,51.42857142857125
D10_331,0.1,37.5,40.0,2.5,2,0.06666666666666667,45.0,48.0
D10_331,0.1,40.0,42.5,2.5,2,0.06250000000001518,42.35294117646998,45.0
D10_331,0.1,42.5,45.0,2.5,2,0.05882352941176011,39.9999999999996,42.35294117646998
D10_331,0.1,45.0,47.5,2.5,2,0.05555555555555642,37.894736842104855,39.9999999999996
D10_331,0.1,47.5,50.0,2.5,2,0.05263157894735709,36.0,37.894736842104855
D10_332,0.1,20.0,22.5,2.5,2,0.05468750000000094,85.33333333333326,90.0
D10_332,0.1,22.5,25.0,2.5,2,0.07744107225154453,79.20000038146952,85.33333333333326
D10_332,0.1,30.0,37.5,7.5,4,0.06666666666666667,60.0,64.0
D10_332,0.1,32.5,40.0,7.5,4,0.05263157894736842,57.0,60.0
D10_332,0.1,40.0,42.5,2.5,2,0.06250000000000405,53.64705882352921,57.0
D10_332,0.1,42.5,45.0,2.5,2,0.05882352941176086,50.66666666666666,53.64705882352921
D10_332,0.1,45.0,47.5,2.5,2,0.05555555555555536,48.0,50.66666666666666
D10_332,0.1,47.5,50.0,2.5,2,0.05263157894737216,45.59999999999984,48.0
D10_333,0.1,20.0,22.5,2.5,2,0.062499993791182804,96.00000190734865,102.00000143051147
D10_333,0.1,22.5,25.0,2.5,2,0.052631582249564775,91.20000152587892,96.00000190734865
D10_333,0.1,25.0,27.5,2.5,2,0.045000017484029174,87.27272727272728,91.20000152587892
D10_333,0.1,27.5,30.0,2.5,2,0.09090909090909101,80.0,87.27272727272728
D10_333,0.1,30.0,32.5,2.5,2,0.09704641350210996,72.9230769230769,80.0
D10_333,0.1,32.5,35.0,2.5,2,0.09072978303747409,66.85714285714292,72.9230769230769
D10_333,0.1,35.0,37.5,2.5,2,0.08534322820037415,61.59999999999988,66.85714285714292
D10_333,0.1,37.5,47.5,10.0,5,0.06014492753623717,58.105263157894335,61.59999999999988
D10_333,0.1,40.0,50.0,10.0,5,0.08695652173913836,55.1999999999996,60.0
D10_334,0.1,22.5,25.0,2.5,2,0.07407405131147772,72.0000015258789,77.33333333333333
D10_334,0.1,25.0,27.5,2.5,2,0.031250021855036836,69.81818181818178,72.0000015258789
D10_334,0.1,27.5,30.0,2.5,2,0.09090909090909038,64.0,69.81818181818178
D10_334,0.1,30.0,37.5,7.5,4,0.06666666666666667,60.0,64.0
D10_334,0.1,32.5,40.0,7.5,4,0.05263157894736842,57.0,60.0
D10_334,0.1,40.0,42.5,2.5,2,0.06250000000000405,53.64705882352921,57.0
D10_334,0.1,42.5,45.0,2.5,2,0.05882352941176576,50.66666666666642,53.64705882352921
D10_334,0.1,45.0,47.5,2.5,2,0.05555555555555922,47.9999999999996,50.66666666666642
D10_334,0.1,47.5,50.0,2.5,2,0.052631578947363436,45.59999999999984,47.9999999999996
D10_H01,0.1,20.0,22.5,2.5,2,0.06451612903226221,123.99999999999952,132.0
D10_H01,0.1,27.5,30.0,2.5,2,0.078512396694215,88.0,94.90909090909092
D10_H01,0.1,30.0,37.5,7.5,4,0.1,80.0,88.0
D10_H01,0.1,32.5,40.0,7.5,4,0.08875739644970392,78.0,84.9230769230769
D10_H01,0.1,40.0,42.5,2.5,2,0.07281553398058235,72.70588235294119,78.0
D10_H01,0.1,42.5,45.0,2.5,2,0.06920415224913512,68.0,72.70588235294119
D10_H01,0.1,45.0,47.5,2.5,2,0.06600660066006682,63.78947368421048,68.0
D10_H01,0.1,47.5,50.0,2.5,2,0.06315789473684129,60.0,63.78947368421048
D10_H02,0.1,25.0,30.0,5.0,3,0.08753514526710499,85.35999999999981,92.83199999999988
D10_H02,0.1,27.5,32.5,5.0,3,0.07601530072434247,82.48615384615384,88.7563636363636
D10_H02,0.1,32.5,35.0,2.5,2,0.06926495726495745,77.14285714285712,82.48615384615384
D10_H02,0.1,35.0,37.5,2.5,2,0.08346709470305508,71.19999999999963,77.14285714285712
D10_H02,0.1,37.5,40.0,2.5,2,0.07878787878787323,66.0,71.19999999999963
D10_H02,0.1,40.0,50.0,10.0,5,0.1,60.0,66.0
D10_H03,0.1,22.5,25.0,2.5,2,0.06509881520729233,125.1840030517576,133.3333333333331
D10_H03,0.1,32.5,37.5,5.0,3,0.09044307212662168,82.1120000000001,89.53846153846126
D10_H03,0.1,35.0,42.5,7.5,4,0.08258444375581364,78.09882352941155,84.54857142857145
D10_H03,0.1,37.5,45.0,7.5,4,0.07438939288206708,76.42666666666665,82.1120000000001
D10_H03,0.1,40.0,47.5,7.5,4,0.0823504273504287,73.89473684210517,79.98
D10_H03,0.1,45.0,50.0,5.0,3,0.09808429118774063,69.59999999999991,76.42666666666665
D10_H04,0.1,20.0,22.5,2.5,2,0.07026009149099423,127.14666666666652,136.08000309944146
D10_H04,0.1,30.0,35.0,5.0,3,0.08369037417880201,80.02285714285702,86.71999999999954
D10_H04,0.1,32.5,40.0,7.5,4,0.08505858782101813,76.02000000000004,82.48615384615384
D10_H04,0.1,35.0,42.5,7.5,4,0.07598438008460866,74.37176470588219,80.02285714285702
D10_H04,0.1,40.0,45.0,5.0,3,0.0889037433155097,69.81333333333326,76.02000000000004
D10_H04,0.1,45.0,47.5,2.5,2,0.06573252774563863,65.50736842105265,69.81333333333326
D10_H04,0.1,47.5,50.0,2.5,2,0.06287916051812548,61.631999999999564,65.50736842105265
D10_H05,0.1,20.0,22.5,2.5,2,0.08313027408517241,120.37333333333312,130.38000152587892
D10_H05,0.1,27.5,32.5,5.0,3,0.08191808191808385,87.35999999999984,94.51636363636364
D10_H05,0.1,30.0,35.0,5.0,3,0.0720464990537986,84.5485714285714,90.64
D10_H05,0.1,32.5,37.5,5.0,3,0.06765741102854664,81.82400000000004,87.35999999999984
D10_H05,0.1,37.5,40.0,2.5,2,0.07719852553975799,75.96000000000002,81.82400000000004
D10_H05,0.1,40.0,42.5,2.5,2,0.07309533306741206,70.78588235294114,75.96000000000002
D10_H05,0.1,42.5,45.0,2.5,2,0.06948855287481535,66.1866666666667,70.78588235294114
D10_H05,0.1,45.0,47.5,2.5,2,0.06629584407362352,62.07157894736835,66.1866666666667
D10_H05,0.1,47.5,50.0,2.5,2,0.034526315789472524,60.0,62.07157894736835
D10_H06,0.1,20.0,22.5,2.5,2,0.1,120.0,132.0
D10_H06,0.1,30.0,37.5,7.5,4,0.09593261851591049,77.88800019073484,85.35999999999977
D10_H06,0.1,32.5,40.0,7.5,4,0.08505858782101874,76.02,82.48615384615384
D10_H06,0.1,37.5,42.5,5.0,3,0.0712750835295273,72.70588235294099,77.88800019073484
D10_H06,0.1,42.5,45.0,2.5,2,0.06920415224913219,68.0,72.70588235294099
D10_H06,0.1,45.0,47.5,2.5,2,0.06600660066006883,63.78947368421036,68.0
D10_H06,0.1,47.5,50.0,2.5,2,0.06315789473684143,59.99999999999988,63.78947368421036
D10_H07,0.1,20.0,22.5,2.5,2,0.06865286518255086,123.51999999999995,132.00000190734863
D10_H07,0.1,27.5,32.5,5.0,3,0.0864135864135884,87.35999999999977,94.90909090909084
D10_H07,0.1,30.0,35.0,5.0,3,0.07204649905379806,84.54857142857145,90.64
D10_H07,0.1,32.5,37.5,5.0,3,0.06391270459859304,82.1120000000001,87.35999999999977
D10_H07,0.1,35.0,40.0,5.0,3,0.08395604395604422,78.0,84.54857142857145
D10_H07,0.1,40.0,42.5,2.5,2,0.07281553398058843,72.70588235294078,78.0
D10_H07,0.1,42.5,45.0,2.5,2,0.06920415224912906,68.0,72.70588235294078
D10_H07,0.1,45.0,47.5,2.5,2,0.06600660066006883,63.78947368421036,68.0
D10_H07,0.1,47.5,50.0,2.5,2,0.06315789473683928,60.0,63.78947368421036
D30_311,0.1,20.0,25.0,5.0,3,0.07142857142857142,168.0,180.0
D30_311,0.1,25.0,27.5,2.5,2,0.08450704225352054,154.909090909091,168.0
D30_311,0.1,27.5,30.0,2.5,2,0.07575757575757633,144.0,154.909090909091
D30_311,0.1,32.5,37.5,5.0,3,0.09890109890110053,117.5999999999998,129.2307692307692
D30_311,0.1,37.5,40.0,2.5,2,0.08888888888888699,108.0,117.5999999999998
D30_311,0.1,40.0,42.5,2.5,2,0.08510638297872819,99.52941176470544,108.0
D30_311,0.1,42.5,45.0,2.5,2,0.08184143222505917,92.0,99.52941176470544
D30_311,0.1,45.0,50.0,5.0,3,0.0952380753428486,84.00000152587894,92.0
D30_312,0.1,20.0,25.0,5.0,3,0.027397240141047316,175.20000343322755,180.0
D30_312,0.1,25.0,27.5,2.5,2,0.07785237011493468,162.54545454545453,175.20000343322755
D30_312,0.1,27.5,32.5,5.0,3,0.0803123257110987,150.46153846153845,162.54545454545453
D30_312,0.1,30.0,35.0,5.0,3,0.07058823529411759,145.71428571428572,156.0
D30_312,0.1,32.5,37.5,5.0,3,0.06258147485994235,141.60000152587887,150.46153846153845
D30_312,0.1,35.0,40.0,5.0,3,0.07697180716089913,135.30000019073486,145.71428571428572
D30_312,0.1,37.5,42.5,5.0,3,0.07560322874885661,131.6470588235294,141.60000152587887
D30_312,0.1,40.0,45.0,5.0,3,0.0911290337962489,124.0,135.30000019073486
D30_312,0.1,45.0,47.5,2.5,2,0.07285974499089713,115.57894736842056,124.0
D30_312,0.1,47.5,50.0,2.5,2,0.07017543859648664,108.0,115.57894736842056
D30_313,0.1,25.0,30.0,5.0,3,0.07142857596987709,168.0,180.00000076293935
D30_313,0.1,30.0,32.5,2.5,2,0.08982035928143688,154.1538461538462,168.0
D30_313,0.1,32.5,37.5,5.0,3,0.08865708800923629,141.60000228881836,154.1538461538462
D30_313,0.1,35.0,42.5,7.5,4,0.08077786088257373,134.82352941176464,145.71428571428575
D30_313,0.1,37.5,47.5,10.0,5,0.09365855426323184,129.47368421052624,141.60000228881836
D30_313,0.1,40.0,50.0,10.0,5,0.08490562133408955,127.20000457763672,138.0
D30_314,0.1,20.0,25.0,5.0,3,0.0999999953375927,180.00000076293938,198.0
D30_314,0.1,22.5,30.0,7.5,4,0.07142859413510294,168.0,180.0000038146973
D30_314,0.1,32.5,35.0,2.5,2,0.09038461538461726,137.14285714285697,149.5384615384616
D30_314,0.1,35.0,37.5,2.5,2,0.05820105275024429,129.60000066757192,137.14285714285697
D30_314,0.1,37.5,45.0,7.5,4,0.08000000556309933,120.0,129.60000066757192
D30_314,0.1,40.0,47.5,7.5,4,0.06420765027322638,115.5789473684208,123.0
D30_314,0.1,47.5,50.0,2.5,2,0.07017543859648888,108.0,115.5789473684208
D30_321,0.1,22.5,30.0,7.5,4,0.09523809523809523,168.0,184.0
D30_321,0.1,37.5,42.5,5.0,3,0.09677419354839056,109.411764705882,120.0
D30_321,0.1,42.5,47.5,5.0,3,0.09642591213700642,99.78947368421024,109.411764705882
D30_321,0.1,45.0,50.0,5.0,3,0.08333333333333333,96.0,104.0
D30_322,0.1,25.0,35.0,10.0,5,0.07142857596987709,168.0,180.00000076293935
D30_322,0.1,35.0,37.5,2.5,2,0.06060606060606038,158.40000000000003,168.0
D30_322,0.1,37.5,40.0,2.5,2,0.05600000000000023,150.0,158.40000000000003
D30_322,0.1,40.0,42.5,2.5,2,0.05198019801980299,142.5882352941175,150.0
D30_322,0.1,42.5,47.5,5.0,3,0.09594517418618159,130.10526315789434,142.5882352941175
D30_322,0.1,45.0,50.0,5.0,3,0.08974358308166384,124.80000076293943,136.0
D30_323,0.1,27.5,40.0,12.5,6,0.07210031347962294,174.0,186.5454545454544
D30_323,0.1,30.0,45.0,15.0,7,0.09756099421803571,164.0,180.00000305175786
D30_323,0.1,40.0,47.5,7.5,4,0.08893280632411246,159.78947368421026,174.0
D30_323,0.1,42.5,50.0,7.5,4,0.09834558755335294,153.6000000953673,168.70588235294127
D30_324,0.1,20.0,22.5,2.5,2,0.0603448275862069,232.0,246.0
D30_324,0.1,27.5,30.0,2.5,2,0.07142857142857142,168.0,180.0
D30_324,0.1,30.0,37.5,7.5,4,0.07692307692307693,156.0,168.0
D30_324,0.1,32.5,40.0,7.5,4,0.08923076923076963,150.0,163.38461538461544
D30_324,0.1,37.5,42.5,5.0,3,0.09405940594059467,142.58823529411757,156.0
D30_324,0.1,42.5,47.5,5.0,3,0.09594517418618036,130.10526315789454,142.58823529411757
D30_324,0.1,45.0,50.0,5.0,3,0.08974357641973751,124.80000152587893,136.0
D30_331,0.1,20.0,22.5,2.5,2,0.06097560975609756,164.0,174.0
D30_331,0.1,22.5,25.0,2.5,2,0.05128205128205128,156.0,164.0
D30_331,0.1,25.0,27.5,2.5,2,0.051470588235294046,148.36363636363637,156.0
D30_331,0.1,30.0,32.5,2.5,2,0.035481522724926474,127.47692460280194,132.0
D30_331,0.1,32.5,35.0,2.5,2,0.07770346886427354,118.28571428571364,127.47692460280194
D30_331,0.1,35.0,37.5,2.5,2,0.09523809523808924,108.0,118.28571428571364
D30_331,0.1,37.5,40.0,2.5,2,0.09090909090909091,99.0,108.0
D30_331,0.1,40.0,42.5,2.5,2,0.08720930232558814,91.0588235294112,99.0
D30_331,0.1,42.5,50.0,7.5,4,0.08403361344537143,84.0,91.0588235294112
D30_332,0.1,20.0,22.5,2.5,2,0.0,180.0,180.0
D30_332,0.1,25.0,27.5,2.5,2,0.07591241896877608,149.45454545454547,160.8000015258789
D30_332,0.1,27.5,32.5,5.0,3,0.07224563515954208,139.38461538461544,149.45454545454547
D30_332,0.1,30.0,37.5,7.5,4,0.09090904992474129,132.0000049591065,144.0
D30_332,0.1,32.5,40.0,7.5,4,0.08050089445438328,129.0,139.38461538461544
D30_332,0.1,35.0,42.5,7.5,4,0.08393866020984819,124.94117647058786,135.42857142857122
D30_332,0.1,42.5,45.0,2.5,2,0.07707910750506777,116.0,124.94117647058786
D30_332,0.1,45.0,47.5,2.5,2,0.07407407407407846,107.99999999999956,116.0
D30_332,0.1,47.5,50.0,2.5,2,0.07142856331909185,100.80000076293943,107.99999999999956
D30_333,0.1,22.5,27.5,5.0,3,0.06666668785942893,180.0,192.0000038146972
D30_333,0.1,30.0,32.5,2.5,2,0.09032258064516116,143.0769230769231,156.0
D30_333,0.1,32.5,37.5,5.0,3,0.08391608391608404,132.0,143.0769230769231
D30_333,0.1,35.0,45.0,10.0,5,0.09216589861751005,124.0,135.42857142857125
D30_333,0.1,37.5,50.0,12.5,6,0.09999998251597102,120.00000190734865,132.0
D30_334,0.1,20.0,25.0,5.0,3,0.1,180.0,198.0
D30_334,0.1,22.5,27.5,5.0,3,0.05095541401273933,171.2727272727272,180.0
D30_334,0.1,27.5,30.0,2.5,2,0.0979020979020974,156.0,171.2727272727272
D30_334,0.1,32.5,35.0,2.5,2,0.09147609147609573,126.8571428571424,138.4615384615385
D30_334,0.1,35.0,45.0,10.0,5,0.0935960591132966,116.0,126.8571428571424
D30_334,0.1,45.0,47.5,2.5,2,0.07407407407407803,107.9999999999996,116.0
D30_334,0.1,47.5,50.0,2.5,2,0.07142855520961655,100.80000152587893,107.9999999999996
D30_H01,0.1,30.0,45.0,15.0,7,0.0975609756097561,164.0,180.0
D30_H01,0.1,40.0,47.5,7.5,4,0.08893280632411071,159.78947368421052,174.0
D30_H01,0.1,42.5,50.0,7.5,4,0.08144796380090523,156.0,168.70588235294122
D30_H02,0.1,25.0,30.0,5.0,3,0.08000000423855277,180.0,194.4000007629395
D30_H02,0.1,27.5,35.0,7.5,4,0.0824742268041245,166.28571428571416,180.0
D30_H02,0.1,32.5,37.5,5.0,3,0.07347876004592488,160.79999999999993,172.61538461538464
D30_H02,0.1,35.0,42.5,7.5,4,0.09568106312292411,151.76470588235276,166.28571428571416
D30_H02,0.1,37.5,45.0,7.5,4,0.08648648648648599,148.0,160.79999999999993
D30_H02,0.1,40.0,47.5,7.5,4,0.0786026200873378,144.6315789473682,156.0
D30_H02,0.1,42.5,50.0,7.5,4,0.09026369168356897,139.19999999999996,151.76470588235276
D30_H03,0.1,27.5,30.0,2.5,2,0.08574162679425767,228.0,247.54909090909075
D30_H03,0.1,32.5,45.0,12.5,6,0.09230769230769134,180.0,196.61538461538444
D30_H03,0.1,35.0,50.0,15.0,7,0.05633801752743912,170.40000171661376,180.0
D30_H04,0.1,25.0,27.5,2.5,2,0.09415239220318941,221.6290909090909,242.49599999999995
D30_H04,0.1,30.0,40.0,10.0,5,0.045333333333331734,180.0,188.1599999999997
D30_H04,0.1,32.5,45.0,12.5,6,0.0975609756097561,164.0,180.0
D30_H04,0.1,42.5,50.0,7.5,4,0.08180995475113097,156.0,168.76235294117643
D30_H05,0.1,20.0,22.5,2.5,2,0.08256351039261146,277.11999999999955,300.0
D30_H05,0.1,30.0,45.0,15.0,7,0.0975609756097561,164.0,180.0
D30_H05,0.1,40.0,47.5,7.5,4,0.08855731225296463,159.78947368421052,173.94000000000003
D30_H05,0.1,42.5,50.0,7.5,4,0.08144795057847896,156.00000190734863,168.705882352941
D30_H06,0.1,22.5,25.0,2.5,2,0.07266666666666728,239.99999999999991,257.44000000000005
D30_H06,0.1,30.0,45.0,15.0,7,0.08906097484741729,165.28000190734855,180.0
D30_H06,0.1,40.0,47.5,7.5,4,0.08427167732258858,160.4210526315789,173.94000381469732
D30_H06,0.1,45.0,50.0,5.0,3,0.07604167908429948,153.60000000000014,165.28000190734855
D30_H07,0.1,20.0,22.5,2.5,2,0.07696726019529115,278.5599999999997,300.0
D30_H07,0.1,30.0,37.5,7.5,4,0.03648424543946974,173.66399999999993,180.0
D30_H07,0.1,37.5,40.0,2.5,2,0.07160310995927409,162.05999999999997,173.66399999999993
D30_H07,0.1,40.0,45.0,5.0,3,0.09499999999999982,148.0,162.05999999999997
D30_H07,0.1,42.5,50.0,7.5,4,0.07218344098567388,141.6000011444091,151.82117647058791
D50_311,0.1,20.0,22.5,2.5,2,0.1,240.0,264.0
D50_311,0.1,27.5,42.5,15.0,7,0.08974358974359249,165.17647058823488,180.0
D50_311,0.1,40.0,45.0,5.0,3,0.08686440677966115,157.33333333333331,171.0
D50_311,0.1,42.5,47.5,5.0,3,0.09886307464161852,150.31578947368422,165.17647058823488
D50_311,0.1,45.0,50.0,5.0,3,0.09259259259259246,144.0,157.33333333333331
D50_312,0.1,20.0,22.5,2.5,2,0.06578947368421052,304.0,324.0
D50_312,0.1,32.5,40.0,7.5,4,0.05128205128205157,180.0,189.23076923076928
D50_312,0.1,35.0,45.0,10.0,5,0.0975609756097561,164.0,180.0
D50_312,0.1,42.5,50.0,7.5,4,0.09954751131221684,156.0,171.52941176470583
D50_313,0.1,25.0,30.0,5.0,3,0.041666666666666664,288.0,300.0
D50_313,0.1,32.5,35.0,2.5,2,0.0849002849002861,231.4285714285712,251.0769230769231
D50_313,0.1,40.0,50.0,10.0,5,0.08928571428571429,168.0,183.0
D50_314,0.1,25.0,30.0,5.0,3,0.05263157894736842,228.0,240.0
D50_314,0.1,32.5,35.0,2.5,2,0.07692307692307784,190.2857142857141,204.9230769230769
D50_314,0.1,35.0,45.0,10.0,5,0.0894220283533251,174.66666666666666,190.2857142857141
D50_314,0.1,37.5,50.0,12.5,6,0.07142859413510294,168.0,180.0000038146973
D50_321,0.1,25.0,30.0,5.0,3,0.05263157894736842,228.0,240.0
D50_321,0.1,30.0,32.5,2.5,2,0.0929203539823012,208.61538461538456,228.0
D50_321,0.1,32.5,35.0,2.5,2,0.06747638326585687,195.4285714285714,208.61538461538456
D50_321,0.1,35.0,42.5,7.5,4,0.08571428571428549,180.0,195.4285714285714
D50_321,0.1,37.5,50.0,12.5,6,0.09523809523809523,168.0,184.0
D50_322,0.1,20.0,22.5,2.5,2,0.06666666666666667,360.0,384.0
D50_322,0.1,30.0,35.0,5.0,3,0.0716049382716046,231.4285714285715,248.0
D50_322,0.1,40.0,50.0,10.0,5,0.016666666666666666,180.0,183.0
D50_323,0.1,22.5,27.5,5.0,3,0.09735122119023099,352.3636363636364,386.66666666666686
D50_323,0.1,27.5,30.0,2.5,2,0.08754208754208757,324.0,352.3636363636364
D50_323,0.1,30.0,32.5,2.5,2,0.09345794392523339,296.3076923076924,324.0
D50_323,0.1,35.0,40.0,5.0,3,0.09999999999999858,240.0,263.99999999999966
D50_323,0.1,45.0,50.0,5.0,3,0.07407407407407271,180.0,193.3333333333331
D50_324,0.1,25.0,30.0,5.0,3,0.08695652173913043,276.0,300.0
D50_324,0.1,30.0,32.5,2.5,2,0.08333333333333319,254.7692307692308,276.0
D50_324,0.1,32.5,37.5,5.0,3,0.0981432360742707,232.0,254.7692307692308
D50_324,0.1,37.5,40.0,2.5,2,0.0892018779342723,213.0,232.0
D50_324,0.1,40.0,42.5,2.5,2,0.08543165467625877,196.2352941176471,213.0
D50_324,0.1,42.5,47.5,5.0,3,0.09019607843137278,180.0,196.2352941176471
D50_324,0.1,45.0,50.0,5.0,3,0.07936507936507756,168.0,181.33333333333303
D50_331,0.1,25.0,37.5,12.5,6,0.0975609756097561,164.0,180.0
D50_331,0.1,35.0,42.5,7.5,4,0.09784735812133175,154.5882352941175,169.71428571428572
D50_331,0.1,37.5,45.0,7.5,4,0.0884955752212384,150.66666666666674,164.0
D50_331,0.1,42.5,47.5,5.0,3,0.09269957983193258,141.47368421052622,154.5882352941175
D50_331,0.1,47.5,50.0,2.5,2,0.0717703349282289,132.0,141.47368421052622
D50_332,0.1,20.0,22.5,2.5,2,0.018099547511311955,294.66666666666674,300.0
D50_332,0.1,32.5,40.0,7.5,4,0.07142857142857142,168.0,180.0
D50_332,0.1,40.0,42.5,2.5,2,0.06726457399103297,157.41176470588212,168.0
D50_332,0.1,42.5,50.0,7.5,4,0.09313725490195918,144.0,157.41176470588212
D50_333,0.1,22.5,27.5,5.0,3,0.06774060305658701,293.4545454545455,313.33333333333303
D50_333,0.1,27.5,30.0,2.5,2,0.09497964721845334,268.0,293.4545454545455
D50_333,0.1,37.5,45.0,7.5,4,0.0666666878594294,180.0,192.0000038146973
D50_333,0.1,40.0,47.5,7.5,4,0.07314814814814806,170.5263157894737,183.0
D50_333,0.1,47.5,50.0,2.5,2,0.09311740890688269,156.0,170.5263157894737
D50_334,0.1,25.0,27.5,2.5,2,0.02325581395348905,234.5454545454544,240.0
D50_334,0.1,27.5,30.0,2.5,2,0.08585856668163266,216.0000038146973,234.5454545454544
D50_334,0.1,30.0,32.5,2.5,2,0.06849316955519952,202.1538461538462,216.0000038146973
D50_334,0.1,32.5,35.0,2.5,2,0.06237006237006355,190.2857142857141,202.1538461538462
D50_334,0.1,35.0,45.0,10.0,5,0.08942202835332493,174.66666666666669,190.2857142857141
