scenario,link_id,slot_code,HHMM,V_scen,TTT_scen,flow_scen,V_base,TTT_base,flow_base,V_diff,TTT_diff,flow_diff
no07,533967_00280_11490_0,630,06:30,52.21180748015788,1128.372105263158,139.6315789473684,52.234724456509454,1127.621,139.6,-0.022916976351574192,0.7511052631577968,0.031578947368416266
no07,533967_00280_11490_0,645,06:45,52.53970440610589,939.1536842105262,116.94736842105264,52.53664043512322,940.0355,117.05,0.00306397098267297,-0.8818157894737624,-0.10263157894735286
no07,533967_00280_11490_0,700,07:00,52.27255226504533,1013.7,125.57894736842104,52.27631852283254,1012.581,125.45,-0.0037662577872126235,1.1190000000000282,0.12894736842103782
no07,533967_00280_11490_0,715,07:15,52.371978527248245,1089.7273684210527,135.26315789473685,52.36759490560877,1090.9245,135.4,0.004383621639476587,-1.197131578947392,-0.1368421052631561
no07,533967_00280_11490_0,730,07:30,52.49517737890932,971.688947368421,120.89473684210526,52.510604711046525,969.839,120.7,-0.015427332137207372,1.8499473684209988,0.19473684210525732
no07,533967_00280_11490_0,745,07:45,52.34480969492031,1244.7484210526316,154.42105263157896,52.36115628546777,1244.181,154.4,-0.01634659054746379,0.5674210526315164,0.02105263157895365
no07,533967_00280_11490_0,800,08:00,52.28654198091165,973.4415789473684,120.63157894736842,52.29283599987849,973.8745,120.7,-0.0062940189668410085,-0.4329210526316274,-0.06842105263157805
no07,533967_00280_11490_0,815,08:15,52.39221866618863,1148.644210526316,142.6315789473684,52.393236998914105,1148.3635,142.6,-0.0010183327254722485,0.2807105263161702,0.031578947368416266
no07,533967_00280_11490_0,830,08:30,52.34842166641239,1072.4415789473685,133.05263157894737,52.32080598261422,1074.2515,133.2,0.027615683798174473,-1.80992105263158,-0.14736842105261871
no07,533967_00280_11490_0,845,08:45,51.27051264762538,1311.2836842105262,159.21052631578948,51.565411374875126,1302.2365,159.05,-0.29489872724974475,9.047184210526211,0.1605263157894683
no07,533967_00280_11490_0,900,09:00,51.454052940431176,840.4947368421052,101.47368421052632,52.36190991837883,819.174,101.65,-0.9078569779476524,21.320736842105248,-0.17631578947369064
no07,533967_00280_11490_0,915,09:15,52.05705846136577,1068.0805263157897,131.73684210526315,52.09553942580931,1066.9435,131.7,-0.038480964443536436,1.137026315789626,0.036842105263161784
no07,533967_00280_11490_0,930,09:30,51.74458585972799,1253.997368421053,153.78947368421052,51.782901851009,1253.9555,153.9,-0.03831599128101004,0.04186842105286814,-0.11052631578948535
no07,533967_00280_11490_0,945,09:45,52.33098406947838,899.6136842105263,111.57894736842104,52.33500825933256,898.9055000000001,111.5,-0.004024189854177962,0.7081842105262695,0.07894736842104066
no07,533967_00280_11490_0,1000,10:00,52.36168565208859,754.8989473684211,93.6842105263158,52.364238814357485,754.9905,93.7,-0.0025531622688959033,-0.09155263157890658,-0.015789473684208133
no07,533967_00280_11490_0,1015,10:15,52.28029391832233,736.5636842105263,91.26315789473684,52.290159819421135,735.5135,91.15,-0.009865901098805807,1.050184210526254,0.11315789473682969
no07,533967_00280_11490_0,1030,10:30,52.4234554739819,731.568947368421,90.89473684210526,52.42943089455429,731.9285,90.95,-0.0059754205723834275,-0.3595526315789357,-0.055263157894742676
no07,533967_00280_11490_0,1045,10:45,52.314618075502445,784.0247368421053,97.21052631578948,52.33608880552534,783.6195,97.2,-0.02147073002289801,0.4052368421052961,0.010526315789476826
no07,533967_00280_11490_0,1100,11:00,52.31049954458221,854.1157894736842,105.89473684210526,52.3221230033648,853.9675,105.9,-0.011623458782594298,0.14828947368425816,-0.005263157894745518
no07,533967_00280_11490_0,1115,11:15,52.46096784944864,849.568947368421,105.63157894736842,52.45204585102825,849.458,105.6,0.008921998420390764,0.11094736842107977,0.03157894736843048
no07,533967_00280_11490_0,1130,11:30,52.44033906114429,892.6742105263156,110.94736842105264,52.43244850213912,893.6360000000001,111.05,0.007890559005176101,-0.9617894736844619,-0.10263157894735286
no07,533967_00280_11490_0,1145,11:45,52.433459938303926,814.4394736842105,101.21052631578948,52.45525712777421,813.6115,101.15,-0.021797189470284195,0.8279736842105194,0.06052631578947398
no07,533967_00280_11490_0,1200,12:00,52.5159694891191,732.8242105263158,91.21052631578948,52.51731920893462,733.121,91.25,-0.0013497198155221213,-0.2967894736841572,-0.03947368421052033
no07,533967_00280_11490_0,1215,12:15,52.48141014855015,797.5847368421051,99.21052631578948,52.49099061732468,797.3575,99.2,-0.009580468774530004,0.22723684210518513,0.010526315789476826
no07,533967_00280_11490_0,1230,12:30,52.39230358705047,891.7752631578948,110.73684210526316,52.38361149008063,889.6015,110.45,0.008692096969838303,2.1737631578947685,0.2868421052631618
no07,533967_00280_11490_0,1245,12:45,52.45388432372798,862.782105263158,107.26315789473684,52.45832245723436,865.025,107.55,-0.0044381335063761185,-2.242894736842004,-0.2868421052631618
no07,533967_00280_11490_0,1300,13:00,52.41625171322031,948.997894736842,117.89473684210526,52.43567412957125,948.2865,117.85,-0.019422416350934668,0.7113947368419531,0.04473684210526585
no07,533967_00280_11490_0,1315,13:15,52.27665868093181,874.2415789473685,108.3157894736842,52.28672261077579,873.5440000000001,108.25,-0.01006392984398019,0.6975789473683562,0.06578947368420529
no07,533967_00280_11490_0,1330,13:30,52.24332834478129,963.2036842105264,119.26315789473684,52.25828603750987,963.2245,119.3,-0.014957692728579275,-0.020815789473658697,-0.036842105263161784
no07,533967_00280_11490_0,1345,13:45,52.40628731211316,871.2184210526315,108.21052631578948,52.419552465721736,870.106,108.1,-0.013265153608578828,1.1124210526314755,0.11052631578948535
no07,533967_00280_11490_0,1400,14:00,52.33810701993891,1036.1252631578946,128.52631578947367,52.36114017245494,1037.4625,128.75,-0.02303315251602811,-1.3372368421055398,-0.22368421052632925
no07,533967_00280_11490_0,1415,14:15,52.32814422224504,1215.004736842105,150.68421052631578,52.34205734542593,1213.201,150.5,-0.013913123180891773,1.8037368421050815,0.1842105263157805
no07,533967_00280_11490_0,1430,14:30,52.4367281930504,778.3973684210526,96.73684210526316,52.44204812629094,778.4219999999999,96.75,-0.005319933240542696,-0.024631578947264643,-0.013157894736835374
no07,533967_00280_11490_0,1445,14:45,52.241800857563,927.7136842105264,114.84210526315788,52.32632384369613,926.123,114.85,-0.08452298613313047,1.5906842105263195,-0.007894736842118277
no07,533967_00280_11490_0,1500,15:00,52.53981575532144,676.7026315789474,84.26315789473684,52.5367380377372,677.4404999999999,84.35,0.003077717584240247,-0.7378684210525535,-0.08684210526315894
no07,533967_00280_11490_0,1515,15:15,52.33430529594461,928.4052631578948,115.15789473684212,52.33165992890842,928.7965,115.2,0.0026453670361874515,-0.3912368421052861,-0.04210526315787888
no07,533967_00280_11490_0,1530,15:30,52.388966209397154,904.138947368421,112.26315789473684,52.40647715506111,903.33,112.2,-0.0175109456639575,0.8089473684209452,0.06315789473683253
no07,533967_00280_11490_0,1545,15:45,52.41672865229796,793.9399999999999,98.63157894736842,52.4263080112111,794.3435,98.7,-0.009579358913136105,-0.4035000000000082,-0.06842105263157805
no07,533967_00280_11490_0,1600,16:00,52.399046703371845,815.3752631578947,101.26315789473684,52.40622635618346,815.962,101.35,-0.007179652811615256,-0.5867368421053243,-0.08684210526315894
no07,533967_00280_11490_0,1615,16:15,52.5399005766839,853.3584210526316,106.26315789473684,52.54660523387747,852.741,106.2,-0.006704657193573382,0.6174210526315846,0.06315789473683253
no07,533967_00280_11490_0,1630,16:30,52.643261644475686,571.5836842105264,71.3157894736842,52.62846828929905,571.6175000000001,71.3,0.014793355176635714,-0.03381578947369235,0.015789473684208133
no07,533967_00280_11490_0,1645,16:45,52.50549588585165,899.5815789473684,111.94736842105264,52.51393716654015,898.6545,111.85,-0.008441280688501251,0.9270789473683863,0.09736842105264998
no07,533967_00280_11490_0,1700,17:00,52.53990943839736,705.4226315789474,87.84210526315789,52.54333790662712,705.4395000000001,87.85,-0.003428468229763837,-0.016868421052663507,-0.007894736842104066
no07,533967_00280_11490_0,1715,17:15,52.46779641967154,944.6694736842106,117.47368421052632,52.487909500887646,944.119,117.45,-0.020113081216109663,0.5504736842106013,0.0236842105263122
no07,533967_00280_11490_0,1730,17:30,52.6673559282626,832.7321052631579,103.94736842105264,52.66113632612095,831.6469999999999,103.8,0.006219602141648295,1.0851052631579705,0.14736842105264714
no07,533967_00280_11490_0,1745,17:45,52.65699418393951,900.3747368421052,112.36842105263158,52.65456841489216,902.273,112.6,0.0024257690473490356,-1.898263157894803,-0.2315789473684191
no07,533967_00280_11490_0,1800,18:00,52.567324458231056,588.8826315789474,73.36842105263158,52.579250370150966,589.002,73.4,-0.011925911919909993,-0.11936842105251344,-0.03157894736843048
no07,533967_00280_11490_0,1815,18:15,52.70889761203794,747.811052631579,93.42105263157896,52.71045273143604,747.6205,93.4,-0.0015551193981053757,0.19055263157895297,0.02105263157895365
no07,533967_00280_11490_0,1830,18:30,52.69849285157036,518.7226315789474,64.78947368421052,52.70714426884221,518.3235,64.75,-0.008651417271849482,0.39913157894739015,0.03947368421052033
no07,533967_00280_11490_0,1845,18:45,52.57109579548703,674.1594736842105,84.0,52.58600373430876,673.971,84.0,-0.014907938821728806,0.18847368421052124,0.0
no07,533967_00280_11490_1,630,06:30,49.62612203089877,618.9105263157894,72.73684210526316,49.56750570900859,618.0835,72.55,0.0586163218901774,0.8270263157894533,0.18684210526316747
no07,533967_00280_11490_1,645,06:45,49.436472854424615,554.2721052631579,64.89473684210526,49.46541173578225,557.453,65.3,-0.02893888135763234,-3.180894736842106,-0.405263157894737
no07,533967_00280_11490_1,700,07:00,49.622865067965,672.2505263157894,79.0,49.6203689731409,674.5285,79.25,0.002496094824103068,-2.277973684210565,-0.25
no07,533967_00280_11490_1,715,07:15,49.49417841147864,978.477894736842,114.6842105263158,49.58152895247697,972.172,114.15,-0.0873505409983295,6.305894736841992,0.534210526315789
no07,533967_00280_11490_1,730,07:30,49.67445614627713,1014.3247368421052,119.3157894736842,49.668792399763625,1020.2525,120.0,0.00566374651350543,-5.927763157894901,-0.6842105263157947
no07,533967_00280_11490_1,745,07:45,49.578973770278125,1203.6236842105263,141.31578947368422,49.54644034238581,1225.6115,143.8,0.032533427892317945,-21.987815789473643,-2.484210526315792
no07,533967_00280_11490_1,800,08:00,49.76770120719298,1141.5884210526317,134.52631578947367,49.83330474704165,1124.912,132.75,-0.06560353984867362,16.676421052631667,1.7763157894736707
no07,533967_00280_11490_1,815,08:15,49.71771915493992,1095.6215789473686,129.0,49.76267714828988,1084.8695,127.85,-0.044957993349960645,10.752078947368545,1.1500000000000057
no07,533967_00280_11490_1,830,08:30,49.96522605621979,1116.99,132.1578947368421,49.95682393695471,1131.8975,133.9,0.008402119265078056,-14.907500000000027,-1.742105263157896
no07,533967_00280_11490_1,845,08:45,49.699768740752944,1003.1168421052632,118.05263157894736,49.68339374575866,993.5745,116.9,0.01637499499428685,9.542342105263288,1.15263157894735
no07,533967_00280_11490_1,900,09:00,49.60747304474694,1112.526842105263,130.68421052631578,49.5846607659463,1113.926,130.8,0.022812278800635966,-1.3991578947368453,-0.11578947368423087
no07,533967_00280_11490_1,915,09:15,49.573946767406426,986.7757894736844,115.84210526315788,49.57559587408698,985.9675,115.75,-0.0016491066805528476,0.8082894736844537,0.09210526315787604
no07,533967_00280_11490_1,930,09:30,49.56775427573235,1063.9815789473682,124.89473684210526,49.56400776203549,1066.2585,125.15,0.0037465136968606316,-2.2769210526316783,-0.2552631578947455
no07,533967_00280_11490_1,945,09:45,49.53334467914691,979.0168421052632,114.84210526315788,49.57634535296837,972.7985,114.2,-0.04300067382146011,6.218342105263218,0.6421052631578732
no07,533967_00280_11490_1,1000,10:00,49.49806512390086,963.15,112.89473684210526,49.5644143563779,974.6965,114.4,-0.0663492324770445,-11.546500000000037,-1.5052631578947455
no07,533967_00280_11490_1,1015,10:15,49.49421496854668,903.4442105263156,105.89473684210526,49.5701174846164,898.7515,105.5,-0.07590251606971776,4.692710526315636,0.39473684210526017
no07,533967_00280_11490_1,1030,10:30,49.58935547692975,940.3831578947368,110.42105263157896,49.44831305806144,934.6805,109.45,0.14104241886830948,5.702657894736717,0.9710526315789565
no07,533967_00280_11490_1,1045,10:45,49.47292688838407,960.088947368421,112.47368421052632,49.517911821869504,950.4875,111.45,-0.044984933485430645,9.601447368421077,1.0236842105263122
no07,533967_00280_11490_1,1100,11:00,49.47044345596508,953.6768421052632,111.73684210526316,49.65136667359786,957.1605,112.55,-0.18092321763278107,-3.48365789473678,-0.8131578947368325
no07,533967_00280_11490_1,1115,11:15,49.44549325693031,875.9573684210526,102.57894736842104,49.63155615960055,888.3979999999999,104.4,-0.18606290267023695,-12.440631578947318,-1.821052631578965
no07,533967_00280_11490_1,1130,11:30,49.619708524672994,1050.8847368421054,123.47368421052632,49.511820463815766,1044.8215,122.5,0.10788806085722769,6.063236842105425,0.973684210526315
no07,533967_00280_11490_1,1145,11:45,49.6012491124274,932.0836842105264,109.47368421052632,49.5177057799786,921.0965,108.0,0.08354333244880507,10.98718421052638,1.473684210526315
no07,533967_00280_11490_1,1200,12:00,49.44456957975068,1119.6889473684212,131.10526315789474,49.51175164862655,1125.9015,132.0,-0.06718206887587286,-6.212552631578774,-0.8947368421052602
no07,533967_00280_11490_1,1215,12:15,49.44824973676142,1213.0305263157893,142.05263157894737,49.53207752122382,1216.5295,142.7,-0.08382778446240025,-3.498973684210796,-0.6473684210526187
no07,533967_00280_11490_1,1230,12:30,49.46345056408188,957.1226315789472,112.10526315789474,49.51767106538302,959.8235,112.55,-0.05422050130113831,-2.7008684210527463,-0.4447368421052573
no07,533967_00280_11490_1,1245,12:45,49.46721096401698,921.9415789473684,108.0,49.50344310061253,913.1745,107.05,-0.03623213659555091,8.767078947368418,0.9500000000000028
no07,533967_00280_11490_1,1300,13:00,49.37225831234328,1049.253157894737,122.6842105263158,49.48560525973868,1043.9985,122.35,-0.11334694739540652,5.254657894736965,0.3342105263158004
no07,533967_00280_11490_1,1315,13:15,49.50620639245928,904.635789473684,106.05263157894736,49.49158966631595,905.6775,106.15,0.014616726143330538,-1.0417105263160238,-0.09736842105264998
no07,533967_00280_11490_1,1330,13:30,49.56784170662196,914.8484210526316,107.36842105263158,49.48025386867225,916.611,107.4,0.08758783794971237,-1.7625789473684108,-0.03157894736843048
no07,533967_00280_11490_1,1345,13:45,49.24582011382194,618.3073684210526,72.10526315789474,49.327154565427726,618.521,72.25,-0.0813344516057839,-0.21363157894734286,-0.14473684210526017
no07,533967_00280_11490_1,1400,14:00,49.34154550338226,816.2299999999999,95.36842105263158,49.413304901388656,811.8265,95.0,-0.07175939800639952,4.4034999999998945,0.3684210526315752
no07,533967_00280_11490_1,1415,14:15,49.54304674795444,1013.8536842105264,118.94736842105264,49.424924351583215,1018.06,119.15,0.11812239637122701,-4.206315789473592,-0.2026315789473614
no07,533967_00280_11490_1,1430,14:30,49.58218944932516,1004.0273684210526,117.89473684210526,49.66353173620576,1005.8455,118.3,-0.08134228688059864,-1.8181315789473729,-0.405263157894737
no07,533967_00280_11490_1,1445,14:45,49.687231743104775,877.6936842105264,103.26315789473684,49.76255012302634,882.979,104.05,-0.07531837992156198,-5.285315789473657,-0.7868421052631618
no07,533967_00280_11490_1,1500,15:00,49.39936517249513,871.558947368421,101.94736842105264,49.49246618579807,872.0135,102.2,-0.09310101330294174,-0.45455263157907666,-0.25263157894735855
no07,533967_00280_11490_1,1515,15:15,49.579887533076686,855.8173684210527,100.47368421052632,49.62875085970304,861.4675,101.25,-0.0488633266263534,-5.650131578947253,-0.776315789473685
no07,533967_00280_11490_1,1530,15:30,49.65629439290634,878.5268421052631,103.3157894736842,49.64002471892592,876.5854999999999,103.05,0.016269673980417565,1.9413421052631747,0.26578947368420813
no07,533967_00280_11490_1,1545,15:45,49.68411976737339,947.4568421052631,111.47368421052632,49.64027295546791,937.8345,110.25,0.043846811905481786,9.622342105263101,1.223684210526315
no07,533967_00280_11490_1,1600,16:00,49.71848937316998,1180.6405263157894,139.0,49.704348825422656,1195.8065,140.75,0.014140547747324206,-15.165973684210485,-1.75
no07,533967_00280_11490_1,1615,16:15,49.73040055996006,1129.923157894737,133.05263157894737,49.65793485550791,1110.4085,130.6,0.07246570445214928,19.514657894736956,2.4526315789473756
no07,533967_00280_11490_1,1630,16:30,49.56721474554546,1142.4652631578947,134.10526315789474,49.584447977138176,1162.0404999999998,136.45,-0.017233231592712173,-19.57523684210514,-2.344736842105249
no07,533967_00280_11490_1,1645,16:45,49.524418871453015,1243.4663157894738,145.8421052631579,49.50602950139993,1220.307,143.05,0.01838937005308594,23.159315789473794,2.792105263157879
no07,533967_00280_11490_1,1700,17:00,49.52752684943995,1217.0547368421053,142.73684210526315,49.595906319210975,1227.7965,144.2,-0.06837946977102405,-10.741763157894638,-1.4631578947368382
no07,533967_00280_11490_1,1715,17:15,49.57043053816295,1172.0847368421053,137.57894736842104,49.44493124419272,1187.916,139.1,0.12549929397022908,-15.831263157894682,-1.5210526315789537
no07,533967_00280_11490_1,1730,17:30,49.65668124020694,956.87,112.52631578947368,49.65442872383348,964.482,113.4,0.002252516373459912,-7.611999999999966,-0.8736842105263207
no07,533967_00280_11490_1,1745,17:45,49.62563353665482,754.21,88.63157894736842,49.7021832264587,779.158,91.7,-0.07654968980388333,-24.94799999999998,-3.068421052631578
no07,533967_00280_11490_1,1800,18:00,49.49405849955415,1040.89,122.0,49.60483356835831,1045.472,122.8,-0.1107750688041591,-4.58199999999988,-0.7999999999999972
no07,533967_00280_11490_1,1815,18:15,49.60465513050352,1091.392105263158,128.21052631578948,49.58163938382253,1100.876,129.25,0.023015746680989935,-9.483894736841876,-1.0394736842105203
no07,533967_00280_11490_1,1830,18:30,49.60392785959213,985.6747368421052,115.78947368421052,49.60847386696641,927.881,109.0,-0.0045460073742802365,57.793736842105204,6.78947368421052
no07,533967_00280_11490_1,1845,18:45,49.7398775841152,823.0342105263157,96.94736842105264,49.68697144123384,815.9485,96.0,0.05290614288136197,7.085710526315779,0.9473684210526443
no07,533967_00280_13214_0,630,06:30,45.39537543384151,766.9973684210526,69.63157894736842,45.44992794778967,764.6335,69.5,-0.05455251394815974,2.36386842105253,0.1315789473684248
no07,533967_00280_13214_0,645,06:45,45.401792557205,743.0915789473684,67.47368421052632,45.447871026639135,745.967,67.8,-0.04607846943413563,-2.875421052631623,-0.3263157894736821
no07,533967_00280_13214_0,700,07:00,45.39092733578888,849.9873684210526,77.15789473684211,45.44992794778967,844.9465,76.8,-0.0590006120007871,5.040868421052551,0.3578947368421126
no07,533967_00280_13214_0,715,07:15,45.3844278194853,1278.6726315789474,116.05263157894736,45.4251700832634,1279.1385,116.2,-0.04074226377809964,-0.46586842105261894,-0.14736842105264714
no07,533967_00280_13214_0,730,07:30,45.40825666470229,1286.12,116.78947368421052,45.44579539261829,1290.65,117.3,-0.037538727915993775,-4.5300000000002,-0.5105263157894768
no07,533967_00280_13214_0,745,07:45,45.39310421925832,1575.2378947368422,143.0,45.42309817551206,1602.838,145.6,-0.02999395625374035,-27.60010526315773,-2.5999999999999943
no07,533967_00280_13214_0,800,08:00,45.388722792255145,1465.8326315789473,133.05263157894737,45.43135580274476,1447.3735,131.5,-0.04263301048961665,18.459131578947336,1.55263157894737
no07,533967_00280_13214_0,815,08:15,45.44080524893518,1421.2636842105262,129.1578947368421,45.44167033074731,1406.321,127.8,-0.0008650818121296311,14.942684210526295,1.3578947368421126
no07,533967_00280_13214_0,830,08:30,45.40392231779163,1456.0763157894737,132.21052631578948,45.433416460355154,1474.249,133.95,-0.029494142563521564,-18.172684210526313,-1.739473684210509
no07,533967_00280_13214_0,845,08:45,45.41041792243293,1333.57,121.10526315789474,45.43960592648672,1320.5475,120.0,-0.029188004053793293,13.022500000000036,1.1052631578947398
no07,533967_00280_13214_0,900,09:00,45.39521047718705,1408.2252631578947,127.84210526315788,45.43754152222613,1409.749,128.1,-0.04233104503907725,-1.523736842105336,-0.2578947368421183
no07,533967_00280_13214_0,915,09:15,45.36487432417253,1307.0457894736842,118.57894736842104,45.42930636470429,1297.1950000000002,117.85,-0.06443204053175577,9.850789473684017,0.7289473684210463
no07,533967_00280_13214_0,930,09:30,45.38228221951823,1350.677894736842,122.57894736842104,45.44992794778967,1351.6055,122.85,-0.06764572827143667,-0.9276052631578295,-0.27105263157895365
no07,533967_00280_13214_0,945,09:45,45.41476009282343,1273.178947368421,115.63157894736842,45.43754526887633,1271.635,115.55,-0.022785176052899203,1.5439473684209588,0.08157894736842763
