scenario,link_id,slot_code,HHMM,V_base,V_scen,V_diff
no02,533967_00280_11490_0,630,06:30,52.234724456509454,52.234724456509454,0.0
no02,533967_00280_11490_0,645,06:45,52.53664043512322,52.53664043512322,0.0
no02,533967_00280_11490_0,700,07:00,52.27631852283254,52.27631852283254,0.0
no02,533967_00280_11490_0,715,07:15,52.36759490560877,52.3640467326925,-0.0035481729162682996
no02,533967_00280_11490_0,730,07:30,52.510604711046525,52.5531571775428,0.04255246649627509
no02,533967_00280_11490_0,745,07:45,52.36115628546777,52.31894333441196,-0.042212951055809356
no02,533967_00280_11490_0,800,08:00,52.29283599987849,52.19560410341175,-0.09723189646673802
no02,533967_00280_11490_0,815,08:15,52.393236998914105,52.4390798851456,0.04584288623149746
no02,533967_00280_11490_0,830,08:30,52.32080598261422,52.258078362601,-0.06272762001322008
no02,533967_00280_11490_0,845,08:45,51.565411374875126,51.87794287325251,0.3125314983773819
no02,533967_00280_11490_0,900,09:00,52.36190991837883,52.39720093911279,0.03529102073396473
no02,533967_00280_11490_0,915,09:15,52.09553942580931,52.16684982623535,0.07131040042604297
no02,533967_00280_11490_0,930,09:30,51.782901851009,51.742802844191374,-0.040099006817627014
no02,533967_00280_11490_0,945,09:45,52.33500825933256,52.23934670631125,-0.09566155302130852
no02,533967_00280_11490_0,1000,10:00,52.364238814357485,52.24094002332721,-0.12329879103027253
no02,533967_00280_11490_0,1015,10:15,52.290159819421135,52.23129057450383,-0.05886924491730383
no02,533967_00280_11490_0,1030,10:30,52.42943089455429,52.37718143648634,-0.052249458067947785
no02,533967_00280_11490_0,1045,10:45,52.33608880552534,52.29273856111087,-0.04335024441446933
no02,533967_00280_11490_0,1100,11:00,52.3221230033648,52.32224303726935,0.00012003390455106455
no02,533967_00280_11490_0,1115,11:15,52.45204585102825,52.3940257683637,-0.05802008266455516
no02,533967_00280_11490_0,1130,11:30,52.43244850213912,52.3999005905798,-0.03254791155931969
no02,533967_00280_11490_0,1145,11:45,52.45525712777421,52.41641562384494,-0.03884150392926955
no02,533967_00280_11490_0,1200,12:00,52.51731920893462,52.51063727471789,-0.006681934216736352
no02,533967_00280_11490_0,1215,12:15,52.49099061732468,52.4846817119235,-0.006308905401176901
no02,533967_00280_11490_0,1230,12:30,52.38361149008063,52.36422260836482,-0.019388881715812545
no02,533967_00280_11490_0,1245,12:45,52.45832245723436,52.47140899421603,0.013086536981667507
no02,533967_00280_11490_0,1300,13:00,52.43567412957125,52.43905622017835,0.00338209060710426
no02,533967_00280_11490_0,1315,13:15,52.28672261077579,52.25071932120724,-0.036003289568547814
no02,533967_00280_11490_0,1330,13:30,52.25828603750987,52.29016842943632,0.0318823919264517
no02,533967_00280_11490_0,1345,13:45,52.419552465721736,52.354627463266525,-0.06492500245521171
no02,533967_00280_11490_0,1400,14:00,52.36114017245494,52.2972841295064,-0.06385604294853664
no02,533967_00280_11490_0,1415,14:15,52.34205734542593,52.41622296660255,0.0741656211766184
no02,533967_00280_11490_0,1430,14:30,52.44204812629094,52.38062423795751,-0.06142388833342949
no02,533967_00280_11490_0,1445,14:45,52.32632384369613,52.35767965313863,0.031355809442501936
no02,533967_00280_11490_0,1500,15:00,52.5367380377372,52.54997949040578,0.013241452668580678
no02,533967_00280_11490_0,1515,15:15,52.33165992890842,52.2896634621644,-0.04199646674402402
no02,533967_00280_11490_0,1530,15:30,52.40647715506111,52.367249415171706,-0.0392277398894052
no02,533967_00280_11490_0,1545,15:45,52.4263080112111,52.48790977254045,0.06160176132934936
no02,533967_00280_11490_0,1600,16:00,52.40622635618346,52.40642023569924,0.0001938795157769846
no02,533967_00280_11490_0,1615,16:15,52.54660523387747,52.57280408118919,0.02619884731171851
no02,533967_00280_11490_0,1630,16:30,52.62846828929905,52.57590919114383,-0.05255909815522131
no02,533967_00280_11490_0,1645,16:45,52.51393716654015,52.48103378558775,-0.03290338095240486
