scenario,link_id,slot_code,HHMM,V_scen,TTT_scen,flow_scen,V_base,TTT_base,flow_base,V_diff,TTT_diff,flow_diff
no05,533967_00280_11490_0,630,06:30,52.21858683319713,1127.9705,139.6,52.234724456509454,1127.621,139.6,-0.016137623312324934,0.3494999999998072,0.0
no05,533967_00280_11490_0,645,06:45,52.52684557985265,940.2125,117.05,52.53664043512322,940.0355,117.05,-0.009794855270570224,0.17700000000002092,0.0
no05,533967_00280_11490_0,700,07:00,52.26658843424053,1012.7685,125.45,52.27631852283254,1012.581,125.45,-0.009730088592007746,0.1875,0.0
no05,533967_00280_11490_0,715,07:15,52.351456354659504,1091.266,135.4,52.36759490560877,1090.9245,135.4,-0.01613855094926464,0.34149999999999636,0.0
no05,533967_00280_11490_0,730,07:30,52.50409384107875,969.96,120.7,52.510604711046525,969.839,120.7,-0.0065108699677765,0.1209999999999809,0.0
no05,533967_00280_11490_0,745,07:45,52.35470928619172,1244.3365,154.4,52.36115628546777,1244.181,154.4,-0.006446999276050747,0.1554999999998472,0.0
no05,533967_00280_11490_0,800,08:00,52.29604739870025,973.815,120.7,52.29283599987849,973.8745,120.7,0.0032113988217616907,-0.059499999999957254,0.0
no05,533967_00280_11490_0,815,08:15,52.38023940297087,1148.65,142.6,52.393236998914105,1148.3635,142.6,-0.012997595943232909,0.28650000000016007,0.0
no05,533967_00280_11490_0,830,08:30,52.305181609174994,1074.587,133.2,52.32080598261422,1074.2515,133.2,-0.015624373439223405,0.33549999999991087,0.0
no05,533967_00280_11490_0,845,08:45,51.60774826577394,1301.1375,159.1,51.565411374875126,1302.2365,159.05,0.04233689089881665,-1.0989999999999327,0.04999999999998295
no05,533967_00280_11490_0,900,09:00,52.47161971223299,816.9689999999999,101.6,52.36190991837883,819.174,101.65,0.10970979385416513,-2.205000000000041,-0.05000000000001137
no05,533967_00280_11490_0,915,09:15,52.0748266563099,1067.404,131.7,52.09553942580931,1066.9435,131.7,-0.02071276949940426,0.46049999999991087,0.0
no05,533967_00280_11490_0,930,09:30,51.75858961236428,1254.5555,153.9,51.782901851009,1253.9555,153.9,-0.02431223864471832,0.599999999999909,0.0
no05,533967_00280_11490_0,945,09:45,52.322098648451934,899.128,111.5,52.33500825933256,898.9055000000001,111.5,-0.012909610880626587,0.22249999999996817,0.0
no05,533967_00280_11490_0,1000,10:00,52.35772776353621,755.083,93.7,52.364238814357485,754.9905,93.7,-0.0065110508212740115,0.09249999999997272,0.0
no05,533967_00280_11490_0,1015,10:15,52.290159819421135,735.5135,91.15,52.290159819421135,735.5135,91.15,0.0,0.0,0.0
no05,533967_00280_11490_0,1030,10:30,52.42943089455429,731.9285,90.95,52.42943089455429,731.9285,90.95,0.0,0.0,0.0
no05,533967_00280_11490_0,1045,10:45,52.33259503689586,783.672,97.2,52.33608880552534,783.6195,97.2,-0.0034937686294824744,0.052500000000009095,0.0
no05,533967_00280_11490_0,1100,11:00,52.31234429440025,854.128,105.9,52.3221230033648,853.9675,105.9,-0.009778708964553573,0.16050000000007003,0.0
no05,533967_00280_11490_0,1115,11:15,52.45204585102825,849.458,105.6,52.45204585102825,849.458,105.6,0.0,0.0,0.0
no05,533967_00280_11490_0,1130,11:30,52.43244850213912,893.6360000000001,111.05,52.43244850213912,893.6360000000001,111.05,0.0,0.0,0.0
no05,533967_00280_11490_0,1145,11:45,52.43893513566021,813.8675,101.15,52.45525712777421,813.6115,101.15,-0.016321992114001205,0.2559999999999718,0.0
no05,533967_00280_11490_0,1200,12:00,52.51731920893462,733.121,91.25,52.51731920893462,733.121,91.25,0.0,0.0,0.0
no05,533967_00280_11490_0,1215,12:15,52.48448783539412,797.454,99.2,52.49099061732468,797.3575,99.2,-0.006502781930556978,0.09649999999999181,0.0
no05,533967_00280_11490_0,1230,12:30,52.3771328521424,889.7115,110.45,52.38361149008063,889.6015,110.45,-0.006478637938229781,0.11000000000001364,0.0
no05,533967_00280_11490_0,1245,12:45,52.44531650159363,865.2385,107.55,52.45832245723436,865.025,107.55,-0.013005955640728928,0.2135000000000673,0.0
no05,533967_00280_11490_0,1300,13:00,52.42586306770892,948.465,117.85,52.43567412957125,948.2865,117.85,-0.009811061862329495,0.17849999999998545,0.0
no05,533967_00280_11490_0,1315,13:15,52.28344686489764,873.597,108.25,52.28672261077579,873.5440000000001,108.25,-0.003275745878148939,0.052999999999883585,0.0
no05,533967_00280_11490_0,1330,13:30,52.24528832159426,963.4635,119.3,52.25828603750987,963.2245,119.3,-0.012997715915609831,0.23899999999991905,0.0
no05,533967_00280_11490_0,1345,13:45,52.40985354352242,870.2695,108.1,52.419552465721736,870.106,108.1,-0.009698922199312676,0.1634999999999991,0.0
no05,533967_00280_11490_0,1400,14:00,52.35144995662766,1037.655,128.75,52.36114017245494,1037.4625,128.75,-0.009690215827276916,0.19249999999988177,0.0
no05,533967_00280_11490_0,1415,14:15,52.33888520540428,1213.275,150.5,52.34205734542593,1213.201,150.5,-0.0031721400216468965,0.07400000000006912,0.0
no05,533967_00280_11490_0,1430,14:30,52.4355129014103,778.52,96.75,52.44204812629094,778.4219999999999,96.75,-0.006535224880643398,0.09800000000007003,0.0
no05,533967_00280_11490_0,1445,14:45,52.28894059153705,926.833,114.85,52.32632384369613,926.123,114.85,-0.03738325215908134,0.7099999999999227,0.0
no05,533967_00280_11490_0,1500,15:00,52.520488750002826,677.6545,84.35,52.5367380377372,677.4404999999999,84.35,-0.016249287734375173,0.21400000000005548,0.0
no05,533967_00280_11490_0,1515,15:15,52.32514144694753,928.9115,115.2,52.33165992890842,928.7965,115.2,-0.006518481960888778,0.1150000000000091,0.0
no05,533967_00280_11490_0,1530,15:30,52.40322576409584,903.3875,112.2,52.40647715506111,903.33,112.2,-0.0032513909652678308,0.05750000000000455,0.0
no05,533967_00280_11490_0,1545,15:45,52.42304041395454,794.3929999999999,98.7,52.4263080112111,794.3435,98.7,-0.0032675972565598954,0.04949999999996635,0.0
