scenario,link_id,slot_code,HHMM,V_scen,TTT_scen,flow_scen,V_base,TTT_base,flow_base,V_diff,TTT_diff,flow_diff
no08,533967_00280_11490_0,630,06:30,52.21180748015788,1127.9478947368425,139.57894736842104,52.234724456509454,1127.621,139.6,-0.022916976351574192,0.3268947368424051,-0.02105263157895365
no08,533967_00280_11490_0,645,06:45,52.525997247980165,940.2494736842104,117.05263157894736,52.53664043512322,940.0355,117.05,-0.010643187143053012,0.21397368421048668,0.0026315789473585482
no08,533967_00280_11490_0,700,07:00,52.262335481256194,1012.6215789473684,125.42105263157896,52.27631852283254,1012.581,125.45,-0.013983041576345556,0.04057894736843082,-0.028947368421043507
no08,533967_00280_11490_0,715,07:15,52.35810326151342,1092.9836842105262,135.6315789473684,52.36759490560877,1090.9245,135.4,-0.009491644095348306,2.059184210526155,0.2315789473684049
no08,533967_00280_11490_0,730,07:30,52.53983265410676,967.4757894736842,120.47368421052632,52.510604711046525,969.839,120.7,0.029227943060234907,-2.363210526315811,-0.2263157894736878
no08,533967_00280_11490_0,745,07:45,52.341159539750805,1244.8263157894737,154.42105263157896,52.36115628546777,1244.181,154.4,-0.019996745716966302,0.6453157894736705,0.02105263157895365
no08,533967_00280_11490_0,800,08:00,52.22032034850738,976.4057894736842,120.84210526315788,52.29283599987849,973.8745,120.7,-0.07251565137111271,2.5312894736841827,0.1421052631578732
no08,533967_00280_11490_0,815,08:15,52.40962816619399,1146.1536842105263,142.3684210526316,52.393236998914105,1148.3635,142.6,0.016391167279884655,-2.2098157894736232,-0.2315789473684049
no08,533967_00280_11490_0,830,08:30,52.2435607633081,1077.1842105263158,133.3684210526316,52.32080598261422,1074.2515,133.2,-0.07724521930611417,2.932710526315759,0.1684210526316008
no08,533967_00280_11490_0,845,08:45,51.11391876166024,1316.8484210526317,159.10526315789474,51.565411374875126,1302.2365,159.05,-0.45149261321488865,14.611921052631715,0.055263157894728465
no08,533967_00280_11490_0,900,09:00,51.783727153319965,828.7521052631579,101.57894736842104,52.36190991837883,819.174,101.65,-0.5781827650588625,9.578105263157909,-0.07105263157896502
no08,533967_00280_11490_0,915,09:15,52.15721418480065,1069.5826315789473,132.21052631578948,52.09553942580931,1066.9435,131.7,0.06167475899134445,2.639131578947172,0.510526315789491
no08,533967_00280_11490_0,930,09:30,51.63513738666027,1256.935789473684,153.73684210526315,51.782901851009,1253.9555,153.9,-0.14776446434873236,2.9802894736840244,-0.16315789473685527
no08,533967_00280_11490_0,945,09:45,52.24387676196188,893.5468421052632,110.63157894736842,52.33500825933256,898.9055000000001,111.5,-0.09113149737068227,-5.3586578947368935,-0.8684210526315752
no08,533967_00280_11490_0,1000,10:00,52.23533715397903,760.9768421052632,94.21052631578948,52.364238814357485,754.9905,93.7,-0.1289016603784532,5.9863421052632475,0.5105263157894768
no08,533967_00280_11490_0,1015,10:15,52.21056006041152,735.1042105263158,90.94736842105264,52.290159819421135,735.5135,91.15,-0.0795997590096178,-0.4092894736842254,-0.2026315789473614
no08,533967_00280_11490_0,1030,10:30,52.37871504900648,731.3236842105263,90.78947368421052,52.42943089455429,731.9285,90.95,-0.05071584554780628,-0.6048157894737187,-0.1605263157894825
no08,533967_00280_11490_0,1045,10:45,52.27971203623608,787.1042105263158,97.52631578947368,52.33608880552534,783.6195,97.2,-0.05637676928926538,3.48471052631578,0.3263157894736821
no08,533967_00280_11490_0,1100,11:00,52.331110799820834,857.1836842105263,106.3157894736842,52.3221230033648,853.9675,105.9,0.008987796456032981,3.2161842105263077,0.4157894736841996
no08,533967_00280_11490_0,1115,11:15,52.38618692009707,846.1068421052631,105.05263157894736,52.45204585102825,849.458,105.6,-0.065858930931185,-3.3511578947368434,-0.5473684210526386
no08,533967_00280_11490_0,1130,11:30,52.40266406687648,896.7036842105263,111.36842105263158,52.43244850213912,893.6360000000001,111.05,-0.02978443526263419,3.0676842105261812,0.31842105263157805
no08,533967_00280_11490_0,1145,11:45,52.39600501570338,811.2068421052631,100.73684210526316,52.45525712777421,813.6115,101.15,-0.05925211207082981,-2.404657894736829,-0.41315789473684106
no08,533967_00280_11490_0,1200,12:00,52.50893587415412,737.9968421052632,91.84210526315788,52.51731920893462,733.121,91.25,-0.008383334780504015,4.875842105263246,0.592105263157876
no08,533967_00280_11490_0,1215,12:15,52.49524495220567,794.8615789473683,98.89473684210526,52.49099061732468,797.3575,99.2,0.004254334880990029,-2.4959210526316156,-0.3052631578947427
no08,533967_00280_11490_0,1230,12:30,52.34458918622035,890.4752631578947,110.47368421052632,52.38361149008063,889.6015,110.45,-0.03902230386028549,0.8737631578947003,0.0236842105263122
no08,533967_00280_11490_0,1245,12:45,52.46420337125053,867.2757894736841,107.84210526315788,52.45832245723436,865.025,107.55,0.0058809140161670825,2.250789473684108,0.2921052631578789
no08,533967_00280_11490_0,1300,13:00,52.433570208573165,946.1152631578948,117.57894736842104,52.43567412957125,948.2865,117.85,-0.002103920998081321,-2.171236842105259,-0.27105263157895365
no08,533967_00280_11490_0,1315,13:15,52.259236712381885,871.1184210526316,107.89473684210526,52.28672261077579,873.5440000000001,108.25,-0.027485898393905472,-2.4255789473685354,-0.35526315789473983
no08,533967_00280_11490_0,1330,13:30,52.2768299149412,965.9921052631578,119.6842105263158,52.25828603750987,963.2245,119.3,0.01854387743133401,2.7676052631577477,0.38421052631579755
no08,533967_00280_11490_0,1345,13:45,52.35158562658327,871.71,108.15789473684212,52.419552465721736,870.106,108.1,-0.0679668391384638,1.6040000000000418,0.057894736842129646
no08,533967_00280_11490_0,1400,14:00,52.29416213607155,1034.0094736842104,128.1578947368421,52.36114017245494,1037.4625,128.75,-0.0669780363833894,-3.453026315789657,-0.5921052631578902
no08,533967_00280_11490_0,1415,14:15,52.416473294141525,1216.3494736842106,151.10526315789474,52.34205734542593,1213.201,150.5,0.07441594871559687,3.1484736842105576,0.6052631578947398
no08,533967_00280_11490_0,1430,14:30,52.36866601125361,778.5678947368422,96.63157894736842,52.44204812629094,778.4219999999999,96.75,-0.07338211503733305,0.1458947368422514,-0.11842105263157521
no08,533967_00280_11490_0,1445,14:45,52.36156715203379,924.9547368421051,114.78947368421052,52.32632384369613,926.123,114.85,0.03524330833766243,-1.1682631578948985,-0.06052631578947398
no08,533967_00280_11490_0,1500,15:00,52.55375393427568,681.581052631579,84.89473684210526,52.5367380377372,677.4404999999999,84.35,0.017015896538481456,4.140552631579112,0.5447368421052659
no08,533967_00280_11490_0,1515,15:15,52.27982204771602,925.5563157894736,114.6842105263158,52.33165992890842,928.7965,115.2,-0.05183788119240518,-3.2401842105264222,-0.5157894736842081
no08,533967_00280_11490_0,1530,15:30,52.36831957289046,907.027894736842,112.57894736842104,52.40647715506111,903.33,112.2,-0.03815758217065479,3.6978947368419313,0.3789473684210378
