route_id,start_speed,end_speed,n_speeds,all_common_count,exists_common,observed_n_speeds_in_results_final,TTT_min_in_interval,TTT_max_in_interval,TTT_range,ttt_const_threshold,ttt_const_flag,common_flag,both_flag
313.0,30.0,50.0,9.0,0.0,0.0,9,167.9999999999999,287.9999999999994,119.99999999999949,0.0,0,0,0
313.0,32.5,32.5,1.0,2520.0,1.0,1,251.076923076923,251.076923076923,0.0,0.0,1,1,1
313.0,32.5,35.0,2.0,0.0,0.0,2,231.428571428571,251.076923076923,19.64835164835202,0.0,0,0,0
313.0,32.5,37.5,3.0,0.0,0.0,3,203.9999999999995,251.076923076923,47.07692307692352,0.0,0,0,0
313.0,32.5,40.0,4.0,0.0,0.0,4,182.9999999999998,251.076923076923,68.07692307692321,0.0,0,0,0
313.0,32.5,42.5,5.0,0.0,0.0,5,180.0,251.076923076923,71.07692307692301,0.0,0,0,0
313.0,32.5,45.0,6.0,0.0,0.0,6,179.9999999999998,251.076923076923,71.07692307692321,0.0,0,0,0
313.0,32.5,47.5,7.0,0.0,0.0,7,179.9999999999998,251.076923076923,71.07692307692321,0.0,0,0,0
313.0,32.5,50.0,8.0,0.0,0.0,8,167.9999999999999,251.076923076923,83.07692307692312,0.0,0,0,0
313.0,35.0,35.0,1.0,11385.0,1.0,1,231.428571428571,231.428571428571,0.0,0.0,1,1,1
313.0,35.0,37.5,2.0,2101.0,1.0,2,203.9999999999995,231.428571428571,27.4285714285715,0.0,0,1,0
313.0,35.0,40.0,3.0,63.0,1.0,3,182.9999999999998,231.428571428571,48.42857142857119,0.0,0,1,0
313.0,35.0,42.5,4.0,63.0,1.0,4,180.0,231.428571428571,51.42857142857099,0.0,0,1,0
313.0,35.0,45.0,5.0,63.0,1.0,5,179.9999999999998,231.428571428571,51.42857142857119,0.0,0,1,0
313.0,35.0,47.5,6.0,63.0,1.0,6,179.9999999999998,231.428571428571,51.42857142857119,0.0,0,1,0
313.0,35.0,50.0,7.0,0.0,0.0,7,167.9999999999999,231.428571428571,63.428571428571104,0.0,0,0,0
313.0,37.5,37.5,1.0,2101.0,1.0,1,203.9999999999995,203.9999999999995,0.0,0.0,1,1,1
313.0,37.5,40.0,2.0,63.0,1.0,2,182.9999999999998,203.9999999999995,20.999999999999687,0.0,0,1,0
313.0,37.5,42.5,3.0,63.0,1.0,3,180.0,203.9999999999995,23.99999999999949,0.0,0,1,0
313.0,37.5,45.0,4.0,63.0,1.0,4,179.9999999999998,203.9999999999995,23.999999999999687,0.0,0,1,0
313.0,37.5,47.5,5.0,63.0,1.0,5,179.9999999999998,203.9999999999995,23.999999999999687,0.0,0,1,0
313.0,37.5,50.0,6.0,0.0,0.0,6,167.9999999999999,203.9999999999995,35.9999999999996,0.0,0,0,0
313.0,40.0,40.0,1.0,63.0,1.0,1,182.9999999999998,182.9999999999998,0.0,0.0,1,1,1
313.0,40.0,42.5,2.0,63.0,1.0,2,180.0,182.9999999999998,2.999999999999801,0.0,0,1,0
313.0,40.0,45.0,3.0,63.0,1.0,3,179.9999999999998,182.9999999999998,3.0,0.0,0,1,0
313.0,40.0,47.5,4.0,63.0,1.0,4,179.9999999999998,182.9999999999998,3.0,0.0,0,1,0
313.0,40.0,50.0,5.0,0.0,0.0,5,167.9999999999999,182.9999999999998,14.999999999999915,0.0,0,0,0
313.0,42.5,42.5,1.0,1275.0,1.0,1,180.0,180.0,0.0,0.0,1,1,1
313.0,42.5,45.0,2.0,1275.0,1.0,2,179.9999999999998,180.0,1.9895196601282805e-13,0.0,0,1,0
313.0,42.5,47.5,3.0,1275.0,1.0,3,179.9999999999998,180.0,1.9895196601282805e-13,0.0,0,1,0
313.0,42.5,50.0,4.0,0.0,0.0,4,167.9999999999999,180.0,12.000000000000114,0.0,0,0,0
313.0,45.0,45.0,1.0,7689.0,1.0,1,179.9999999999998,179.9999999999998,0.0,0.0,1,1,1
313.0,45.0,47.5,2.0,7689.0,1.0,2,179.9999999999998,180.0,1.9895196601282805e-13,0.0,0,1,0
313.0,45.0,50.0,3.0,0.0,0.0,3,167.9999999999999,180.0,12.000000000000114,0.0,0,0,0
313.0,47.5,47.5,1.0,18675.0,1.0,1,180.0,180.0,0.0,0.0,1,1,1
313.0,47.5,50.0,2.0,0.0,0.0,2,167.9999999999999,180.0,12.000000000000114,0.0,0,0,0
313.0,50.0,50.0,1.0,451.0,1.0,1,167.9999999999999,167.9999999999999,0.0,0.0,1,1,1
314.0,20.0,20.0,1.0,3075.0,1.0,1,383.999999999999,383.999999999999,0.0,0.0,1,1,1
314.0,20.0,22.5,2.0,0.0,0.0,2,339.9999999999998,383.999999999999,43.999999999999204,0.0,0,0,0
314.0,20.0,25.0,3.0,0.0,0.0,3,300.0,383.999999999999,83.99999999999898,0.0,0,0,0
314.0,20.0,27.5,4.0,0.0,0.0,4,292.363636363636,383.999999999999,91.636363636363,0.0,0,0,0
314.0,20.0,30.0,5.0,0.0,0.0,5,275.9999999999997,383.999999999999,107.99999999999926,0.0,0,0,0
314.0,20.0,32.5,6.0,0.0,0.0,6,254.7692307692304,383.999999999999,129.23076923076857,0.0,0,0,0
314.0,20.0,35.0,7.0,0.0,0.0,7,239.9999999999999,383.999999999999,143.9999999999991,0.0,0,0,0
314.0,20.0,37.5,8.0,0.0,0.0,8,231.9999999999997,383.999999999999,151.9999999999993,0.0,0,0,0
314.0,20.0,40.0,9.0,0.0,0.0,9,212.9999999999996,383.999999999999,170.99999999999937,0.0,0,0,0
314.0,20.0,42.5,10.0,0.0,0.0,10,196.2352941176468,383.999999999999,187.7647058823522,0.0,0,0,0
314.0,20.0,45.0,11.0,0.0,0.0,11,181.333333333333,383.999999999999,202.66666666666598,0.0,0,0,0
314.0,20.0,47.5,12.0,0.0,0.0,12,179.9999999999997,383.999999999999,203.9999999999993,0.0,0,0,0
314.0,20.0,50.0,13.0,0.0,0.0,13,167.9999999999999,383.999999999999,215.9999999999991,0.0,0,0,0
314.0,22.5,22.5,1.0,17073.0,1.0,1,339.9999999999998,339.9999999999998,0.0,0.0,1,1,1
314.0,22.5,25.0,2.0,11.0,1.0,2,300.0,339.9999999999998,39.99999999999977,0.0,0,1,0
314.0,22.5,27.5,3.0,11.0,1.0,3,292.363636363636,339.9999999999998,47.6363636363638,0.0,0,1,0
314.0,22.5,30.0,4.0,0.0,0.0,4,275.9999999999997,339.9999999999998,64.00000000000006,0.0,0,0,0
314.0,22.5,32.5,5.0,0.0,0.0,5,254.7692307692304,339.9999999999998,85.23076923076937,0.0,0,0,0
314.0,22.5,35.0,6.0,0.0,0.0,6,239.9999999999999,339.9999999999998,99.99999999999989,0.0,0,0,0
314.0,22.5,37.5,7.0,0.0,0.0,7,231.9999999999997,339.9999999999998,108.00000000000009,0.0,0,0,0
314.0,22.5,40.0,8.0,0.0,0.0,8,212.9999999999996,339.9999999999998,127.00000000000017,0.0,0,0,0
314.0,22.5,42.5,9.0,0.0,0.0,9,196.2352941176468,339.9999999999998,143.76470588235298,0.0,0,0,0
314.0,22.5,45.0,10.0,0.0,0.0,10,181.333333333333,339.9999999999998,158.66666666666677,0.0,0,0,0
314.0,22.5,47.5,11.0,0.0,0.0,11,179.9999999999997,339.9999999999998,160.00000000000009,0.0,0,0,0
314.0,22.5,50.0,12.0,0.0,0.0,12,167.9999999999999,339.9999999999998,171.9999999999999,0.0,0,0,0
314.0,25.0,25.0,1.0,11.0,1.0,1,300.0,300.0,0.0,0.0,1,1,1
314.0,25.0,27.5,2.0,11.0,1.0,2,292.363636363636,300.0,7.636363636364024,0.0,0,1,0
314.0,25.0,30.0,3.0,0.0,0.0,3,275.9999999999997,300.0,24.000000000000284,0.0,0,0,0
314.0,25.0,32.5,4.0,0.0,0.0,4,254.7692307692304,300.0,45.230769230769596,0.0,0,0,0
314.0,25.0,35.0,5.0,0.0,0.0,5,239.9999999999999,300.0,60.000000000000114,0.0,0,0,0
314.0,25.0,37.5,6.0,0.0,0.0,6,231.9999999999997,300.0,68.00000000000031,0.0,0,0,0
314.0,25.0,40.0,7.0,0.0,0.0,7,212.9999999999996,300.0,87.0000000000004,0.0,0,0,0
314.0,25.0,42.5,8.0,0.0,0.0,8,196.2352941176468,300.0,103.76470588235321,0.0,0,0,0
314.0,25.0,45.0,9.0,0.0,0.0,9,181.333333333333,300.0,118.666666666667,0.0,0,0,0
314.0,25.0,47.5,10.0,0.0,0.0,10,179.9999999999997,300.0,120.00000000000031,0.0,0,0,0
314.0,25.0,50.0,11.0,0.0,0.0,11,167.9999999999999,300.0,132.0000000000001,0.0,0,0,0
314.0,27.5,27.5,1.0,10519.0,1.0,1,292.363636363636,292.363636363636,0.0,0.0,1,1,1
314.0,27.5,30.0,2.0,0.0,0.0,2,275.9999999999997,292.363636363636,16.36363636363626,0.0,0,0,0
314.0,27.5,32.5,3.0,0.0,0.0,3,254.7692307692304,292.363636363636,37.59440559440557,0.0,0,0,0
314.0,27.5,35.0,4.0,0.0,0.0,4,239.9999999999999,292.363636363636,52.36363636363609,0.0,0,0,0
314.0,27.5,37.5,5.0,0.0,0.0,5,231.9999999999997,292.363636363636,60.36363636363629,0.0,0,0,0
314.0,27.5,40.0,6.0,0.0,0.0,6,212.9999999999996,292.363636363636,79.36363636363637,0.0,0,0,0
314.0,27.5,42.5,7.0,0.0,0.0,7,196.2352941176468,292.363636363636,96.12834224598919,0.0,0,0,0
314.0,27.5,45.0,8.0,0.0,0.0,8,181.333333333333,292.363636363636,111.03030303030297,0.0,0,0,0
314.0,27.5,47.5,9.0,0.0,0.0,9,179.9999999999997,292.363636363636,112.36363636363629,0.0,0,0,0
314.0,27.5,50.0,10.0,0.0,0.0,10,167.9999999999999,292.363636363636,124.36363636363609,0.0,0,0,0
314.0,30.0,30.0,1.0,3157.0,1.0,1,275.9999999999997,275.9999999999997,0.0,0.0,1,1,1
314.0,30.0,32.5,2.0,441.0,1.0,2,254.7692307692304,275.9999999999997,21.23076923076931,0.0,0,1,0
314.0,30.0,35.0,3.0,189.0,1.0,3,239.9999999999999,275.9999999999997,35.99999999999983,0.0,0,1,0
314.0,30.0,37.5,4.0,21.0,1.0,4,231.9999999999997,275.9999999999997,44.00000000000003,0.0,0,1,0
314.0,30.0,40.0,5.0,21.0,1.0,5,212.9999999999996,275.9999999999997,63.000000000000114,0.0,0,1,0
314.0,30.0,42.5,6.0,0.0,0.0,6,196.2352941176468,275.9999999999997,79.76470588235293,0.0,0,0,0
314.0,30.0,45.0,7.0,0.0,0.0,7,181.333333333333,275.9999999999997,94.66666666666671,0.0,0,0,0
314.0,30.0,47.5,8.0,0.0,0.0,8,179.9999999999997,275.9999999999997,96.00000000000003,0.0,0,0,0
314.0,30.0,50.0,9.0,0.0,0.0,9,167.9999999999999,275.9999999999997,107.99999999999983,0.0,0,0,0
314.0,32.5,32.5,1.0,819.0,1.0,1,254.7692307692304,254.7692307692304,0.0,0.0,1,1,1
314.0,32.5,35.0,2.0,351.0,1.0,2,239.9999999999999,254.7692307692304,14.769230769230518,0.0,0,1,0
314.0,32.5,37.5,3.0,39.0,1.0,3,231.9999999999997,254.7692307692304,22.769230769230717,0.0,0,1,0
314.0,32.5,40.0,4.0,39.0,1.0,4,212.9999999999996,254.7692307692304,41.7692307692308,0.0,0,1,0
314.0,32.5,42.5,5.0,0.0,0.0,5,196.2352941176468,254.7692307692304,58.533936651583616,0.0,0,0,0
314.0,32.5,45.0,6.0,0.0,0.0,6,181.333333333333,254.7692307692304,73.4358974358974,0.0,0,0,0
314.0,32.5,47.5,7.0,0.0,0.0,7,179.9999999999997,254.7692307692304,74.76923076923072,0.0,0,0,0
314.0,32.5,50.0,8.0,0.0,0.0,8,167.9999999999999,254.7692307692304,86.76923076923052,0.0,0,0,0
314.0,35.0,35.0,1.0,1035.0,1.0,1,239.9999999999999,239.9999999999999,0.0,0.0,1,1,1
314.0,35.0,37.5,2.0,115.0,1.0,2,231.9999999999997,239.9999999999999,8.000000000000199,0.0,0,1,0
314.0,35.0,40.0,3.0,115.0,1.0,3,212.9999999999996,239.9999999999999,27.000000000000284,0.0,0,1,0
314.0,35.0,42.5,4.0,0.0,0.0,4,196.2352941176468,239.9999999999999,43.7647058823531,0.0,0,0,0
314.0,35.0,45.0,5.0,0.0,0.0,5,181.333333333333,239.9999999999999,58.666666666666885,0.0,0,0,0
314.0,35.0,47.5,6.0,0.0,0.0,6,179.9999999999997,239.9999999999999,60.0000000000002,0.0,0,0,0
314.0,35.0,50.0,7.0,0.0,0.0,7,167.9999999999999,239.9999999999999,72.0,0.0,0,0,0
314.0,37.5,37.5,1.0,363.0,1.0,1,231.9999999999997,231.9999999999997,0.0,0.0,1,1,1
314.0,37.5,40.0,2.0,363.0,1.0,2,212.9999999999996,231.9999999999997,19.000000000000085,0.0,0,1,0
314.0,37.5,42.5,3.0,0.0,0.0,3,196.2352941176468,231.9999999999997,35.7647058823529,0.0,0,0,0
314.0,37.5,45.0,4.0,0.0,0.0,4,181.333333333333,231.9999999999997,50.666666666666686,0.0,0,0,0
314.0,37.5,47.5,5.0,0.0,0.0,5,179.9999999999997,231.9999999999997,52.0,0.0,0,0,0
314.0,37.5,50.0,6.0,0.0,0.0,6,167.9999999999999,231.9999999999997,63.9999999999998,0.0,0,0,0
314.0,40.0,40.0,1.0,6937.0,1.0,1,212.9999999999996,212.9999999999996,0.0,0.0,1,1,1
314.0,40.0,42.5,2.0,0.0,0.0,2,196.2352941176468,212.9999999999996,16.764705882352814,0.0,0,0,0
314.0,40.0,45.0,3.0,0.0,0.0,3,181.333333333333,212.9999999999996,31.6666666666666,0.0,0,0,0
314.0,40.0,47.5,4.0,0.0,0.0,4,179.9999999999997,212.9999999999996,32.999999999999915,0.0,0,0,0
314.0,40.0,50.0,5.0,0.0,0.0,5,167.9999999999999,212.9999999999996,44.999999999999716,0.0,0,0,0
314.0,42.5,42.5,1.0,9555.0,1.0,1,196.2352941176468,196.2352941176468,0.0,0.0,1,1,1
314.0,42.5,45.0,2.0,8775.0,1.0,2,181.333333333333,196.2352941176468,14.901960784313786,0.0,0,1,0
314.0,42.5,47.5,3.0,8385.0,1.0,3,179.9999999999997,196.2352941176468,16.2352941176471,0.0,0,1,0
314.0,42.5,50.0,4.0,7995.0,1.0,4,167.9999999999999,196.2352941176468,28.2352941176469,0.0,0,1,0
314.0,45.0,45.0,1.0,21997.0,1.0,1,181.333333333333,181.333333333333,0.0,0.0,1,1,1
314.0,45.0,47.5,2.0,21025.0,1.0,2,179.9999999999997,181.333333333333,1.3333333333333144,0.0,0,1,0
314.0,45.0,50.0,3.0,20049.0,1.0,3,167.9999999999999,181.333333333333,13.333333333333115,0.0,0,1,0
314.0,47.5,47.5,1.0,36425.0,1.0,1,179.9999999999997,179.9999999999997,0.0,0.0,1,1,1
314.0,47.5,50.0,2.0,34779.0,1.0,2,167.9999999999999,179.9999999999997,11.999999999999801,0.0,0,1,0
314.0,50.0,50.0,1.0,96320.0,1.0,1,167.9999999999999,167.9999999999999,0.0,0.0,1,1,1
321.0,20.0,20.0,1.0,3075.0,1.0,1,323.9999999999992,323.9999999999992,0.0,0.0,1,1,1
321.0,20.0,22.5,2.0,0.0,0.0,2,293.333333333333,323.9999999999992,30.66666666666623,0.0,0,0,0
321.0,20.0,25.0,3.0,0.0,0.0,3,240.0,323.9999999999992,83.9999999999992,0.0,0,0,0
321.0,20.0,27.5,4.0,0.0,0.0,4,239.9999999999999,323.9999999999992,83.99999999999932,0.0,0,0,0
321.0,20.0,30.0,5.0,0.0,0.0,5,227.9999999999997,323.9999999999992,95.99999999999952,0.0,0,0,0
321.0,20.0,32.5,6.0,0.0,0.0,6,208.6153846153843,323.9999999999992,115.3846153846149,0.0,0,0,0
321.0,20.0,35.0,7.0,0.0,0.0,7,195.428571428571,323.9999999999992,128.5714285714282,0.0,0,0,0
321.0,20.0,37.5,8.0,0.0,0.0,8,183.9999999999995,323.9999999999992,139.99999999999972,0.0,0,0,0
321.0,20.0,40.0,9.0,0.0,0.0,9,180.0,323.9999999999992,143.9999999999992,0.0,0,0,0
321.0,20.0,42.5,10.0,0.0,0.0,10,179.9999999999998,323.9999999999992,143.9999999999994,0.0,0,0,0
321.0,20.0,45.0,11.0,0.0,0.0,11,174.6666666666665,323.9999999999992,149.33333333333272,0.0,0,0,0
321.0,20.0,47.5,12.0,0.0,0.0,12,171.1578947368414,323.9999999999992,152.8421052631578,0.0,0,0,0
321.0,20.0,50.0,13.0,0.0,0.0,13,167.9999999999995,323.9999999999992,155.99999999999972,0.0,0,0,0
321.0,22.5,22.5,1.0,22673.0,1.0,1,293.333333333333,293.333333333333,0.0,0.0,1,1,1
321.0,22.5,25.0,2.0,231.0,1.0,2,240.0,293.333333333333,53.33333333333297,0.0,0,1,0
321.0,22.5,27.5,3.0,231.0,1.0,3,239.9999999999999,293.333333333333,53.33333333333309,0.0,0,1,0
321.0,22.5,30.0,4.0,0.0,0.0,4,227.9999999999997,293.333333333333,65.33333333333329,0.0,0,0,0
321.0,22.5,32.5,5.0,0.0,0.0,5,208.6153846153843,293.333333333333,84.71794871794867,0.0,0,0,0
321.0,22.5,35.0,6.0,0.0,0.0,6,195.428571428571,293.333333333333,97.90476190476198,0.0,0,0,0
321.0,22.5,37.5,7.0,0.0,0.0,7,183.9999999999995,293.333333333333,109.33333333333348,0.0,0,0,0
321.0,22.5,40.0,8.0,0.0,0.0,8,180.0,293.333333333333,113.33333333333297,0.0,0,0,0
321.0,22.5,42.5,9.0,0.0,0.0,9,179.9999999999998,293.333333333333,113.33333333333317,0.0,0,0,0
321.0,22.5,45.0,10.0,0.0,0.0,10,174.6666666666665,293.333333333333,118.66666666666649,0.0,0,0,0
321.0,22.5,47.5,11.0,0.0,0.0,11,171.1578947368414,293.333333333333,122.17543859649157,0.0,0,0,0
321.0,22.5,50.0,12.0,0.0,0.0,12,167.9999999999995,293.333333333333,125.33333333333348,0.0,0,0,0
321.0,25.0,25.0,1.0,231.0,1.0,1,240.0,240.0,0.0,0.0,1,1,1
321.0,25.0,27.5,2.0,231.0,1.0,2,239.9999999999999,240.0,1.1368683772161603e-13,0.0,0,1,0
321.0,25.0,30.0,3.0,0.0,0.0,3,227.9999999999997,240.0,12.000000000000313,0.0,0,0,0
321.0,25.0,32.5,4.0,0.0,0.0,4,208.6153846153843,240.0,31.3846153846157,0.0,0,0,0
321.0,25.0,35.0,5.0,0.0,0.0,5,195.428571428571,240.0,44.57142857142901,0.0,0,0,0
321.0,25.0,37.5,6.0,0.0,0.0,6,183.9999999999995,240.0,56.00000000000051,0.0,0,0,0
321.0,25.0,40.0,7.0,0.0,0.0,7,180.0,240.0,60.0,0.0,0,0,0
321.0,25.0,42.5,8.0,0.0,0.0,8,179.9999999999998,240.0,60.0000000000002,0.0,0,0,0
321.0,25.0,45.0,9.0,0.0,0.0,9,174.6666666666665,240.0,65.33333333333351,0.0,0,0,0
321.0,25.0,47.5,10.0,0.0,0.0,10,171.1578947368414,240.0,68.8421052631586,0.0,0,0,0
321.0,25.0,50.0,11.0,0.0,0.0,11,167.9999999999995,240.0,72.00000000000051,0.0,0,0,0
321.0,27.5,27.5,1.0,16229.0,1.0,1,239.9999999999999,239.9999999999999,0.0,0.0,1,1,1
321.0,27.5,30.0,2.0,0.0,0.0,2,227.9999999999997,239.9999999999999,12.000000000000199,0.0,0,0,0
321.0,27.5,32.5,3.0,0.0,0.0,3,208.6153846153843,239.9999999999999,31.384615384615586,0.0,0,0,0
321.0,27.5,35.0,4.0,0.0,0.0,4,195.428571428571,239.9999999999999,44.571428571428896,0.0,0,0,0
321.0,27.5,37.5,5.0,0.0,0.0,5,183.9999999999995,239.9999999999999,56.0000000000004,0.0,0,0,0
321.0,27.5,40.0,6.0,0.0,0.0,6,180.0,239.9999999999999,59.999999999999886,0.0,0,0,0
321.0,27.5,42.5,7.0,0.0,0.0,7,179.9999999999998,239.9999999999999,60.000000000000085,0.0,0,0,0
321.0,27.5,45.0,8.0,0.0,0.0,8,174.6666666666665,239.9999999999999,65.3333333333334,0.0,0,0,0
321.0,27.5,47.5,9.0,0.0,0.0,9,171.1578947368414,239.9999999999999,68.84210526315849,0.0,0,0,0
321.0,27.5,50.0,10.0,0.0,0.0,10,167.9999999999995,239.9999999999999,72.0000000000004,0.0,0,0,0
321.0,30.0,30.0,1.0,861.0,1.0,1,227.9999999999997,227.9999999999997,0.0,0.0,1,1,1
321.0,30.0,32.5,2.0,483.0,1.0,2,208.6153846153843,227.9999999999997,19.384615384615387,0.0,0,1,0
321.0,30.0,35.0,3.0,273.0,1.0,3,195.428571428571,227.9999999999997,32.5714285714287,0.0,0,1,0
321.0,30.0,37.5,4.0,63.0,1.0,4,183.9999999999995,227.9999999999997,44.0000000000002,0.0,0,1,0
321.0,30.0,40.0,5.0,63.0,1.0,5,180.0,227.9999999999997,47.99999999999969,0.0,0,1,0
321.0,30.0,42.5,6.0,63.0,1.0,6,179.9999999999998,227.9999999999997,47.999999999999886,0.0,0,1,0
321.0,30.0,45.0,7.0,0.0,0.0,7,174.6666666666665,227.9999999999997,53.3333333333332,0.0,0,0,0
321.0,30.0,47.5,8.0,0.0,0.0,8,171.1578947368414,227.9999999999997,56.84210526315829,0.0,0,0,0
321.0,30.0,50.0,9.0,0.0,0.0,9,167.9999999999995,227.9999999999997,60.0000000000002,0.0,0,0,0
321.0,32.5,32.5,1.0,897.0,1.0,1,208.6153846153843,208.6153846153843,0.0,0.0,1,1,1
321.0,32.5,35.0,2.0,507.0,1.0,2,195.428571428571,208.6153846153843,13.18681318681331,0.0,0,1,0
321.0,32.5,37.5,3.0,117.0,1.0,3,183.9999999999995,208.6153846153843,24.615384615384812,0.0,0,1,0
321.0,32.5,40.0,4.0,117.0,1.0,4,180.0,208.6153846153843,28.6153846153843,0.0,0,1,0
321.0,32.5,42.5,5.0,117.0,1.0,5,179.9999999999998,208.6153846153843,28.6153846153845,0.0,0,1,0
321.0,32.5,45.0,6.0,0.0,0.0,6,174.6666666666665,208.6153846153843,33.948717948717814,0.0,0,0,0
321.0,32.5,47.5,7.0,0.0,0.0,7,171.1578947368414,208.6153846153843,37.4574898785429,0.0,0,0,0
321.0,32.5,50.0,8.0,0.0,0.0,8,167.9999999999995,208.6153846153843,40.61538461538481,0.0,0,0,0
321.0,35.0,35.0,1.0,2223.0,1.0,1,195.428571428571,195.428571428571,0.0,0.0,1,1,1
321.0,35.0,37.5,2.0,513.0,1.0,2,183.9999999999995,195.428571428571,11.428571428571502,0.0,0,1,0
321.0,35.0,40.0,3.0,513.0,1.0,3,180.0,195.428571428571,15.42857142857099,0.0,0,1,0
321.0,35.0,42.5,4.0,513.0,1.0,4,179.9999999999998,195.428571428571,15.428571428571189,0.0,0,1,0
321.0,35.0,45.0,5.0,0.0,0.0,5,174.6666666666665,195.428571428571,20.761904761904503,0.0,0,0,0
321.0,35.0,47.5,6.0,0.0,0.0,6,171.1578947368414,195.428571428571,24.27067669172959,0.0,0,0,0
321.0,35.0,50.0,7.0,0.0,0.0,7,167.9999999999995,195.428571428571,27.4285714285715,0.0,0,0,0
321.0,37.5,37.5,1.0,897.0,1.0,1,183.9999999999995,183.9999999999995,0.0,0.0,1,1,1
321.0,37.5,40.0,2.0,897.0,1.0,2,180.0,183.9999999999995,3.9999999999994884,0.0,0,1,0
321.0,37.5,42.5,3.0,897.0,1.0,3,179.9999999999998,183.9999999999995,3.9999999999996874,0.0,0,1,0
321.0,37.5,45.0,4.0,0.0,0.0,4,174.6666666666665,183.9999999999995,9.333333333333002,0.0,0,0,0
321.0,37.5,47.5,5.0,0.0,0.0,5,171.1578947368414,183.9999999999995,12.84210526315809,0.0,0,0,0
321.0,37.5,50.0,6.0,0.0,0.0,6,167.9999999999995,183.9999999999995,16.0,0.0,0,0,0
321.0,40.0,40.0,1.0,3755.0,1.0,1,180.0,180.0,0.0,0.0,1,1,1
321.0,40.0,42.5,2.0,3755.0,1.0,2,179.9999999999998,180.0,1.9895196601282805e-13,0.0,0,1,0
321.0,40.0,45.0,3.0,0.0,0.0,3,174.6666666666665,180.0,5.333333333333513,0.0,0,0,0
321.0,40.0,47.5,4.0,0.0,0.0,4,171.1578947368414,180.0,8.8421052631586,0.0,0,0,0
321.0,40.0,50.0,5.0,0.0,0.0,5,167.9999999999995,180.0,12.000000000000512,0.0,0,0,0
321.0,42.5,42.5,1.0,19655.0,1.0,1,179.9999999999998,179.9999999999998,0.0,0.0,1,1,1
321.0,42.5,45.0,2.0,0.0,0.0,2,174.6666666666665,179.9999999999998,5.333333333333314,0.0,0,0,0
321.0,42.5,47.5,3.0,0.0,0.0,3,171.1578947368414,179.9999999999998,8.842105263158402,0.0,0,0,0
321.0,42.5,50.0,4.0,0.0,0.0,4,167.9999999999995,179.9999999999998,12.000000000000313,0.0,0,0,0
321.0,45.0,45.0,1.0,330.0,1.0,1,174.6666666666665,174.6666666666665,0.0,0.0,1,1,1
321.0,45.0,47.5,2.0,270.0,1.0,2,171.1578947368414,174.6666666666665,3.5087719298250875,0.0,0,1,0
321.0,45.0,50.0,3.0,216.0,1.0,3,167.9999999999995,174.6666666666665,6.666666666666998,0.0,0,1,0
321.0,47.5,47.5,1.0,12323.0,1.0,1,171.1578947368414,171.1578947368414,0.0,0.0,1,1,1
321.0,47.5,50.0,2.0,11601.0,1.0,2,167.9999999999995,171.1578947368414,3.157894736841911,0.0,0,1,0
321.0,50.0,50.0,1.0,98399.0,1.0,1,167.9999999999995,167.9999999999995,0.0,0.0,1,1,1
322.0,20.0,20.0,1.0,1575.0,1.0,1,383.9999999999993,383.9999999999993,0.0,0.0,1,1,1
322.0,20.0,22.5,2.0,525.0,1.0,2,359.9999999999994,383.9999999999993,23.999999999999943,0.0,0,1,0
322.0,20.0,25.0,3.0,0.0,0.0,3,323.9999999999992,383.9999999999993,60.000000000000114,0.0,0,0,0
322.0,20.0,27.5,4.0,0.0,0.0,4,283.6363636363637,383.9999999999993,100.36363636363564,0.0,0,0,0
322.0,20.0,30.0,5.0,0.0,0.0,5,247.9999999999998,383.9999999999993,135.99999999999952,0.0,0,0,0
322.0,20.0,32.5,6.0,0.0,0.0,6,239.9999999999999,383.9999999999993,143.99999999999943,0.0,0,0,0
322.0,20.0,35.0,7.0,0.0,0.0,7,231.4285714285711,383.9999999999993,152.5714285714282,0.0,0,0,0
322.0,20.0,37.5,8.0,0.0,0.0,8,203.9999999999998,383.9999999999993,179.99999999999952,0.0,0,0,0
322.0,20.0,40.0,9.0,0.0,0.0,9,182.9999999999997,383.9999999999993,200.99999999999963,0.0,0,0,0
322.0,20.0,42.5,10.0,0.0,0.0,10,179.9999999999997,383.9999999999993,203.99999999999963,0.0,0,0,0
322.0,20.0,45.0,11.0,0.0,0.0,11,179.9999999999997,383.9999999999993,203.99999999999963,0.0,0,0,0
322.0,20.0,47.5,12.0,0.0,0.0,12,179.9999999999997,383.9999999999993,203.99999999999963,0.0,0,0,0
322.0,20.0,50.0,13.0,0.0,0.0,13,179.9999999999997,383.9999999999993,203.99999999999963,0.0,0,0,0
322.0,22.5,22.5,1.0,13525.0,1.0,1,359.9999999999994,359.9999999999994,0.0,0.0,1,1,1
322.0,22.5,25.0,2.0,0.0,0.0,2,323.9999999999992,359.9999999999994,36.00000000000017,0.0,0,0,0
322.0,22.5,27.5,3.0,0.0,0.0,3,283.6363636363637,359.9999999999994,76.36363636363569,0.0,0,0,0
322.0,22.5,30.0,4.0,0.0,0.0,4,247.9999999999998,359.9999999999994,111.99999999999957,0.0,0,0,0
322.0,22.5,32.5,5.0,0.0,0.0,5,239.9999999999999,359.9999999999994,119.99999999999949,0.0,0,0,0
322.0,22.5,35.0,6.0,0.0,0.0,6,231.4285714285711,359.9999999999994,128.57142857142827,0.0,0,0,0
