route_id,start_speed,end_speed,n_speeds,all_common_count,exists_common,observed_n_speeds_in_results_final,TTT_min_in_interval,TTT_max_in_interval,TTT_range,ttt_const_threshold,ttt_const_flag,common_flag,both_flag,interval_type
332,45,45,1,975,1,1,150.6666666666663,150.6666666666663,0,0,1,1,1,ttt_constant
332,47.5,47.5,1,2737,1,1,147.1578947368418,147.1578947368418,0,0,1,1,1,ttt_constant
332,50,50,1,4851,1,1,143.9999999999997,143.9999999999997,0,0,1,1,1,ttt_constant
333,20,20,1,23125,1,1,377.9999999999989,377.9999999999989,0,0,1,1,1,both
333,22.5,22.5,1,2541,1,1,313.3333333,313.3333333,0,0,1,1,1,both
333,25,25,1,21871,1,1,300,300,0,0,1,1,1,both
333,27.5,27.5,1,1215,1,1,293.4545454545449,293.4545454545449,0,0,1,1,1,both
333,30,30,1,1794,1,1,267.9999999999995,267.9999999999995,0,0,1,1,1,both
333,32.5,32.5,1,42,1,1,240,240,0,0,1,1,1,both
333,35,35,1,229,1,1,214.2857142857139,214.2857142857139,0,0,1,1,1,both
333,37.5,37.5,1,33,1,1,191.9999999999998,191.9999999999998,0,0,1,1,1,both
333,40,40,1,315,1,1,182.9999999999998,182.9999999999998,0,0,1,1,1,both
333,42.5,42.5,1,2175,1,1,180,180,0,0,1,1,1,both
333,45,45,1,13145,1,1,179.9999999999997,179.9999999999997,0,0,1,1,1,both
333,47.5,47.5,1,3225,1,1,170.5263157894736,170.5263157894736,0,0,1,1,1,both
333,50,50,1,341,1,1,155.9999999999999,155.9999999999999,0,0,1,1,1,both
333,20,20,1,23125,1,1,377.9999999999989,377.9999999999989,0,0,1,1,1,common_optimal
333,22.5,25,2,2471,1,2,300,313.3333333,13.333333333332973,0,0,1,0,common_optimal
333,27.5,27.5,1,1215,1,1,293.4545454545449,293.4545454545449,0,0,1,1,1,common_optimal
333,30,32.5,2,18,1,2,240,267.9999999999995,27.99999999999949,0,0,1,0,common_optimal
333,35,45,5,3,1,5,179.9999999999997,214.2857142857139,34.28571428571422,0,0,1,0,common_optimal
333,47.5,50,2,341,1,2,155.9999999999999,170.5263157894736,14.526315789473728,0,0,1,0,common_optimal
333,20,20,1,23125,1,1,377.9999999999989,377.9999999999989,0,0,1,1,1,ttt_constant
333,22.5,22.5,1,2541,1,1,313.3333333,313.3333333,0,0,1,1,1,ttt_constant
333,25,25,1,21871,1,1,300,300,0,0,1,1,1,ttt_constant
333,27.5,27.5,1,1215,1,1,293.4545454545449,293.4545454545449,0,0,1,1,1,ttt_constant
333,30,30,1,1794,1,1,267.9999999999995,267.9999999999995,0,0,1,1,1,ttt_constant
333,32.5,32.5,1,42,1,1,240,240,0,0,1,1,1,ttt_constant
333,35,35,1,229,1,1,214.2857142857139,214.2857142857139,0,0,1,1,1,ttt_constant
333,37.5,37.5,1,33,1,1,191.9999999999998,191.9999999999998,0,0,1,1,1,ttt_constant
333,40,40,1,315,1,1,182.9999999999998,182.9999999999998,0,0,1,1,1,ttt_constant
333,42.5,42.5,1,2175,1,1,180,180,0,0,1,1,1,ttt_constant
333,45,45,1,13145,1,1,179.9999999999997,179.9999999999997,0,0,1,1,1,ttt_constant
333,47.5,47.5,1,3225,1,1,170.5263157894736,170.5263157894736,0,0,1,1,1,ttt_constant
333,50,50,1,341,1,1,155.9999999999999,155.9999999999999,0,0,1,1,1,ttt_constant
334,20,20,1,23125,1,1,317.9999999999992,317.9999999999992,0,0,1,1,1,both
334,22.5,22.5,1,7371,1,1,266.6666666666661,266.6666666666661,0,0,1,1,1,both
334,25,25,1,4851,1,1,239.9999999999998,239.9999999999998,0,0,1,1,1,both
334,27.5,27.5,1,45,1,1,234.5454545,234.5454545,0,0,1,1,1,both
334,30,30,1,2821,1,1,215.9999999999996,215.9999999999996,0,0,1,1,1,both
334,32.5,32.5,1,6441,1,1,202.1538461538458,202.1538461538458,0,0,1,1,1,both
334,35,35,1,5679,1,1,190.2857142857133,190.2857142857133,0,0,1,1,1,both
334,37.5,37.5,1,899,1,1,179.9999999999999,179.9999999999999,0,0,1,1,1,both
334,40,40,1,15795,1,1,179.9999999999996,179.9999999999996,0,0,1,1,1,both
334,42.5,42.5,1,21925,1,1,178.5882352941171,178.5882352941171,0,0,1,1,1,both
334,45,45,1,74520,1,1,174.6666666666664,174.6666666666664,0,0,1,1,1,both
334,47.5,47.5,1,20535,1,1,164.8421052631576,164.8421052631576,0,0,1,1,1,both
334,50,50,1,31031,1,1,155.9999999999997,155.9999999999997,0,0,1,1,1,both
334,20,20,1,23125,1,1,317.9999999999992,317.9999999999992,0,0,1,1,1,common_optimal
334,22.5,25,2,3271,1,2,239.9999999999998,266.6666666666661,26.666666666666316,0,0,1,0,common_optimal
334,27.5,40,6,1,1,6,179.9999999999996,234.5454545,54.54545454545439,0,0,1,0,common_optimal
334,42.5,45,2,20255,1,2,174.6666666666664,178.5882352941171,3.9215686274507107,0,0,1,0,common_optimal
334,45,50,3,11935,1,3,155.9999999999997,174.6666666666664,18.666666666666714,0,0,1,0,common_optimal
334,20,20,1,23125,1,1,317.9999999999992,317.9999999999992,0,0,1,1,1,ttt_constant
334,22.5,22.5,1,7371,1,1,266.6666666666661,266.6666666666661,0,0,1,1,1,ttt_constant
334,25,25,1,4851,1,1,239.9999999999998,239.9999999999998,0,0,1,1,1,ttt_constant
334,27.5,27.5,1,45,1,1,234.5454545,234.5454545,0,0,1,1,1,ttt_constant
334,30,30,1,2821,1,1,215.9999999999996,215.9999999999996,0,0,1,1,1,ttt_constant
334,32.5,32.5,1,6441,1,1,202.1538461538458,202.1538461538458,0,0,1,1,1,ttt_constant
334,35,35,1,5679,1,1,190.2857142857133,190.2857142857133,0,0,1,1,1,ttt_constant
334,37.5,37.5,1,899,1,1,179.9999999999999,179.9999999999999,0,0,1,1,1,ttt_constant
334,40,40,1,15795,1,1,179.9999999999996,179.9999999999996,0,0,1,1,1,ttt_constant
334,42.5,42.5,1,21925,1,1,178.5882352941171,178.5882352941171,0,0,1,1,1,ttt_constant
334,45,45,1,74520,1,1,174.6666666666664,174.6666666666664,0,0,1,1,1,ttt_constant
334,47.5,47.5,1,20535,1,1,164.8421052631576,164.8421052631576,0,0,1,1,1,ttt_constant
334,50,50,1,31031,1,1,155.9999999999997,155.9999999999997,0,0,1,1,1,ttt_constant
