x1_s,x2_s,delay_s_per_veh
62.4,58.8,60.0
62.4,60.0,60.0
62.4,61.199999999999996,60.0
62.4,62.4,60.0
62.4,63.599999999999994,60.0
62.4,64.8,60.0
62.4,66.0,60.0
62.4,67.2,60.0
62.4,68.39999999999999,60.0
62.4,69.6,60.0
62.4,70.8,60.0
62.4,72.0,60.0
62.4,73.2,60.0
62.4,74.39999999999999,60.0
62.4,75.6,61.2
62.4,76.8,62.4
62.4,78.0,63.6
62.4,79.2,64.8
62.4,80.39999999999999,66.0
62.4,81.6,67.2
62.4,82.8,68.4
62.4,84.0,69.6
62.4,85.2,70.8
62.4,86.39999999999999,72.0
62.4,87.6,73.2
62.4,88.8,74.4
62.4,90.0,75.6
62.4,91.2,76.8
62.4,92.39999999999999,78.0
62.4,93.6,79.2
62.4,94.8,80.4
62.4,96.0,81.6
62.4,97.2,82.8
62.4,98.39999999999999,84.0
62.4,99.6,84.0
62.4,100.8,84.0
62.4,102.0,84.0
62.4,103.2,84.0
62.4,104.39999999999999,84.0
62.4,105.6,84.0
62.4,106.8,84.0
62.4,108.0,84.0
62.4,109.2,82.8
62.4,110.39999999999999,81.6
62.4,111.6,80.4
62.4,112.8,79.2
62.4,114.0,78.0
62.4,115.19999999999999,76.8
62.4,116.39999999999999,75.6
62.4,117.6,74.4
62.4,118.8,73.2
63.599999999999994,0.0,72.0
63.599999999999994,1.2,70.8
63.599999999999994,2.4,69.6
63.599999999999994,3.5999999999999996,68.4
63.599999999999994,4.8,67.2
63.599999999999994,6.0,66.0
63.599999999999994,7.199999999999999,64.8
63.599999999999994,8.4,63.6
63.599999999999994,9.6,62.4
63.599999999999994,10.799999999999999,61.2
63.599999999999994,12.0,60.0
63.599999999999994,13.2,60.0
63.599999999999994,14.399999999999999,60.0
63.599999999999994,15.6,60.0
63.599999999999994,16.8,60.0
63.599999999999994,18.0,60.0
63.599999999999994,19.2,60.0
63.599999999999994,20.4,60.0
63.599999999999994,21.599999999999998,60.0
63.599999999999994,22.8,60.0
63.599999999999994,24.0,60.0
63.599999999999994,25.2,60.0
63.599999999999994,26.4,60.0
63.599999999999994,27.599999999999998,60.0
63.599999999999994,28.799999999999997,60.0
63.599999999999994,30.0,60.0
63.599999999999994,31.2,60.0
63.599999999999994,32.4,60.0
63.599999999999994,33.6,60.0
63.599999999999994,34.8,60.0
63.599999999999994,36.0,60.0
63.599999999999994,37.199999999999996,60.0
63.599999999999994,38.4,60.0
63.599999999999994,39.6,60.0
63.599999999999994,40.8,60.0
63.599999999999994,42.0,60.0
63.599999999999994,43.199999999999996,60.0
63.599999999999994,44.4,60.0
63.599999999999994,45.6,60.0
63.599999999999994,46.8,60.0
63.599999999999994,48.0,60.0
63.599999999999994,49.199999999999996,60.0
63.599999999999994,50.4,60.0
63.599999999999994,51.6,60.0
63.599999999999994,52.8,60.0
63.599999999999994,54.0,60.0
63.599999999999994,55.199999999999996,60.0
63.599999999999994,56.4,60.0
63.599999999999994,57.599999999999994,60.0
63.599999999999994,58.8,60.0
63.599999999999994,60.0,60.0
63.599999999999994,61.199999999999996,60.0
63.599999999999994,62.4,60.0
63.599999999999994,63.599999999999994,60.0
63.599999999999994,64.8,60.0
63.599999999999994,66.0,60.0
63.599999999999994,67.2,60.0
63.599999999999994,68.39999999999999,60.0
63.599999999999994,69.6,60.0
63.599999999999994,70.8,60.0
63.599999999999994,72.0,60.0
63.599999999999994,73.2,60.0
63.599999999999994,74.39999999999999,60.0
63.599999999999994,75.6,60.0
63.599999999999994,76.8,61.2
63.599999999999994,78.0,62.4
63.599999999999994,79.2,63.6
63.599999999999994,80.39999999999999,64.8
63.599999999999994,81.6,66.0
63.599999999999994,82.8,67.2
63.599999999999994,84.0,68.4
63.599999999999994,85.2,69.6
63.599999999999994,86.39999999999999,70.8
63.599999999999994,87.6,72.0
63.599999999999994,88.8,73.2
63.599999999999994,90.0,74.4
63.599999999999994,91.2,75.6
63.599999999999994,92.39999999999999,76.8
63.599999999999994,93.6,78.0
63.599999999999994,94.8,79.2
63.599999999999994,96.0,80.4
63.599999999999994,97.2,81.6
63.599999999999994,98.39999999999999,82.8
63.599999999999994,99.6,84.0
63.599999999999994,100.8,84.0
63.599999999999994,102.0,84.0
63.599999999999994,103.2,84.0
63.599999999999994,104.39999999999999,84.0
63.599999999999994,105.6,84.0
63.599999999999994,106.8,84.0
63.599999999999994,108.0,84.0
63.599999999999994,109.2,82.8
63.599999999999994,110.39999999999999,81.6
63.599999999999994,111.6,80.4
63.599999999999994,112.8,79.2
63.599999999999994,114.0,78.0
63.599999999999994,115.19999999999999,76.8
63.599999999999994,116.39999999999999,75.6
63.599999999999994,117.6,74.4
63.599999999999994,118.8,73.2
64.8,0.0,72.0
64.8,1.2,70.8
64.8,2.4,69.6
64.8,3.5999999999999996,68.4
64.8,4.8,67.2
64.8,6.0,66.0
64.8,7.199999999999999,64.8
64.8,8.4,63.6
64.8,9.6,62.4
64.8,10.799999999999999,61.2
64.8,12.0,60.0
64.8,13.2,60.0
64.8,14.399999999999999,60.0
64.8,15.6,60.0
64.8,16.8,60.0
64.8,18.0,60.0
64.8,19.2,60.0
64.8,20.4,60.0
64.8,21.599999999999998,60.0
64.8,22.8,60.0
64.8,24.0,60.0
64.8,25.2,60.0
64.8,26.4,60.0
64.8,27.599999999999998,60.0
64.8,28.799999999999997,60.0
64.8,30.0,60.0
64.8,31.2,60.0
64.8,32.4,60.0
64.8,33.6,60.0
64.8,34.8,60.0
64.8,36.0,60.0
64.8,37.199999999999996,60.0
64.8,38.4,60.0
64.8,39.6,60.0
64.8,40.8,60.0
64.8,42.0,60.0
64.8,43.199999999999996,60.0
64.8,44.4,60.0
64.8,45.6,60.0
64.8,46.8,60.0
64.8,48.0,60.0
64.8,49.199999999999996,60.0
64.8,50.4,60.0
64.8,51.6,60.0
64.8,52.8,60.0
64.8,54.0,60.0
64.8,55.199999999999996,60.0
64.8,56.4,60.0
64.8,57.599999999999994,60.0
64.8,58.8,60.0
64.8,60.0,60.0
64.8,61.199999999999996,60.0
64.8,62.4,60.0
64.8,63.599999999999994,60.0
64.8,64.8,60.0
64.8,66.0,60.0
64.8,67.2,60.0
64.8,68.39999999999999,60.0
64.8,69.6,60.0
64.8,70.8,60.0
64.8,72.0,60.0
64.8,73.2,60.0
64.8,74.39999999999999,60.0
64.8,75.6,60.0
64.8,76.8,60.0
64.8,78.0,61.2
64.8,79.2,62.4
64.8,80.39999999999999,63.6
64.8,81.6,64.8
64.8,82.8,66.0
64.8,84.0,67.2
64.8,85.2,68.4
64.8,86.39999999999999,69.6
64.8,87.6,70.8
64.8,88.8,72.0
64.8,90.0,73.2
64.8,91.2,74.4
64.8,92.39999999999999,75.6
64.8,93.6,76.8
64.8,94.8,78.0
64.8,96.0,79.2
64.8,97.2,80.4
64.8,98.39999999999999,81.6
64.8,99.6,82.8
64.8,100.8,84.0
64.8,102.0,84.0
64.8,103.2,84.0
64.8,104.39999999999999,84.0
64.8,105.6,84.0
64.8,106.8,84.0
64.8,108.0,84.0
64.8,109.2,82.8
64.8,110.39999999999999,81.6
64.8,111.6,80.4
64.8,112.8,79.2
64.8,114.0,78.0
64.8,115.19999999999999,76.8
64.8,116.39999999999999,75.6
64.8,117.6,74.4
64.8,118.8,73.2
66.0,0.0,72.0
66.0,1.2,70.8
66.0,2.4,69.6
66.0,3.5999999999999996,68.4
66.0,4.8,67.2
66.0,6.0,66.0
66.0,7.199999999999999,64.8
66.0,8.4,63.6
66.0,9.6,62.4
66.0,10.799999999999999,61.2
66.0,12.0,60.0
66.0,13.2,60.0
66.0,14.399999999999999,60.0
66.0,15.6,60.0
66.0,16.8,60.0
66.0,18.0,60.0
66.0,19.2,60.0
66.0,20.4,60.0
66.0,21.599999999999998,60.0
66.0,22.8,60.0
66.0,24.0,60.0
66.0,25.2,60.0
66.0,26.4,60.0
66.0,27.599999999999998,60.0
66.0,28.799999999999997,60.0
66.0,30.0,60.0
66.0,31.2,60.0
66.0,32.4,60.0
66.0,33.6,60.0
66.0,34.8,60.0
66.0,36.0,60.0
66.0,37.199999999999996,60.0
66.0,38.4,60.0
66.0,39.6,60.0
66.0,40.8,60.0
66.0,42.0,60.0
66.0,43.199999999999996,60.0
66.0,44.4,60.0
66.0,45.6,60.0
66.0,46.8,60.0
66.0,48.0,60.0
66.0,49.199999999999996,60.0
66.0,50.4,60.0
66.0,51.6,60.0
66.0,52.8,60.0
66.0,54.0,60.0
66.0,55.199999999999996,60.0
66.0,56.4,60.0
66.0,57.599999999999994,60.0
66.0,58.8,60.0
66.0,60.0,60.0
66.0,61.199999999999996,60.0
66.0,62.4,60.0
66.0,63.599999999999994,60.0
66.0,64.8,60.0
66.0,66.0,60.0
66.0,67.2,60.0
66.0,68.39999999999999,60.0
66.0,69.6,60.0
66.0,70.8,60.0
66.0,72.0,60.0
66.0,73.2,60.0
66.0,74.39999999999999,60.0
66.0,75.6,60.0
66.0,76.8,60.0
66.0,78.0,60.0
66.0,79.2,61.2
66.0,80.39999999999999,62.4
66.0,81.6,63.6
66.0,82.8,64.8
66.0,84.0,66.0
66.0,85.2,67.2
66.0,86.39999999999999,68.4
66.0,87.6,69.6
66.0,88.8,70.8
66.0,90.0,72.0
66.0,91.2,73.2
66.0,92.39999999999999,74.4
66.0,93.6,75.6
66.0,94.8,76.8
66.0,96.0,78.0
66.0,97.2,79.2
66.0,98.39999999999999,80.4
66.0,99.6,81.6
66.0,100.8,82.8
66.0,102.0,84.0
66.0,103.2,84.0
66.0,104.39999999999999,84.0
66.0,105.6,84.0
66.0,106.8,84.0
66.0,108.0,84.0
66.0,109.2,82.8
66.0,110.39999999999999,81.6
66.0,111.6,80.4
66.0,112.8,79.2
66.0,114.0,78.0
66.0,115.19999999999999,76.8
66.0,116.39999999999999,75.6
66.0,117.6,74.4
66.0,118.8,73.2
67.2,0.0,72.0
67.2,1.2,70.8
67.2,2.4,69.6
67.2,3.5999999999999996,68.4
67.2,4.8,67.2
67.2,6.0,66.0
67.2,7.199999999999999,64.8
67.2,8.4,63.6
67.2,9.6,62.4
67.2,10.799999999999999,61.2
67.2,12.0,60.0
67.2,13.2,60.0
67.2,14.399999999999999,60.0
67.2,15.6,60.0
67.2,16.8,60.0
67.2,18.0,60.0
67.2,19.2,60.0
67.2,20.4,60.0
67.2,21.599999999999998,60.0
67.2,22.8,60.0
67.2,24.0,60.0
67.2,25.2,60.0
67.2,26.4,60.0
67.2,27.599999999999998,60.0
67.2,28.799999999999997,60.0
67.2,30.0,60.0
67.2,31.2,60.0
67.2,32.4,60.0
67.2,33.6,60.0
67.2,34.8,60.0
67.2,36.0,60.0
67.2,37.199999999999996,60.0
67.2,38.4,60.0
67.2,39.6,60.0
67.2,40.8,60.0
67.2,42.0,60.0
67.2,43.199999999999996,60.0
67.2,44.4,60.0
67.2,45.6,60.0
67.2,46.8,60.0
67.2,48.0,60.0
67.2,49.199999999999996,60.0
67.2,50.4,60.0
67.2,51.6,60.0
67.2,52.8,60.0
67.2,54.0,60.0
67.2,55.199999999999996,60.0
67.2,56.4,60.0
67.2,57.599999999999994,60.0
67.2,58.8,60.0
67.2,60.0,60.0
67.2,61.199999999999996,60.0
67.2,62.4,60.0
67.2,63.599999999999994,60.0
67.2,64.8,60.0
67.2,66.0,60.0
67.2,67.2,60.0
67.2,68.39999999999999,60.0
67.2,69.6,60.0
67.2,70.8,60.0
67.2,72.0,60.0
67.2,73.2,60.0
67.2,74.39999999999999,60.0
67.2,75.6,60.0
67.2,76.8,60.0
67.2,78.0,60.0
67.2,79.2,60.0
67.2,80.39999999999999,61.2
67.2,81.6,62.4
67.2,82.8,63.6
67.2,84.0,64.8
67.2,85.2,66.0
67.2,86.39999999999999,67.2
67.2,87.6,68.4
67.2,88.8,69.6
67.2,90.0,70.8
67.2,91.2,72.0
67.2,92.39999999999999,73.2
67.2,93.6,74.4
67.2,94.8,75.6
67.2,96.0,76.8
67.2,97.2,78.0
67.2,98.39999999999999,79.2
67.2,99.6,80.4
67.2,100.8,81.6
67.2,102.0,82.8
67.2,103.2,84.0
67.2,104.39999999999999,84.0
67.2,105.6,84.0
67.2,106.8,84.0
67.2,108.0,84.0
67.2,109.2,82.8
67.2,110.39999999999999,81.6
67.2,111.6,80.4
67.2,112.8,79.2
67.2,114.0,78.0
67.2,115.19999999999999,76.8
67.2,116.39999999999999,75.6
67.2,117.6,74.4
67.2,118.8,73.2
68.39999999999999,0.0,72.0
68.39999999999999,1.2,70.8
68.39999999999999,2.4,69.6
68.39999999999999,3.5999999999999996,68.4
68.39999999999999,4.8,67.2
68.39999999999999,6.0,66.0
68.39999999999999,7.199999999999999,64.8
68.39999999999999,8.4,63.6
68.39999999999999,9.6,62.4
68.39999999999999,10.799999999999999,61.2
68.39999999999999,12.0,60.0
68.39999999999999,13.2,60.0
68.39999999999999,14.399999999999999,60.0
68.39999999999999,15.6,60.0
68.39999999999999,16.8,60.0
68.39999999999999,18.0,60.0
68.39999999999999,19.2,60.0
68.39999999999999,20.4,60.0
68.39999999999999,21.599999999999998,60.0
68.39999999999999,22.8,60.0
68.39999999999999,24.0,60.0
68.39999999999999,25.2,60.0
68.39999999999999,26.4,60.0
68.39999999999999,27.599999999999998,60.0
68.39999999999999,28.799999999999997,60.0
68.39999999999999,30.0,60.0
68.39999999999999,31.2,60.0
68.39999999999999,32.4,60.0
68.39999999999999,33.6,60.0
68.39999999999999,34.8,60.0
68.39999999999999,36.0,60.0
68.39999999999999,37.199999999999996,60.0
68.39999999999999,38.4,60.0
68.39999999999999,39.6,60.0
68.39999999999999,40.8,60.0
68.39999999999999,42.0,60.0
68.39999999999999,43.199999999999996,60.0
68.39999999999999,44.4,60.0
68.39999999999999,45.6,60.0
68.39999999999999,46.8,60.0
68.39999999999999,48.0,60.0
68.39999999999999,49.199999999999996,60.0
68.39999999999999,50.4,60.0
68.39999999999999,51.6,60.0
68.39999999999999,52.8,60.0
68.39999999999999,54.0,60.0
68.39999999999999,55.199999999999996,60.0
68.39999999999999,56.4,60.0
68.39999999999999,57.599999999999994,60.0
68.39999999999999,58.8,60.0
68.39999999999999,60.0,60.0
68.39999999999999,61.199999999999996,60.0
68.39999999999999,62.4,60.0
68.39999999999999,63.599999999999994,60.0
68.39999999999999,64.8,60.0
68.39999999999999,66.0,60.0
68.39999999999999,67.2,60.0
68.39999999999999,68.39999999999999,60.0
68.39999999999999,69.6,60.0
68.39999999999999,70.8,60.0
68.39999999999999,72.0,60.0
68.39999999999999,73.2,60.0
68.39999999999999,74.39999999999999,60.0
68.39999999999999,75.6,60.0
68.39999999999999,76.8,60.0
68.39999999999999,78.0,60.0
68.39999999999999,79.2,60.0
68.39999999999999,80.39999999999999,60.0
68.39999999999999,81.6,61.2
68.39999999999999,82.8,62.4
68.39999999999999,84.0,63.6
68.39999999999999,85.2,64.8
68.39999999999999,86.39999999999999,66.0
68.39999999999999,87.6,67.2
68.39999999999999,88.8,68.4
68.39999999999999,90.0,69.6
68.39999999999999,91.2,70.8
68.39999999999999,92.39999999999999,72.0
68.39999999999999,93.6,73.2
68.39999999999999,94.8,74.4
68.39999999999999,96.0,75.6
68.39999999999999,97.2,76.8
68.39999999999999,98.39999999999999,78.0
68.39999999999999,99.6,79.2
68.39999999999999,100.8,80.4
68.39999999999999,102.0,81.6
68.39999999999999,103.2,82.8
68.39999999999999,104.39999999999999,84.0
68.39999999999999,105.6,84.0
68.39999999999999,106.8,84.0
68.39999999999999,108.0,84.0
68.39999999999999,109.2,82.8
68.39999999999999,110.39999999999999,81.6
68.39999999999999,111.6,80.4
68.39999999999999,112.8,79.2
68.39999999999999,114.0,78.0
68.39999999999999,115.19999999999999,76.8
68.39999999999999,116.39999999999999,75.6
68.39999999999999,117.6,74.4
68.39999999999999,118.8,73.2
69.6,0.0,72.0
69.6,1.2,70.8
69.6,2.4,69.6
69.6,3.5999999999999996,68.4
69.6,4.8,67.2
69.6,6.0,66.0
69.6,7.199999999999999,64.8
69.6,8.4,63.6
69.6,9.6,62.4
69.6,10.799999999999999,61.2
69.6,12.0,60.0
69.6,13.2,60.0
69.6,14.399999999999999,60.0
69.6,15.6,60.0
69.6,16.8,60.0
69.6,18.0,60.0
69.6,19.2,60.0
69.6,20.4,60.0
69.6,21.599999999999998,60.0
69.6,22.8,60.0
69.6,24.0,60.0
69.6,25.2,60.0
69.6,26.4,60.0
69.6,27.599999999999998,60.0
69.6,28.799999999999997,60.0
69.6,30.0,60.0
69.6,31.2,60.0
69.6,32.4,60.0
69.6,33.6,60.0
69.6,34.8,60.0
69.6,36.0,60.0
69.6,37.199999999999996,60.0
69.6,38.4,60.0
69.6,39.6,60.0
69.6,40.8,60.0
69.6,42.0,60.0
69.6,43.199999999999996,60.0
69.6,44.4,60.0
69.6,45.6,60.0
69.6,46.8,60.0
69.6,48.0,60.0
69.6,49.199999999999996,60.0
69.6,50.4,60.0
69.6,51.6,60.0
69.6,52.8,60.0
69.6,54.0,60.0
69.6,55.199999999999996,60.0
69.6,56.4,60.0
69.6,57.599999999999994,60.0
69.6,58.8,60.0
69.6,60.0,60.0
69.6,61.199999999999996,60.0
69.6,62.4,60.0
69.6,63.599999999999994,60.0
69.6,64.8,60.0
69.6,66.0,60.0
69.6,67.2,60.0
69.6,68.39999999999999,60.0
69.6,69.6,60.0
69.6,70.8,60.0
69.6,72.0,60.0
69.6,73.2,60.0
69.6,74.39999999999999,60.0
69.6,75.6,60.0
69.6,76.8,60.0
69.6,78.0,60.0
69.6,79.2,60.0
69.6,80.39999999999999,60.0
69.6,81.6,60.0
69.6,82.8,61.2
69.6,84.0,62.4
69.6,85.2,63.6
69.6,86.39999999999999,64.8
69.6,87.6,66.0
69.6,88.8,67.2
69.6,90.0,68.4
69.6,91.2,69.6
69.6,92.39999999999999,70.8
69.6,93.6,72.0
69.6,94.8,73.2
69.6,96.0,74.4
69.6,97.2,75.6
69.6,98.39999999999999,76.8
69.6,99.6,78.0
69.6,100.8,79.2
69.6,102.0,80.4
69.6,103.2,81.6
69.6,104.39999999999999,82.8
69.6,105.6,84.0
69.6,106.8,84.0
69.6,108.0,84.0
69.6,109.2,82.8
69.6,110.39999999999999,81.6
69.6,111.6,80.4
69.6,112.8,79.2
69.6,114.0,78.0
69.6,115.19999999999999,76.8
69.6,116.39999999999999,75.6
69.6,117.6,74.4
69.6,118.8,73.2
70.8,0.0,72.0
70.8,1.2,70.8
70.8,2.4,69.6
70.8,3.5999999999999996,68.4
70.8,4.8,67.2
70.8,6.0,66.0
70.8,7.199999999999999,64.8
70.8,8.4,63.6
70.8,9.6,62.4
70.8,10.799999999999999,61.2
70.8,12.0,60.0
70.8,13.2,60.0
70.8,14.399999999999999,60.0
70.8,15.6,60.0
70.8,16.8,60.0
70.8,18.0,60.0
70.8,19.2,60.0
70.8,20.4,60.0
70.8,21.599999999999998,60.0
70.8,22.8,60.0
70.8,24.0,60.0
70.8,25.2,60.0
70.8,26.4,60.0
70.8,27.599999999999998,60.0
70.8,28.799999999999997,60.0
70.8,30.0,60.0
70.8,31.2,60.0
70.8,32.4,60.0
70.8,33.6,60.0
70.8,34.8,60.0
70.8,36.0,60.0
70.8,37.199999999999996,60.0
70.8,38.4,60.0
70.8,39.6,60.0
70.8,40.8,60.0
70.8,42.0,60.0
70.8,43.199999999999996,60.0
70.8,44.4,60.0
70.8,45.6,60.0
70.8,46.8,60.0
70.8,48.0,60.0
70.8,49.199999999999996,60.0
70.8,50.4,60.0
70.8,51.6,60.0
70.8,52.8,60.0
70.8,54.0,60.0
70.8,55.199999999999996,60.0
70.8,56.4,60.0
70.8,57.599999999999994,60.0
70.8,58.8,60.0
70.8,60.0,60.0
70.8,61.199999999999996,60.0
70.8,62.4,60.0
70.8,63.599999999999994,60.0
70.8,64.8,60.0
70.8,66.0,60.0
70.8,67.2,60.0
70.8,68.39999999999999,60.0
70.8,69.6,60.0
70.8,70.8,60.0
70.8,72.0,60.0
70.8,73.2,60.0
70.8,74.39999999999999,60.0
70.8,75.6,60.0
70.8,76.8,60.0
70.8,78.0,60.0
70.8,79.2,60.0
70.8,80.39999999999999,60.0
70.8,81.6,60.0
70.8,82.8,60.0
70.8,84.0,61.2
70.8,85.2,62.4
70.8,86.39999999999999,63.6
70.8,87.6,64.8
70.8,88.8,66.0
70.8,90.0,67.2
70.8,91.2,68.4
70.8,92.39999999999999,69.6
70.8,93.6,70.8
70.8,94.8,72.0
70.8,96.0,73.2
70.8,97.2,74.4
70.8,98.39999999999999,75.6
70.8,99.6,76.8
70.8,100.8,78.0
70.8,102.0,79.2
70.8,103.2,80.4
70.8,104.39999999999999,81.6
70.8,105.6,82.8
70.8,106.8,84.0
70.8,108.0,84.0
70.8,109.2,82.8
70.8,110.39999999999999,81.6
70.8,111.6,80.4
70.8,112.8,79.2
70.8,114.0,78.0
70.8,115.19999999999999,76.8
70.8,116.39999999999999,75.6
70.8,117.6,74.4
70.8,118.8,73.2
72.0,0.0,72.0
72.0,1.2,70.8
72.0,2.4,69.6
72.0,3.5999999999999996,68.4
72.0,4.8,67.2
72.0,6.0,66.0
72.0,7.199999999999999,64.8
72.0,8.4,63.6
72.0,9.6,62.4
72.0,10.799999999999999,61.2
72.0,12.0,60.0
72.0,13.2,60.0
72.0,14.399999999999999,60.0
72.0,15.6,60.0
72.0,16.8,60.0
72.0,18.0,60.0
72.0,19.2,60.0
72.0,20.4,60.0
72.0,21.599999999999998,60.0
72.0,22.8,60.0
72.0,24.0,60.0
72.0,25.2,60.0
72.0,26.4,60.0
72.0,27.599999999999998,60.0
72.0,28.799999999999997,60.0
72.0,30.0,60.0
72.0,31.2,60.0
72.0,32.4,60.0
72.0,33.6,60.0
72.0,34.8,60.0
72.0,36.0,60.0
72.0,37.199999999999996,60.0
72.0,38.4,60.0
72.0,39.6,60.0
72.0,40.8,60.0
72.0,42.0,60.0
72.0,43.199999999999996,60.0
72.0,44.4,60.0
72.0,45.6,60.0
72.0,46.8,60.0
72.0,48.0,60.0
72.0,49.199999999999996,60.0
72.0,50.4,60.0
72.0,51.6,60.0
72.0,52.8,60.0
72.0,54.0,60.0
72.0,55.199999999999996,60.0
72.0,56.4,60.0
72.0,57.599999999999994,60.0
72.0,58.8,60.0
72.0,60.0,60.0
72.0,61.199999999999996,60.0
72.0,62.4,60.0
72.0,63.599999999999994,60.0
72.0,64.8,60.0
72.0,66.0,60.0
72.0,67.2,60.0
72.0,68.39999999999999,60.0
72.0,69.6,60.0
72.0,70.8,60.0
72.0,72.0,60.0
72.0,73.2,60.0
72.0,74.39999999999999,60.0
72.0,75.6,60.0
72.0,76.8,60.0
72.0,78.0,60.0
72.0,79.2,60.0
72.0,80.39999999999999,60.0
72.0,81.6,60.0
72.0,82.8,60.0
72.0,84.0,60.0
72.0,85.2,61.2
72.0,86.39999999999999,62.4
72.0,87.6,63.6
72.0,88.8,64.8
72.0,90.0,66.0
72.0,91.2,67.2
72.0,92.39999999999999,68.4
72.0,93.6,69.6
72.0,94.8,70.8
72.0,96.0,72.0
72.0,97.2,73.2
72.0,98.39999999999999,74.4
72.0,99.6,75.6
72.0,100.8,76.8
72.0,102.0,78.0
72.0,103.2,79.2
72.0,104.39999999999999,80.4
72.0,105.6,81.6
72.0,106.8,82.8
72.0,108.0,84.0
72.0,109.2,82.8
72.0,110.39999999999999,81.6
72.0,111.6,80.4
72.0,112.8,79.2
72.0,114.0,78.0
72.0,115.19999999999999,76.8
72.0,116.39999999999999,75.6
72.0,117.6,74.4
72.0,118.8,73.2
73.2,0.0,72.0
73.2,1.2,70.8
73.2,2.4,69.6
73.2,3.5999999999999996,68.4
73.2,4.8,67.2
73.2,6.0,66.0
73.2,7.199999999999999,64.8
73.2,8.4,63.6
73.2,9.6,62.4
73.2,10.799999999999999,61.2
73.2,12.0,60.0
73.2,13.2,60.0
73.2,14.399999999999999,60.0
73.2,15.6,60.0
73.2,16.8,60.0
73.2,18.0,60.0
73.2,19.2,60.0
73.2,20.4,60.0
73.2,21.599999999999998,60.0
73.2,22.8,60.0
73.2,24.0,60.0
73.2,25.2,60.0
73.2,26.4,60.0
73.2,27.599999999999998,60.0
73.2,28.799999999999997,60.0
73.2,30.0,60.0
73.2,31.2,60.0
73.2,32.4,60.0
73.2,33.6,60.0
73.2,34.8,60.0
73.2,36.0,60.0
73.2,37.199999999999996,60.0
73.2,38.4,60.0
73.2,39.6,60.0
73.2,40.8,60.0
73.2,42.0,60.0
73.2,43.199999999999996,60.0
73.2,44.4,60.0
73.2,45.6,60.0
73.2,46.8,60.0
73.2,48.0,60.0
73.2,49.199999999999996,60.0
73.2,50.4,60.0
73.2,51.6,60.0
73.2,52.8,60.0
73.2,54.0,60.0
73.2,55.199999999999996,60.0
73.2,56.4,60.0
73.2,57.599999999999994,60.0
73.2,58.8,60.0
73.2,60.0,60.0
73.2,61.199999999999996,60.0
73.2,62.4,60.0
73.2,63.599999999999994,60.0
73.2,64.8,60.0
73.2,66.0,60.0
73.2,67.2,60.0
73.2,68.39999999999999,60.0
73.2,69.6,60.0
73.2,70.8,60.0
73.2,72.0,60.0
73.2,73.2,60.0
73.2,74.39999999999999,60.0
73.2,75.6,60.0
73.2,76.8,60.0
73.2,78.0,60.0
73.2,79.2,60.0
73.2,80.39999999999999,60.0
73.2,81.6,60.0
73.2,82.8,60.0
73.2,84.0,60.0
73.2,85.2,60.0
73.2,86.39999999999999,61.2
73.2,87.6,62.4
73.2,88.8,63.6
73.2,90.0,64.8
73.2,91.2,66.0
73.2,92.39999999999999,67.2
73.2,93.6,68.4
73.2,94.8,69.6
73.2,96.0,70.8
73.2,97.2,72.0
73.2,98.39999999999999,73.2
73.2,99.6,74.4
73.2,100.8,75.6
73.2,102.0,76.8
73.2,103.2,78.0
73.2,104.39999999999999,79.2
73.2,105.6,80.4
73.2,106.8,81.6
73.2,108.0,82.8
73.2,109.2,82.8
73.2,110.39999999999999,81.6
73.2,111.6,80.4
73.2,112.8,79.2
73.2,114.0,78.0
73.2,115.19999999999999,76.8
73.2,116.39999999999999,75.6
73.2,117.6,74.4
73.2,118.8,73.2
74.39999999999999,0.0,72.0
74.39999999999999,1.2,70.8
74.39999999999999,2.4,69.6
74.39999999999999,3.5999999999999996,68.4
74.39999999999999,4.8,67.2
74.39999999999999,6.0,66.0
74.39999999999999,7.199999999999999,64.8
74.39999999999999,8.4,63.6
74.39999999999999,9.6,62.4
74.39999999999999,10.799999999999999,61.2
74.39999999999999,12.0,60.0
74.39999999999999,13.2,60.0
74.39999999999999,14.399999999999999,60.0
74.39999999999999,15.6,60.0
74.39999999999999,16.8,60.0
74.39999999999999,18.0,60.0
74.39999999999999,19.2,60.0
74.39999999999999,20.4,60.0
74.39999999999999,21.599999999999998,60.0
74.39999999999999,22.8,60.0
74.39999999999999,24.0,60.0
74.39999999999999,25.2,60.0
74.39999999999999,26.4,60.0
74.39999999999999,27.599999999999998,60.0
74.39999999999999,28.799999999999997,60.0
74.39999999999999,30.0,60.0
74.39999999999999,31.2,60.0
74.39999999999999,32.4,60.0
74.39999999999999,33.6,60.0
74.39999999999999,34.8,60.0
74.39999999999999,36.0,60.0
74.39999999999999,37.199999999999996,60.0
74.39999999999999,38.4,60.0
74.39999999999999,39.6,60.0
74.39999999999999,40.8,60.0
74.39999999999999,42.0,60.0
74.39999999999999,43.199999999999996,60.0
74.39999999999999,44.4,60.0
74.39999999999999,45.6,60.0
74.39999999999999,46.8,60.0
74.39999999999999,48.0,60.0
74.39999999999999,49.199999999999996,60.0
74.39999999999999,50.4,60.0
74.39999999999999,51.6,60.0
74.39999999999999,52.8,60.0
74.39999999999999,54.0,60.0
74.39999999999999,55.199999999999996,60.0
74.39999999999999,56.4,60.0
74.39999999999999,57.599999999999994,60.0
