x1_s,x2_s,delay_s_per_veh
27.599999999999998,64.8,75.6
27.599999999999998,66.0,75.6
27.599999999999998,67.2,76.8
27.599999999999998,68.39999999999999,78.0
27.599999999999998,69.6,79.2
27.599999999999998,70.8,80.4
27.599999999999998,72.0,81.6
27.599999999999998,73.2,81.6
27.599999999999998,74.39999999999999,81.6
27.599999999999998,75.6,81.6
27.599999999999998,76.8,81.6
27.599999999999998,78.0,81.6
27.599999999999998,79.2,81.6
27.599999999999998,80.39999999999999,81.6
27.599999999999998,81.6,81.6
27.599999999999998,82.8,81.6
27.599999999999998,84.0,81.6
27.599999999999998,85.2,81.6
27.599999999999998,86.39999999999999,81.6
27.599999999999998,87.6,81.6
27.599999999999998,88.8,81.6
27.599999999999998,90.0,81.6
27.599999999999998,91.2,81.6
27.599999999999998,92.39999999999999,81.6
27.599999999999998,93.6,81.6
27.599999999999998,94.8,81.6
27.599999999999998,96.0,81.6
27.599999999999998,97.2,81.6
27.599999999999998,98.39999999999999,81.6
27.599999999999998,99.6,81.6
27.599999999999998,100.8,81.6
27.599999999999998,102.0,81.6
27.599999999999998,103.2,80.4
27.599999999999998,104.39999999999999,79.2
27.599999999999998,105.6,78.0
27.599999999999998,106.8,76.8
27.599999999999998,108.0,75.6
27.599999999999998,109.2,75.6
27.599999999999998,110.39999999999999,75.6
27.599999999999998,111.6,75.6
27.599999999999998,112.8,75.6
27.599999999999998,114.0,75.6
27.599999999999998,115.19999999999999,75.6
27.599999999999998,116.39999999999999,75.6
27.599999999999998,117.6,75.6
27.599999999999998,118.8,75.6
28.799999999999997,0.0,76.8
28.799999999999997,1.2,76.8
28.799999999999997,2.4,76.8
28.799999999999997,3.5999999999999996,76.8
28.799999999999997,4.8,76.8
28.799999999999997,6.0,76.8
28.799999999999997,7.199999999999999,76.8
28.799999999999997,8.4,76.8
28.799999999999997,9.6,76.8
28.799999999999997,10.799999999999999,76.8
28.799999999999997,12.0,76.8
28.799999999999997,13.2,76.8
28.799999999999997,14.399999999999999,76.8
28.799999999999997,15.6,76.8
28.799999999999997,16.8,76.8
28.799999999999997,18.0,76.8
28.799999999999997,19.2,76.8
28.799999999999997,20.4,76.8
28.799999999999997,21.599999999999998,76.8
28.799999999999997,22.8,76.8
28.799999999999997,24.0,76.8
28.799999999999997,25.2,76.8
28.799999999999997,26.4,76.8
28.799999999999997,27.599999999999998,76.8
28.799999999999997,28.799999999999997,76.8
28.799999999999997,30.0,76.8
28.799999999999997,31.2,76.8
28.799999999999997,32.4,76.8
28.799999999999997,33.6,76.8
28.799999999999997,34.8,76.8
28.799999999999997,36.0,76.8
28.799999999999997,37.199999999999996,76.8
28.799999999999997,38.4,76.8
28.799999999999997,39.6,76.8
28.799999999999997,40.8,76.8
28.799999999999997,42.0,76.8
28.799999999999997,43.199999999999996,76.8
28.799999999999997,44.4,76.8
28.799999999999997,45.6,76.8
28.799999999999997,46.8,76.8
28.799999999999997,48.0,76.8
28.799999999999997,49.199999999999996,76.8
28.799999999999997,50.4,76.8
28.799999999999997,51.6,76.8
28.799999999999997,52.8,76.8
28.799999999999997,54.0,76.8
28.799999999999997,55.199999999999996,76.8
28.799999999999997,56.4,76.8
28.799999999999997,57.599999999999994,76.8
28.799999999999997,58.8,76.8
28.799999999999997,60.0,76.8
28.799999999999997,61.199999999999996,76.8
28.799999999999997,62.4,76.8
28.799999999999997,63.599999999999994,76.8
28.799999999999997,64.8,76.8
28.799999999999997,66.0,76.8
28.799999999999997,67.2,78.0
28.799999999999997,68.39999999999999,79.2
28.799999999999997,69.6,80.4
28.799999999999997,70.8,81.6
28.799999999999997,72.0,82.8
28.799999999999997,73.2,82.8
28.799999999999997,74.39999999999999,82.8
28.799999999999997,75.6,82.8
28.799999999999997,76.8,82.8
28.799999999999997,78.0,82.8
28.799999999999997,79.2,82.8
28.799999999999997,80.39999999999999,82.8
28.799999999999997,81.6,82.8
28.799999999999997,82.8,82.8
28.799999999999997,84.0,82.8
28.799999999999997,85.2,82.8
28.799999999999997,86.39999999999999,82.8
28.799999999999997,87.6,82.8
28.799999999999997,88.8,82.8
28.799999999999997,90.0,82.8
28.799999999999997,91.2,82.8
28.799999999999997,92.39999999999999,82.8
28.799999999999997,93.6,82.8
28.799999999999997,94.8,82.8
28.799999999999997,96.0,82.8
28.799999999999997,97.2,82.8
28.799999999999997,98.39999999999999,82.8
28.799999999999997,99.6,82.8
28.799999999999997,100.8,82.8
28.799999999999997,102.0,82.8
28.799999999999997,103.2,81.6
28.799999999999997,104.39999999999999,80.4
28.799999999999997,105.6,79.2
28.799999999999997,106.8,78.0
28.799999999999997,108.0,76.8
28.799999999999997,109.2,76.8
28.799999999999997,110.39999999999999,76.8
28.799999999999997,111.6,76.8
28.799999999999997,112.8,76.8
28.799999999999997,114.0,76.8
28.799999999999997,115.19999999999999,76.8
28.799999999999997,116.39999999999999,76.8
28.799999999999997,117.6,76.8
28.799999999999997,118.8,76.8
30.0,0.0,78.0
30.0,1.2,78.0
30.0,2.4,78.0
30.0,3.5999999999999996,78.0
30.0,4.8,78.0
30.0,6.0,78.0
30.0,7.199999999999999,78.0
30.0,8.4,78.0
30.0,9.6,78.0
30.0,10.799999999999999,78.0
30.0,12.0,78.0
30.0,13.2,78.0
30.0,14.399999999999999,78.0
30.0,15.6,78.0
30.0,16.8,78.0
30.0,18.0,78.0
30.0,19.2,78.0
30.0,20.4,78.0
30.0,21.599999999999998,78.0
30.0,22.8,78.0
30.0,24.0,78.0
30.0,25.2,78.0
30.0,26.4,78.0
30.0,27.599999999999998,78.0
30.0,28.799999999999997,78.0
30.0,30.0,78.0
30.0,31.2,78.0
30.0,32.4,78.0
30.0,33.6,78.0
30.0,34.8,78.0
30.0,36.0,78.0
30.0,37.199999999999996,78.0
30.0,38.4,78.0
30.0,39.6,78.0
30.0,40.8,78.0
30.0,42.0,78.0
30.0,43.199999999999996,78.0
30.0,44.4,78.0
30.0,45.6,78.0
30.0,46.8,78.0
30.0,48.0,78.0
30.0,49.199999999999996,78.0
30.0,50.4,78.0
30.0,51.6,78.0
30.0,52.8,78.0
30.0,54.0,78.0
30.0,55.199999999999996,78.0
30.0,56.4,78.0
30.0,57.599999999999994,78.0
30.0,58.8,78.0
30.0,60.0,78.0
30.0,61.199999999999996,78.0
30.0,62.4,78.0
30.0,63.599999999999994,78.0
30.0,64.8,78.0
30.0,66.0,78.0
30.0,67.2,79.2
30.0,68.39999999999999,80.4
30.0,69.6,81.6
30.0,70.8,82.8
30.0,72.0,84.0
30.0,73.2,84.0
30.0,74.39999999999999,84.0
30.0,75.6,84.0
30.0,76.8,84.0
30.0,78.0,84.0
30.0,79.2,84.0
30.0,80.39999999999999,84.0
30.0,81.6,84.0
30.0,82.8,84.0
30.0,84.0,84.0
30.0,85.2,84.0
30.0,86.39999999999999,84.0
30.0,87.6,84.0
30.0,88.8,84.0
30.0,90.0,84.0
30.0,91.2,84.0
30.0,92.39999999999999,84.0
30.0,93.6,84.0
30.0,94.8,84.0
30.0,96.0,84.0
30.0,97.2,84.0
30.0,98.39999999999999,84.0
30.0,99.6,84.0
30.0,100.8,84.0
30.0,102.0,84.0
30.0,103.2,82.8
30.0,104.39999999999999,81.6
30.0,105.6,80.4
30.0,106.8,79.2
30.0,108.0,78.0
30.0,109.2,78.0
30.0,110.39999999999999,78.0
30.0,111.6,78.0
30.0,112.8,78.0
30.0,114.0,78.0
30.0,115.19999999999999,78.0
30.0,116.39999999999999,78.0
30.0,117.6,78.0
30.0,118.8,78.0
31.2,0.0,79.2
31.2,1.2,79.2
31.2,2.4,79.2
31.2,3.5999999999999996,79.2
31.2,4.8,79.2
31.2,6.0,79.2
31.2,7.199999999999999,79.2
31.2,8.4,79.2
31.2,9.6,79.2
31.2,10.799999999999999,79.2
31.2,12.0,79.2
31.2,13.2,79.2
31.2,14.399999999999999,79.2
31.2,15.6,79.2
31.2,16.8,79.2
31.2,18.0,79.2
31.2,19.2,79.2
31.2,20.4,79.2
31.2,21.599999999999998,79.2
31.2,22.8,79.2
31.2,24.0,79.2
31.2,25.2,79.2
31.2,26.4,79.2
31.2,27.599999999999998,79.2
31.2,28.799999999999997,79.2
31.2,30.0,79.2
31.2,31.2,79.2
31.2,32.4,79.2
31.2,33.6,79.2
31.2,34.8,79.2
31.2,36.0,79.2
31.2,37.199999999999996,79.2
31.2,38.4,79.2
31.2,39.6,79.2
31.2,40.8,79.2
31.2,42.0,79.2
31.2,43.199999999999996,79.2
31.2,44.4,79.2
31.2,45.6,79.2
31.2,46.8,79.2
31.2,48.0,79.2
31.2,49.199999999999996,79.2
31.2,50.4,79.2
31.2,51.6,79.2
31.2,52.8,79.2
31.2,54.0,79.2
31.2,55.199999999999996,79.2
31.2,56.4,79.2
31.2,57.599999999999994,79.2
31.2,58.8,79.2
31.2,60.0,79.2
31.2,61.199999999999996,79.2
31.2,62.4,79.2
31.2,63.599999999999994,79.2
31.2,64.8,79.2
31.2,66.0,79.2
31.2,67.2,79.2
31.2,68.39999999999999,80.4
31.2,69.6,81.6
31.2,70.8,82.8
31.2,72.0,84.0
31.2,73.2,84.0
31.2,74.39999999999999,84.0
31.2,75.6,84.0
31.2,76.8,84.0
31.2,78.0,84.0
31.2,79.2,84.0
31.2,80.39999999999999,84.0
31.2,81.6,84.0
31.2,82.8,84.0
31.2,84.0,84.0
31.2,85.2,84.0
31.2,86.39999999999999,84.0
31.2,87.6,84.0
31.2,88.8,84.0
31.2,90.0,84.0
31.2,91.2,84.0
31.2,92.39999999999999,84.0
31.2,93.6,84.0
31.2,94.8,84.0
31.2,96.0,84.0
31.2,97.2,84.0
31.2,98.39999999999999,84.0
31.2,99.6,84.0
31.2,100.8,84.0
31.2,102.0,84.0
31.2,103.2,84.0
31.2,104.39999999999999,82.8
31.2,105.6,81.6
31.2,106.8,80.4
31.2,108.0,79.2
31.2,109.2,79.2
31.2,110.39999999999999,79.2
31.2,111.6,79.2
31.2,112.8,79.2
31.2,114.0,79.2
31.2,115.19999999999999,79.2
31.2,116.39999999999999,79.2
31.2,117.6,79.2
31.2,118.8,79.2
32.4,0.0,80.4
32.4,1.2,80.4
32.4,2.4,80.4
32.4,3.5999999999999996,80.4
32.4,4.8,80.4
32.4,6.0,80.4
32.4,7.199999999999999,80.4
32.4,8.4,80.4
32.4,9.6,80.4
32.4,10.799999999999999,80.4
32.4,12.0,80.4
32.4,13.2,80.4
32.4,14.399999999999999,80.4
32.4,15.6,80.4
32.4,16.8,80.4
32.4,18.0,80.4
32.4,19.2,80.4
32.4,20.4,80.4
32.4,21.599999999999998,80.4
32.4,22.8,80.4
32.4,24.0,80.4
32.4,25.2,80.4
32.4,26.4,80.4
32.4,27.599999999999998,80.4
32.4,28.799999999999997,80.4
32.4,30.0,80.4
32.4,31.2,80.4
32.4,32.4,80.4
32.4,33.6,80.4
32.4,34.8,80.4
32.4,36.0,80.4
32.4,37.199999999999996,80.4
32.4,38.4,80.4
32.4,39.6,80.4
32.4,40.8,80.4
32.4,42.0,80.4
32.4,43.199999999999996,80.4
32.4,44.4,80.4
32.4,45.6,80.4
32.4,46.8,80.4
32.4,48.0,80.4
32.4,49.199999999999996,80.4
32.4,50.4,80.4
32.4,51.6,80.4
32.4,52.8,80.4
32.4,54.0,80.4
32.4,55.199999999999996,80.4
32.4,56.4,80.4
32.4,57.599999999999994,80.4
32.4,58.8,80.4
32.4,60.0,80.4
32.4,61.199999999999996,80.4
32.4,62.4,80.4
32.4,63.599999999999994,80.4
32.4,64.8,80.4
32.4,66.0,80.4
32.4,67.2,80.4
32.4,68.39999999999999,80.4
32.4,69.6,81.6
32.4,70.8,82.8
32.4,72.0,84.0
32.4,73.2,84.0
32.4,74.39999999999999,84.0
32.4,75.6,84.0
32.4,76.8,84.0
32.4,78.0,84.0
32.4,79.2,84.0
32.4,80.39999999999999,84.0
32.4,81.6,84.0
32.4,82.8,84.0
32.4,84.0,84.0
32.4,85.2,84.0
32.4,86.39999999999999,84.0
32.4,87.6,84.0
32.4,88.8,84.0
32.4,90.0,84.0
32.4,91.2,84.0
32.4,92.39999999999999,84.0
32.4,93.6,84.0
32.4,94.8,84.0
32.4,96.0,84.0
32.4,97.2,84.0
32.4,98.39999999999999,84.0
32.4,99.6,84.0
32.4,100.8,84.0
32.4,102.0,84.0
32.4,103.2,84.0
32.4,104.39999999999999,84.0
32.4,105.6,82.8
32.4,106.8,81.6
32.4,108.0,80.4
32.4,109.2,80.4
32.4,110.39999999999999,80.4
32.4,111.6,80.4
32.4,112.8,80.4
32.4,114.0,80.4
32.4,115.19999999999999,80.4
32.4,116.39999999999999,80.4
32.4,117.6,80.4
32.4,118.8,80.4
33.6,0.0,81.6
33.6,1.2,81.6
33.6,2.4,81.6
33.6,3.5999999999999996,81.6
33.6,4.8,81.6
33.6,6.0,81.6
33.6,7.199999999999999,81.6
33.6,8.4,81.6
33.6,9.6,81.6
33.6,10.799999999999999,81.6
33.6,12.0,81.6
33.6,13.2,81.6
33.6,14.399999999999999,81.6
33.6,15.6,81.6
33.6,16.8,81.6
33.6,18.0,81.6
33.6,19.2,81.6
33.6,20.4,81.6
33.6,21.599999999999998,81.6
33.6,22.8,81.6
33.6,24.0,81.6
33.6,25.2,81.6
33.6,26.4,81.6
33.6,27.599999999999998,81.6
33.6,28.799999999999997,81.6
33.6,30.0,81.6
33.6,31.2,81.6
33.6,32.4,81.6
33.6,33.6,81.6
33.6,34.8,81.6
33.6,36.0,81.6
33.6,37.199999999999996,81.6
33.6,38.4,81.6
33.6,39.6,81.6
33.6,40.8,81.6
33.6,42.0,81.6
33.6,43.199999999999996,81.6
33.6,44.4,81.6
33.6,45.6,81.6
33.6,46.8,81.6
33.6,48.0,81.6
33.6,49.199999999999996,81.6
33.6,50.4,81.6
33.6,51.6,81.6
33.6,52.8,81.6
33.6,54.0,81.6
33.6,55.199999999999996,81.6
33.6,56.4,81.6
33.6,57.599999999999994,81.6
33.6,58.8,81.6
33.6,60.0,81.6
33.6,61.199999999999996,81.6
33.6,62.4,81.6
33.6,63.599999999999994,81.6
33.6,64.8,81.6
33.6,66.0,81.6
33.6,67.2,81.6
33.6,68.39999999999999,81.6
33.6,69.6,81.6
33.6,70.8,82.8
33.6,72.0,84.0
33.6,73.2,84.0
33.6,74.39999999999999,84.0
33.6,75.6,84.0
33.6,76.8,84.0
33.6,78.0,84.0
33.6,79.2,84.0
33.6,80.39999999999999,84.0
33.6,81.6,84.0
33.6,82.8,84.0
33.6,84.0,84.0
33.6,85.2,84.0
33.6,86.39999999999999,84.0
33.6,87.6,84.0
33.6,88.8,84.0
33.6,90.0,84.0
33.6,91.2,84.0
33.6,92.39999999999999,84.0
33.6,93.6,84.0
33.6,94.8,84.0
33.6,96.0,84.0
33.6,97.2,84.0
33.6,98.39999999999999,84.0
33.6,99.6,84.0
33.6,100.8,84.0
33.6,102.0,84.0
33.6,103.2,84.0
33.6,104.39999999999999,84.0
33.6,105.6,84.0
33.6,106.8,82.8
33.6,108.0,81.6
33.6,109.2,81.6
33.6,110.39999999999999,81.6
33.6,111.6,81.6
33.6,112.8,81.6
33.6,114.0,81.6
33.6,115.19999999999999,81.6
33.6,116.39999999999999,81.6
33.6,117.6,81.6
33.6,118.8,81.6
34.8,0.0,82.8
34.8,1.2,82.8
34.8,2.4,82.8
34.8,3.5999999999999996,82.8
34.8,4.8,82.8
34.8,6.0,82.8
34.8,7.199999999999999,82.8
34.8,8.4,82.8
34.8,9.6,82.8
34.8,10.799999999999999,82.8
34.8,12.0,82.8
34.8,13.2,82.8
34.8,14.399999999999999,82.8
34.8,15.6,82.8
34.8,16.8,82.8
34.8,18.0,82.8
34.8,19.2,82.8
34.8,20.4,82.8
34.8,21.599999999999998,82.8
34.8,22.8,82.8
34.8,24.0,82.8
34.8,25.2,82.8
34.8,26.4,82.8
34.8,27.599999999999998,82.8
34.8,28.799999999999997,82.8
34.8,30.0,82.8
34.8,31.2,82.8
34.8,32.4,82.8
34.8,33.6,82.8
34.8,34.8,82.8
34.8,36.0,82.8
34.8,37.199999999999996,82.8
34.8,38.4,82.8
34.8,39.6,82.8
34.8,40.8,82.8
34.8,42.0,82.8
34.8,43.199999999999996,82.8
34.8,44.4,82.8
34.8,45.6,82.8
34.8,46.8,82.8
34.8,48.0,82.8
34.8,49.199999999999996,82.8
34.8,50.4,82.8
34.8,51.6,82.8
34.8,52.8,82.8
34.8,54.0,82.8
34.8,55.199999999999996,82.8
34.8,56.4,82.8
34.8,57.599999999999994,82.8
34.8,58.8,82.8
34.8,60.0,82.8
34.8,61.199999999999996,82.8
34.8,62.4,82.8
34.8,63.599999999999994,82.8
34.8,64.8,82.8
34.8,66.0,82.8
34.8,67.2,82.8
34.8,68.39999999999999,82.8
34.8,69.6,82.8
34.8,70.8,82.8
34.8,72.0,84.0
34.8,73.2,84.0
34.8,74.39999999999999,84.0
34.8,75.6,84.0
34.8,76.8,84.0
34.8,78.0,84.0
34.8,79.2,84.0
34.8,80.39999999999999,84.0
34.8,81.6,84.0
34.8,82.8,84.0
34.8,84.0,84.0
34.8,85.2,84.0
34.8,86.39999999999999,84.0
34.8,87.6,84.0
34.8,88.8,84.0
34.8,90.0,84.0
34.8,91.2,84.0
34.8,92.39999999999999,84.0
34.8,93.6,84.0
34.8,94.8,84.0
34.8,96.0,84.0
34.8,97.2,84.0
34.8,98.39999999999999,84.0
34.8,99.6,84.0
34.8,100.8,84.0
34.8,102.0,84.0
34.8,103.2,84.0
34.8,104.39999999999999,84.0
34.8,105.6,84.0
34.8,106.8,84.0
34.8,108.0,82.8
34.8,109.2,82.8
34.8,110.39999999999999,82.8
34.8,111.6,82.8
34.8,112.8,82.8
34.8,114.0,82.8
34.8,115.19999999999999,82.8
34.8,116.39999999999999,82.8
34.8,117.6,82.8
34.8,118.8,82.8
36.0,0.0,84.0
36.0,1.2,84.0
36.0,2.4,84.0
36.0,3.5999999999999996,84.0
36.0,4.8,84.0
36.0,6.0,84.0
36.0,7.199999999999999,84.0
36.0,8.4,84.0
36.0,9.6,84.0
36.0,10.799999999999999,84.0
36.0,12.0,84.0
36.0,13.2,84.0
36.0,14.399999999999999,84.0
36.0,15.6,84.0
36.0,16.8,84.0
36.0,18.0,84.0
36.0,19.2,84.0
36.0,20.4,84.0
36.0,21.599999999999998,84.0
36.0,22.8,84.0
36.0,24.0,84.0
36.0,25.2,84.0
36.0,26.4,84.0
36.0,27.599999999999998,84.0
36.0,28.799999999999997,84.0
36.0,30.0,84.0
36.0,31.2,84.0
36.0,32.4,84.0
36.0,33.6,84.0
36.0,34.8,84.0
36.0,36.0,84.0
36.0,37.199999999999996,84.0
36.0,38.4,84.0
36.0,39.6,84.0
36.0,40.8,84.0
36.0,42.0,84.0
36.0,43.199999999999996,84.0
36.0,44.4,84.0
36.0,45.6,84.0
36.0,46.8,84.0
36.0,48.0,84.0
36.0,49.199999999999996,84.0
36.0,50.4,84.0
36.0,51.6,84.0
36.0,52.8,84.0
36.0,54.0,84.0
36.0,55.199999999999996,84.0
36.0,56.4,84.0
36.0,57.599999999999994,84.0
36.0,58.8,84.0
36.0,60.0,84.0
36.0,61.199999999999996,84.0
36.0,62.4,84.0
36.0,63.599999999999994,84.0
36.0,64.8,84.0
36.0,66.0,84.0
36.0,67.2,84.0
36.0,68.39999999999999,84.0
36.0,69.6,84.0
36.0,70.8,84.0
36.0,72.0,84.0
36.0,73.2,84.0
36.0,74.39999999999999,84.0
36.0,75.6,84.0
36.0,76.8,84.0
36.0,78.0,84.0
36.0,79.2,84.0
36.0,80.39999999999999,84.0
36.0,81.6,84.0
36.0,82.8,84.0
36.0,84.0,84.0
36.0,85.2,84.0
36.0,86.39999999999999,84.0
36.0,87.6,84.0
36.0,88.8,84.0
36.0,90.0,84.0
36.0,91.2,84.0
36.0,92.39999999999999,84.0
36.0,93.6,84.0
36.0,94.8,84.0
36.0,96.0,84.0
36.0,97.2,84.0
36.0,98.39999999999999,84.0
36.0,99.6,84.0
36.0,100.8,84.0
36.0,102.0,84.0
36.0,103.2,84.0
36.0,104.39999999999999,84.0
36.0,105.6,84.0
36.0,106.8,84.0
36.0,108.0,84.0
36.0,109.2,84.0
36.0,110.39999999999999,84.0
36.0,111.6,84.0
36.0,112.8,84.0
36.0,114.0,84.0
36.0,115.19999999999999,84.0
36.0,116.39999999999999,84.0
36.0,117.6,84.0
36.0,118.8,84.0
37.199999999999996,0.0,82.8
37.199999999999996,1.2,82.8
37.199999999999996,2.4,82.8
37.199999999999996,3.5999999999999996,82.8
37.199999999999996,4.8,82.8
37.199999999999996,6.0,82.8
37.199999999999996,7.199999999999999,82.8
37.199999999999996,8.4,82.8
37.199999999999996,9.6,82.8
37.199999999999996,10.799999999999999,82.8
37.199999999999996,12.0,82.8
37.199999999999996,13.2,82.8
37.199999999999996,14.399999999999999,82.8
37.199999999999996,15.6,82.8
37.199999999999996,16.8,82.8
37.199999999999996,18.0,82.8
37.199999999999996,19.2,82.8
37.199999999999996,20.4,82.8
37.199999999999996,21.599999999999998,82.8
37.199999999999996,22.8,82.8
37.199999999999996,24.0,82.8
37.199999999999996,25.2,82.8
37.199999999999996,26.4,82.8
37.199999999999996,27.599999999999998,82.8
37.199999999999996,28.799999999999997,82.8
37.199999999999996,30.0,82.8
37.199999999999996,31.2,82.8
37.199999999999996,32.4,82.8
37.199999999999996,33.6,82.8
37.199999999999996,34.8,82.8
37.199999999999996,36.0,82.8
37.199999999999996,37.199999999999996,82.8
37.199999999999996,38.4,82.8
37.199999999999996,39.6,82.8
37.199999999999996,40.8,82.8
37.199999999999996,42.0,82.8
37.199999999999996,43.199999999999996,82.8
37.199999999999996,44.4,82.8
37.199999999999996,45.6,82.8
37.199999999999996,46.8,82.8
37.199999999999996,48.0,82.8
37.199999999999996,49.199999999999996,82.8
37.199999999999996,50.4,82.8
37.199999999999996,51.6,82.8
37.199999999999996,52.8,82.8
37.199999999999996,54.0,82.8
37.199999999999996,55.199999999999996,82.8
37.199999999999996,56.4,82.8
37.199999999999996,57.599999999999994,82.8
37.199999999999996,58.8,82.8
37.199999999999996,60.0,82.8
37.199999999999996,61.199999999999996,82.8
37.199999999999996,62.4,82.8
37.199999999999996,63.599999999999994,82.8
37.199999999999996,64.8,82.8
37.199999999999996,66.0,82.8
37.199999999999996,67.2,82.8
37.199999999999996,68.39999999999999,82.8
37.199999999999996,69.6,82.8
37.199999999999996,70.8,82.8
37.199999999999996,72.0,82.8
37.199999999999996,73.2,84.0
37.199999999999996,74.39999999999999,84.0
37.199999999999996,75.6,84.0
37.199999999999996,76.8,84.0
37.199999999999996,78.0,84.0
37.199999999999996,79.2,84.0
37.199999999999996,80.39999999999999,84.0
37.199999999999996,81.6,84.0
37.199999999999996,82.8,84.0
37.199999999999996,84.0,84.0
37.199999999999996,85.2,84.0
37.199999999999996,86.39999999999999,84.0
37.199999999999996,87.6,84.0
37.199999999999996,88.8,84.0
37.199999999999996,90.0,84.0
37.199999999999996,91.2,84.0
37.199999999999996,92.39999999999999,84.0
37.199999999999996,93.6,84.0
37.199999999999996,94.8,84.0
37.199999999999996,96.0,84.0
37.199999999999996,97.2,84.0
37.199999999999996,98.39999999999999,84.0
37.199999999999996,99.6,84.0
37.199999999999996,100.8,84.0
37.199999999999996,102.0,84.0
37.199999999999996,103.2,84.0
37.199999999999996,104.39999999999999,84.0
37.199999999999996,105.6,84.0
37.199999999999996,106.8,84.0
37.199999999999996,108.0,84.0
37.199999999999996,109.2,82.8
37.199999999999996,110.39999999999999,82.8
37.199999999999996,111.6,82.8
37.199999999999996,112.8,82.8
37.199999999999996,114.0,82.8
37.199999999999996,115.19999999999999,82.8
37.199999999999996,116.39999999999999,82.8
37.199999999999996,117.6,82.8
37.199999999999996,118.8,82.8
38.4,0.0,81.6
38.4,1.2,81.6
38.4,2.4,81.6
38.4,3.5999999999999996,81.6
38.4,4.8,81.6
38.4,6.0,81.6
38.4,7.199999999999999,81.6
38.4,8.4,81.6
38.4,9.6,81.6
38.4,10.799999999999999,81.6
38.4,12.0,81.6
38.4,13.2,81.6
38.4,14.399999999999999,81.6
38.4,15.6,81.6
38.4,16.8,81.6
38.4,18.0,81.6
38.4,19.2,81.6
38.4,20.4,81.6
38.4,21.599999999999998,81.6
38.4,22.8,81.6
38.4,24.0,81.6
38.4,25.2,81.6
38.4,26.4,81.6
38.4,27.599999999999998,81.6
38.4,28.799999999999997,81.6
38.4,30.0,81.6
38.4,31.2,81.6
38.4,32.4,81.6
38.4,33.6,81.6
38.4,34.8,81.6
38.4,36.0,81.6
38.4,37.199999999999996,81.6
38.4,38.4,81.6
38.4,39.6,81.6
38.4,40.8,81.6
38.4,42.0,81.6
38.4,43.199999999999996,81.6
38.4,44.4,81.6
38.4,45.6,81.6
38.4,46.8,81.6
38.4,48.0,81.6
38.4,49.199999999999996,81.6
38.4,50.4,81.6
38.4,51.6,81.6
38.4,52.8,81.6
38.4,54.0,81.6
38.4,55.199999999999996,81.6
38.4,56.4,81.6
38.4,57.599999999999994,81.6
38.4,58.8,81.6
38.4,60.0,81.6
38.4,61.199999999999996,81.6
38.4,62.4,81.6
38.4,63.599999999999994,81.6
38.4,64.8,81.6
38.4,66.0,81.6
38.4,67.2,81.6
38.4,68.39999999999999,81.6
38.4,69.6,81.6
38.4,70.8,81.6
38.4,72.0,81.6
38.4,73.2,82.8
38.4,74.39999999999999,84.0
38.4,75.6,84.0
38.4,76.8,84.0
38.4,78.0,84.0
38.4,79.2,84.0
38.4,80.39999999999999,84.0
38.4,81.6,84.0
38.4,82.8,84.0
38.4,84.0,84.0
38.4,85.2,84.0
38.4,86.39999999999999,84.0
38.4,87.6,84.0
38.4,88.8,84.0
38.4,90.0,84.0
38.4,91.2,84.0
38.4,92.39999999999999,84.0
38.4,93.6,84.0
38.4,94.8,84.0
38.4,96.0,84.0
38.4,97.2,84.0
38.4,98.39999999999999,84.0
38.4,99.6,84.0
38.4,100.8,84.0
38.4,102.0,84.0
38.4,103.2,84.0
38.4,104.39999999999999,84.0
38.4,105.6,84.0
38.4,106.8,84.0
38.4,108.0,84.0
38.4,109.2,82.8
38.4,110.39999999999999,81.6
38.4,111.6,81.6
38.4,112.8,81.6
38.4,114.0,81.6
38.4,115.19999999999999,81.6
38.4,116.39999999999999,81.6
38.4,117.6,81.6
38.4,118.8,81.6
39.6,0.0,80.4
39.6,1.2,80.4
39.6,2.4,80.4
39.6,3.5999999999999996,80.4
39.6,4.8,80.4
39.6,6.0,80.4
39.6,7.199999999999999,80.4
39.6,8.4,80.4
39.6,9.6,80.4
39.6,10.799999999999999,80.4
39.6,12.0,80.4
39.6,13.2,80.4
39.6,14.399999999999999,80.4
39.6,15.6,80.4
39.6,16.8,80.4
39.6,18.0,80.4
39.6,19.2,80.4
39.6,20.4,80.4
39.6,21.599999999999998,80.4
39.6,22.8,80.4
39.6,24.0,80.4
39.6,25.2,80.4
39.6,26.4,80.4
39.6,27.599999999999998,80.4
39.6,28.799999999999997,80.4
39.6,30.0,80.4
39.6,31.2,80.4
39.6,32.4,80.4
39.6,33.6,80.4
39.6,34.8,80.4
39.6,36.0,80.4
39.6,37.199999999999996,80.4
39.6,38.4,80.4
39.6,39.6,80.4
39.6,40.8,80.4
39.6,42.0,80.4
39.6,43.199999999999996,80.4
39.6,44.4,80.4
39.6,45.6,80.4
39.6,46.8,80.4
39.6,48.0,80.4
39.6,49.199999999999996,80.4
39.6,50.4,80.4
39.6,51.6,80.4
39.6,52.8,80.4
39.6,54.0,80.4
39.6,55.199999999999996,80.4
39.6,56.4,80.4
39.6,57.599999999999994,80.4
39.6,58.8,80.4
39.6,60.0,80.4
39.6,61.199999999999996,80.4
39.6,62.4,80.4
39.6,63.599999999999994,80.4
39.6,64.8,80.4
39.6,66.0,80.4
