x,y,n,pearson_r,spearman_r,partial_r_control_speed
S(Λ),dopt_sec_per_km,156,0.36724122590538755,0.2713623913184168,0.3575653525388081
S(Λclose),dopt_sec_per_km,156,0.6174418148361525,0.5584472342383452,0.6428885897939387
S(Λfar),dopt_sec_per_km,156,0.19310074251431297,0.15098508736650507,0.17944338493638615
