x,y,degree,n_used,r2,coef_deg_1,coef_deg_0
S(Λ),dopt_min_per_km,1,156,0.2959698019461926,1.2998169486618723,0.086059547007954
S(Λclose),dopt_min_per_km,1,156,0.5376791051940695,1.5631295962717413,0.13563958208620566
S(Λfar),dopt_min_per_km,1,156,0.14337469519073398,0.8041996279955,0.1533406023667874
