路線番号,系統速度,dist_km,dopt(s/veh),dopt_sec_per_km,dopt_min_per_km,S(Λ),S(Λclose),S(Λfar)
323,37.5,1.166666666666667,51.99999999999967,44.57142857142828,0.742857142857138,0.1641476300299351,0.18104634152000362,0.11180339887498954
323,35.0,1.166666666666667,49.7142857142854,42.6122448979589,0.7102040816326484,0.12857142857142861,0.15067873649806426,0.1506787364980642
323,32.5,1.166666666666667,47.07692307692274,40.35164835164805,0.6725274725274676,0.1292330585877804,0.11697620250573496,0.23599844548680698
323,30.0,1.166666666666667,39.99999999999997,34.28571428571425,0.5714285714285708,0.18276426832884451,0.0790569415042095,0.25413251136628184
323,27.5,1.166666666666667,27.27272727272725,23.37662337662335,0.3896103896103892,0.23092519628873687,0.040909090909090895,0.2458330415089081
323,25.0,1.166666666666667,11.9999999999998,10.28571428571411,0.17142857142856852,0.10000000000000009,0.0,0.10000000000000009
323,22.5,1.166666666666667,6.666666666666401,5.714285714285485,0.09523809523809142,0.055555555555556024,0.0,0.055832642339560964
323,20.0,1.166666666666667,29.9999999999998,25.714285714285538,0.4285714285714256,0.25031230493125983,0.012499999999999956,0.29843340965783305
324,50.0,0.8333333333333334,23.99999999999959,28.799999999999507,0.47999999999999177,0.075,0.1274754878398196,0.0790569415042095
324,47.5,0.8333333333333334,23.99999999999952,28.79999999999942,0.4799999999999904,0.08571840776264392,0.1232635624066355,0.06143482910488821
324,45.0,0.8333333333333334,23.99999999999947,28.799999999999365,0.47999999999998944,0.10482201257840673,0.12095300587265133,0.06478835438717002
324,42.5,0.8333333333333334,23.9999999999995,28.799999999999397,0.47999999999998993,0.13117119482928097,0.1214816260474317,0.08867537312753729
324,40.0,0.8333333333333334,23.99999999999959,28.799999999999507,0.47999999999999177,0.16405505935508366,0.12593401049756173,0.1250000000000001
324,37.5,0.8333333333333334,23.99999999999962,28.799999999999542,0.4799999999999924,0.2034425935955618,0.13540064007726604,0.16666666666666674
324,35.0,0.8333333333333334,25.71428571428565,30.85714285714278,0.514285714285713,0.2498979383505129,0.15067873649806424,0.2142857142857143
