,Time,VID,Type,Pos.x,Pos.y
11142630,18:00:00,46968,I_09_1204235410404,139.939971,35.899497
11142635,18:00:00,46069,I_09_1204235410404,139.941799,35.896133
11142636,18:00:00,46867,I_09_1204235410404,139.941772,35.896188
11142637,18:00:00,46070,I_09_1204235410404,139.941744,35.896243
11142638,18:00:00,46861,I_09_1204235410404,139.941717,35.896298
11142639,18:00:00,46093,I_09_1204235410404,139.941689,35.896353
11142640,18:00:00,46873,I_09_1204235410404,139.941662,35.896409
11142641,18:00:00,46063,I_09_1204235410404,139.941635,35.896464
11142642,18:00:00,46865,I_09_1204235410404,139.941607,35.896519
11142643,18:00:00,46875,I_09_1204235410404,139.94158,35.896574
11142644,18:00:00,46920,I_09_1204235410404,139.94158,35.896574
11142645,18:00:00,46923,I_09_1204235410404,139.941552,35.89663
11142646,18:00:00,46877,I_09_1204235410404,139.941525,35.896685
11142647,18:00:00,46851,I_09_1204235410404,139.941497,35.89674
11142648,18:00:00,46860,I_09_1204235410404,139.94147,35.896795
11142649,18:00:00,46834,I_09_1204235410404,139.941442,35.89685
11142650,18:00:00,46884,I_09_1204235410419,139.941388,35.896959
11142651,18:00:00,47137,I_09_1204235410404_p,139.941211,35.897314
11142663,18:00:00,46130,I_09_1204235410404,139.949917,35.894612
11142664,18:00:00,46190,I_09_1204235410404,139.949896,35.894729
11142665,18:00:00,46142,I_09_1204235410404,139.949871,35.894867
11142666,18:00:00,46189,I_09_1204235410404,139.949842,35.895025
11142667,18:00:00,46183,I_09_1204235410404,139.949808,35.895215
11142668,18:00:00,46179,I_09_1204235410404,139.94977,35.895422
11142669,18:00:00,46158,I_09_1204235410404,139.949734,35.895622
11142670,18:00:00,46132,I_09_1204235410404,139.949924,35.894575
11142671,18:00:00,46289,I_09_1204235410404,139.949677,35.895045
11142672,18:00:00,46283,I_09_1204235410404,139.949648,35.895214
11142703,18:00:00,46565,I_09_1204235410434,139.946355,35.898125
11142704,18:00:00,46566,I_09_1204235410434,139.946057,35.898025
11142747,18:00:00,46165,I_09_1204235410404,139.949494,35.897621
11142748,18:00:00,46178,I_09_1204235410404,139.949506,35.897723
11142749,18:00:00,46175,I_09_1204235410404,139.949671,35.895993
11142774,18:00:00,47034,I_09_1204235410404,139.94917,35.897957
11142775,18:00:00,47054,I_09_1204235410404,139.949096,35.897966
11142776,18:00:00,47058,I_09_1204235410404,139.949021,35.897974
11142777,18:00:00,47045,I_09_1204235410404,139.948947,35.897982
11142778,18:00:00,47051,I_09_1204235410404,139.948872,35.89799
11142779,18:00:00,47055,I_09_1204235410404,139.948607,35.898019
11142780,18:00:00,46111,I_09_1204235410404,139.948398,35.898042
11142781,18:00:00,46685,I_09_1204235410434,139.947588,35.898124
11142782,18:00:00,46110,I_09_1204235410404,139.94917,35.897957
11142783,18:00:00,46097,I_09_1204235410404,139.948974,35.897979
11142784,18:00:00,46099,I_09_1204235410404,139.948778,35.898001
11142791,18:00:00,47052,I_09_1204235410404,139.949356,35.897558
11142792,18:00:00,47001,I_09_1204235410404,139.949357,35.897567
11142920,18:00:01,46968,I_09_1204235410404,139.939902,35.899591
11142925,18:00:01,46069,I_09_1204235410404,139.941799,35.896133
11142926,18:00:01,46867,I_09_1204235410404,139.941772,35.896188
11142927,18:00:01,46070,I_09_1204235410404,139.941744,35.896243
11142928,18:00:01,46861,I_09_1204235410404,139.941717,35.896298
11142929,18:00:01,46093,I_09_1204235410404,139.941689,35.896353
11142930,18:00:01,46873,I_09_1204235410404,139.941662,35.896409
11142931,18:00:01,46063,I_09_1204235410404,139.941635,35.896464
11142932,18:00:01,46865,I_09_1204235410404,139.941607,35.896519
11142933,18:00:01,46875,I_09_1204235410404,139.94158,35.896574
11142934,18:00:01,46920,I_09_1204235410404,139.94158,35.896574
